Key,Text,Tooltip,English,Source,OverrideByKey,MappedByPattern,MappedByText,Vanilla,Leiwai,Procrastinator,PikaMan,Mtu,File
unit_description_historical_texts_text_hv_unit_xiliang_elite_2h_swordsmen,一边是长城的阴影，另一边是草原各部落，西凉民族必须纪律严明，艰苦奋斗。而西凉士兵则必须加倍做到。\\n\\n每一支军队都有自己的精锐，西凉精锐则尤其出色。\\n\\n这些战士装备双手斩马刀，可以让任何骑兵的冲锋陷入死战，然后轻易地解决掉敌人。,True,"In order to live in the shadow of the great wall and the tribes of the steppe, a people must learn to cope with hardship and discipline. Its soldiers must learn doubly so and are the better for it. \\n\\n Every army has their elites: those of the Xiliang army are more so than most. Armed with the two-handed zhanmadao, these warriors can bring any cavalry charge to a brutal standstill and make short work of their foes afterwards.",MappedByText,,,一边是长城的阴影，另一边是草原各部落，西凉民族必须纪律严明，艰苦奋斗。而西凉士兵则必须加倍做到。\\n\\n每一支军队都有自己的精锐，西凉精锐则尤其出色。\\n\\n这些战士装备双手斩马刀，可以让任何骑兵的冲锋陷入死战，然后轻易地解决掉敌人。,,,,,,hv_TEXT_unit_long_desc.loc.tsv
unit_description_historical_texts_text_hv_unit_xiliang_elite_barded_2h_spear_cavalry,一边是长城的阴影，另一边是草原各部落，西凉民族必须纪律严明，艰苦奋斗。而西凉士兵则必须加倍做到。\\n\\n每一支军队都有自己的精锐，西凉精锐则尤其出色。\\n\\n这些士兵身着重甲，战马同样披着马甲，他们是西凉最强的战士。虽然行动缓慢，但当他们冲进敌人阵型，践踏和刺杀敌人时，几乎没有人能抵抗他们。,True,"In order to live in the shadow of the great wall and the tribes of the steppe, a people must learn to cope with hardship and discipline. Its soldiers must learn doubly so and are the better for it. \\n\\n Every army has their elites: those of the Xiliang army are more so than most. These warriors, clad in heavy armor and riding equally armoured steeds, are the best the Xiliang have to offer. Though slow in maneuvers, almost none can oppose them as they charge into enemy ranks, trampling and goring their enemies on their spears.",MappedByText,,,一边是长城的阴影，另一边是草原各部落，西凉民族必须纪律严明，艰苦奋斗。而西凉士兵则必须加倍做到。\\n\\n每一支军队都有自己的精锐，西凉精锐则尤其出色。\\n\\n这些士兵身着重甲，战马同样披着马甲，他们是西凉最强的战士。虽然行动缓慢，但当他们冲进敌人阵型，践踏和刺杀敌人时，几乎没有人能抵抗他们。,,,,,,hv_TEXT_unit_long_desc.loc.tsv
unit_description_historical_texts_text_hv_unit_xiliang_elite_crossbowmen,一边是长城的阴影，另一边是草原各部落，西凉民族必须纪律严明，艰苦奋斗。而西凉士兵则必须加倍做到。\\n\\n每一支军队都有自己的精锐，西凉精锐则尤其出色。\\n\\n这些弩手是反骑兵专家。即使是强大的游牧铁骑也会避开他们。,True,"In order to live in the shadow of the great wall and the tribes of the steppe, a people must learn to cope with hardship and discipline. Its soldiers must learn doubly so and are the better for it. \\n\\n Every army has their elites: those of the Xiliang army are more so than most. These crossbowmen are anti-cavalry specialists. Even the powerful nomadic cataphracts shun them.",MappedByText,,,一边是长城的阴影，另一边是草原各部落，西凉民族必须纪律严明，艰苦奋斗。而西凉士兵则必须加倍做到。\\n\\n每一支军队都有自己的精锐，西凉精锐则尤其出色。\\n\\n这些弩手是反骑兵专家。即使是强大的游牧铁骑也会避开他们。,,,,,,hv_TEXT_unit_long_desc.loc.tsv
unit_description_historical_texts_text_hv_unit_xiliang_elite_enforcers,如果只有力量才能统治，那么就必须经常充分地展现这样的力量。必须用那些不信的傻瓜们来罚一儆百。\\n\\n这些经过西凉训练的战士，是董卓与吕布强加于汉朝的铁腕统治的中坚力量。\\n\\n他们弓剑娴熟，经常上街巡逻，平息骚乱。,True,"If only strength can rule, then strength must be displayed often and in great abundance. And it must be used to make an example of fools who would believe otherwise. \\n\\n Trained in the Xiliang style of warfare, these disciplined warriors form the backbone of the ironfisted rule that Dong Zhuo and Lu Bu impose upon the Han. Skilled with both the bow and the sword, they habitually patrol the streets to put down any unrest. ",MappedByText,,,如果只有力量才能统治，那么就必须经常充分地展现这样的力量。必须用那些不信的傻瓜们来罚一儆百。\\n\\n这些经过西凉训练的战士，是董卓与吕布强加于汉朝的铁腕统治的中坚力量。\\n\\n他们弓剑娴熟，经常上街巡逻，平息骚乱。,,,,,,hv_TEXT_unit_long_desc.loc.tsv
unit_description_historical_texts_text_hv_unit_xiliang_elite_spearmen,一边是长城的阴影，另一边是草原各部落，西凉民族必须纪律严明，艰苦奋斗。而西凉士兵则必须加倍做到。\\n\\n每一支军队都有自己的精锐，西凉精锐则尤其出色。\\n\\n这些矛兵身穿铁甲，手持巨盾，将守住任何军队的前线并击退敌兵。,True,"In order to live in the shadow of the great wall and the tribes of the steppe, a people must learn to cope with hardship and discipline. Its soldiers must learn doubly so and are the better for it. \\n\\n Every army has their elites: those of the Xiliang army are more so than most. These spearmen, clad in iron armor and wielding great shields, will hold the frontline of any army and drive the enemy back. ",MappedByText,,,一边是长城的阴影，另一边是草原各部落，西凉民族必须纪律严明，艰苦奋斗。而西凉士兵则必须加倍做到。\\n\\n每一支军队都有自己的精锐，西凉精锐则尤其出色。\\n\\n这些矛兵身穿铁甲，手持巨盾，将守住任何军队的前线并击退敌兵。,,,,,,hv_TEXT_unit_long_desc.loc.tsv
unit_description_historical_texts_text_hv_unit_xiongnu_archer_cavalry,未完成\\n\\n（请于MTU的Discord里TROM频道提出建议）,True,work in process \\n\\n (Please submit your ideas through the trom channel of MTU discord.),MappedByText,,,未完成\\n\\n（请于MTU的Discord里TROM频道提出建议）,,,未完成\\n\\n（请于MTU的Discord里TROM频道提出建议）,,,hv_TEXT_unit_long_desc.loc.tsv
unit_description_historical_texts_text_hv_unit_xiongnu_barded_cavalry,未完成\\n\\n（请于MTU的Discord里TROM频道提出建议）,True,work in process \\n\\n (Please submit your ideas through the trom channel of MTU discord.),MappedByText,,,未完成\\n\\n（请于MTU的Discord里TROM频道提出建议）,,,未完成\\n\\n（请于MTU的Discord里TROM频道提出建议）,,,hv_TEXT_unit_long_desc.loc.tsv
unit_description_historical_texts_text_hv_unit_xiongnu_javelineer,未完成\\n\\n（请于MTU的Discord里TROM频道提出建议）,True,work in process \\n\\n (Please submit your ideas through the trom channel of MTU discord.),MappedByText,,,未完成\\n\\n（请于MTU的Discord里TROM频道提出建议）,,,未完成\\n\\n（请于MTU的Discord里TROM频道提出建议）,,,hv_TEXT_unit_long_desc.loc.tsv
unit_description_historical_texts_text_hv_unit_yellow_dragons,未完成\\n\\n（请于MTU的Discord里TROM频道提出建议）,True,work in process \\n\\n (Please submit your ideas through the trom channel of MTU discord.),MappedByText,,,未完成\\n\\n（请于MTU的Discord里TROM频道提出建议）,,,未完成\\n\\n（请于MTU的Discord里TROM频道提出建议）,,,hv_TEXT_unit_long_desc.loc.tsv
unit_description_historical_texts_text_hv_unit_ytr_bringers_of_righteousness,这些百姓自称布义军，他们自费购进装甲与武器。他们饱经训练，能熟练地使用戟，也在传统的射术比试中习得了弓术。\\n\\n虽然他们衣着光鲜，但志向却绝非虚荣卖弄，他们灵活矫健，使弓和戟的本事不容小觑，此等义士若能加入太平大业，定是再好不过。,False,"These concerned citizens call themselves the Bringers of Righteousness and have used their wealth to purchase their own armour and weapons. Each has undertaken extensive training to become proficient using polearms and learned how to use a bow through traditional archery competitions. \\n\\n Though they wear expensive tunics, their commitment is not mere vainglory; their not-inconsiderable skill with the bow and polearm make them extremely useful due to their flexibility, and therefore welcomed to join the fight for the Great Peace.",Vanilla,,,,这些百姓自称布义军，他们自费购进装甲与武器。他们饱经训练，能熟练地使用戟，也在传统的射术比试中习得了弓术。\\n\\n虽然他们衣着光鲜，但志向却绝非虚荣卖弄，他们灵活矫健，使弓和戟的本事不容小觑，此等义士若能加入太平大业，定是再好不过。,,这些百姓自称布义军，他们自费购进装甲与武器。他们饱经训练，能熟练地使用戟，也在传统的射术比试中习得了弓术。\\n\\n虽然他们衣着光鲜，但志向却绝非虚荣卖弄，他们灵活矫健，使弓和戟的本事不容小觑，此等义士若能加入太平大业，定是再好不过。,,,hv_TEXT_unit_desc.loc.tsv
unit_description_historical_texts_text_hv_unit_ytr_captain,由伯长和卫官来指挥军队。,False,A captain and the guards commanding the army instead of the general.,OverrideByKey,由伯长和卫官来指挥军队。,,,,,身经百战，他们利用经验指挥所属部曲劈荆斩棘。,,,hv_TEXT_unit_desc.loc.tsv
unit_description_historical_texts_text_hv_unit_ytr_gallants_of_the_people,黄巾军志士个个不怕冲锋陷阵，但是护民勇士尤其适合固守阵线，要是挪作他用可就浪费了他们一身的本领和热忱。\\n\\n他们身披重甲，也许不若其他铁甲兵士防御周全，但可仰赖手中大斧抵挡敌军、化解攻势。正所谓甲胄可破，斗志不渝。,False,"Whilst all Yellow Turban warriors are happy to wade into the heart of battle, the Gallants of the People were made to hold the frontline against enemies - to be anywhere else would be to waste their talent and ardour. \\n\\n They are heavily-armoured, though not as heavily plated as some other warriors, yet with great axe they are able to push back the advancing foe whilst deflecting blows. Where their mail may falter, their fanaticism never will.",MappedByText,,,黄巾军志士个个不怕冲锋陷阵，但是护民勇士尤其适合固守阵线，要是挪作他用可就浪费了他们一身的本领和热忱。\\n\\n他们身披重甲，也许不若其他铁甲兵士防御周全，但可仰赖手中大斧抵挡敌军、化解攻势。正所谓甲胄可破，斗志不渝。,,,黄巾军志士个个不怕冲锋陷阵，但是护民勇士尤其适合固守阵线，要是挪作他用可就浪费了他们一身的本领和热忱。\\n\\n他们身披重甲，也许不若其他铁甲兵士防御周全，但可仰赖手中长枪盾牌抵挡敌军、化解攻势。正所谓甲胄可破，斗志不渝。,,,hv_TEXT_unit_desc.loc.tsv
unit_description_historical_texts_text_hv_unit_ytr_reclaimers,从这些部队的外观就不难推测他们是干什么的，他们的盔甲要么是从战场上拾捡拼凑而来，要么是从周围村落里搞来的。\\n\\n他们最重要的作用是在战后搜集战利品、武器以及盔甲，从而推进太平大业。他们不善于近战，所以只用一些捡来的连弩支援前线部队。,False,"The role of these troops can be deduced from their appearance; their armour pieces are mismatched, put together by collecting those left in the aftermath of battle, or sourced from nearby villages. \\n\\n Their most important function is to search and collect loot, weapons and armour after the battle to put towards the Great Peace. They are not good at close combat, so they use a bunch of captured repeating crossbows to support frontline.",MappedByText,,,从这些部队的外观就不难推测他们是干什么的，他们的盔甲要么是从战场上拾捡拼凑而来，要么是从周围村落里搞来的。\\n\\n他们最重要的作用是在战后搜集战利品、武器以及盔甲，从而推进太平大业。他们不善于近战，所以只用一些捡来的连弩支援前线部队。,,,从这些部队的外观就不难推测他们是干什么的，他们的盔甲要么是从战场上拾捡拼凑而来，要么是从周围村落里搞来的。\\n\\n他们最重要的作用是在战后搜集战利品、武器以及盔甲，从而推进太平大业。他们配有长矛和盾牌用以自卫，有时会被拉去充数，但是基本没什么打仗的本事，稍有交兵便作鸟兽散。,,,hv_TEXT_unit_desc.loc.tsv
unit_description_historical_texts_text_hv_unit_ytr_righteous_vanguards,这些勇士的使命便是替天行道，为苍生而战，给与敌人致命一击。\\n\\n 这些骑兵是黄巾军中仅有的突击骑兵。他们不但能手持长枪，用冲锋撕裂敌人的阵型，还身披重甲，能够在近战中坚持奋战，用正义的怒火刺穿敌人的铠甲。,False,"To be the bolt of justice, to spearhead a charge deep into the enemy lines, delivering vengeance for an oppressed people, this is the task of these warriors. \\n\\n These cavalry are one of the few shock cavalry of the Yellow Turbans army.; once they have ploughed into an enemy formation with their spears, they have the armour and the skill to keep fighting, thrusting with enough force to pierce most armour with righteous intensity.",MappedByText,,,这些勇士的使命便是替天行道，为苍生而战，给与敌人致命一击。\\n\\n 这些骑兵是黄巾军中仅有的突击骑兵。他们不但能手持长枪，用冲锋撕裂敌人的阵型，还身披重甲，能够在近战中坚持奋战，用正义的怒火刺穿敌人的铠甲。,这些勇士的使命便是替天行道，为苍生而战，给与敌人致命一击。\\n\\n 尽管他们并非最强大的冲锋骑兵，但他们在耐力上却更胜一筹。他们不但能手持长枪，用冲锋撕裂敌人的阵型，还身披重甲，能够在近战中坚持奋战，用正义的怒火刺穿敌人的铠甲。,,这些勇士的使命便是替天行道，为苍生而战，给与敌人致命一击。\\n\\n 尽管他们并非最强大的冲锋骑兵，但他们在耐力上却更胜一筹。他们不但能手持长枪，用冲锋撕裂敌人的阵型，还身披重甲，能够在近战中坚持奋战，用正义的怒火刺穿敌人的铠甲。,,,hv_TEXT_unit_desc.loc.tsv
unit_description_historical_texts_text_hv_unit_ytr_the_lands_chosen,道教的核心思想之一便是敬天爱民，如此方能使天下大治。那些得到上天眷顾的将士们必须将贪官污吏尽数诛灭，才可称之为不辱使命。\\n\\n这些战士们手持木制的弓箭，有着超凡脱俗的精湛弓术。,False,"It is a central tenet of Taoism that the land must be revered and nurtured; it, in turn, will return to us its bounties. Those chosen warriors who receive of nature's boons must use its gifts to pursue those who have contributed to the corruption and destruction plaguing the land. \\n\\n From the boughs of the trees, arrows and crossbows are fashioned and handled by warriors who wield them with greater expertise than most of their contemporaries.",Vanilla,,,,道教的核心思想之一便是敬天爱民，如此方能使天下大治。那些得到上天眷顾的将士们必须将贪官污吏尽数诛灭，才可称之为不辱使命。\\n\\n这些战士们手持木制的弓箭，有着超凡脱俗的精湛弓术。,,道教的核心思想之一便是敬天爱民，如此方能使天下大治。那些得到上天眷顾的将士们必须将贪官污吏尽数诛灭，才可称之为不辱使命。\\n\\n这些战士们手持木制的弓箭，有着超凡脱俗的精湛弓术。,,,hv_TEXT_unit_desc.loc.tsv
unit_description_historical_texts_text_hv_unit_ytr_virtuous_noblemen,黄巾军冲击了天下的腐朽势力，许多人都开始有所动摇。\\n\\n这些贵族不再效忠于之前的诸侯，而是另寻天义以求救赎。他们之前生活优渥，自然装备训练充足，他们身着华丽兜鍪骑良马杀入战场，他们手持锋利的长枪，冲破敌阵后也会近战砍杀。,False,"The Yellow Turban rebellion challenges the corruption that poisons China and has made many question old loyalties. \\n\\n These noblemen have renounced their former warlords to seek justice and redemption. Their previous life of privilege has trained and equipped them well, and they ride into battle clad in ornate armour and helmets upon impressive mounts of the finest stock. \\n\\n With sharp spears, the impact of their charge is merely a way to break the enemy’s lines for deadly close combat.",MappedByText,,,黄巾军冲击了天下的腐朽势力，许多人都开始有所动摇。\\n\\n这些贵族不再效忠于之前的诸侯，而是另寻天义以求救赎。他们之前生活优渥，自然装备训练充足，他们身着华丽兜鍪骑良马杀入战场，他们手持锋利的长枪，冲破敌阵后也会近战砍杀。,,,黄巾军冲击了天下的腐朽势力，许多人都开始有所动摇。\\n\\n这些贵族不再效忠于之前的诸侯，而是另寻天义以求救赎。他们之前生活优渥，自然装备训练充足，他们身着华丽兜鍪骑良马杀入战场，他们手持斧头和盾牌，冲破敌阵后也会近战砍杀。,,,hv_TEXT_unit_desc.loc.tsv
unit_description_historical_texts_text_hv_unit_ytr_zealots_of_the_way,汉代的民兵往往是被迫服役的，但黄巾战士们确实真心实意为天下苍生而战。\\n\\n 这种坚决的意志使他们比一般的民兵更为勇猛。他们身着轻甲，手持炸裂物，毫不留情地斩杀一切与黄天为敌之人。,False,"Where the militia of the Han are pressed into service out of obligation, the Yellow Turban zealots rise to fight because it is the only way to carve a better future for the people. \\n\\n Their fierce determination makes them more effective than standard militia. They charge into battle, lightly-armoured and equipped with explosive materials, ready to rend asunder any who doubt or question the Way.",MappedByText,,,汉代的民兵往往是被迫服役的，但黄巾战士们确实真心实意为天下苍生而战。\\n\\n 这种坚决的意志使他们比一般的民兵更为勇猛。他们身着轻甲，手持炸裂物，毫不留情地斩杀一切与黄天为敌之人。,,,汉代的民兵往往是被迫服役的，但黄巾战士们确实真心实意为天下苍生而战。\\n\\n 这种坚决的意志使他们比一般的民兵更为勇猛。他们身着轻甲，手持阔剑，毫不留情地斩杀一切与黄天为敌之人。,,,hv_TEXT_unit_desc.loc.tsv
unit_description_historical_texts_text_hv_unit_yuan_rong_crossbowmen,未完成\\n\\n（请于MTU的Discord里TROM频道提出建议）,True,work in process \\n\\n (Please submit your ideas through the trom channel of MTU discord.),MappedByText,,,未完成\\n\\n（请于MTU的Discord里TROM频道提出建议）,,,未完成\\n\\n（请于MTU的Discord里TROM频道提出建议）,,,hv_TEXT_unit_long_desc.loc.tsv
unit_description_historical_texts_text_hv_unit_yuan_sword_infantry,,True,"The Yuan clan's fame brings many benefits, one of which the number of men willing to lay down their lives in their service. \\n\\n Wielding the noble Jian blade, and protected by stout shields and good armour, these swordsmen will defend their masters with zeal. They form the frontline of the Yuan battleline, chopping and slashing at their foe until either they or themselves are slain.",Missing,,,,,,,,,hv_TEXT_unit_long_desc.loc.tsv
unit_description_historical_texts_text_hv_unit_yue_freemen,江南一带危峰兀立，怪石嶙峋。它们就如同铁卫一般静静镇守着奔流不息的江水。越人便藏身于这山岭之中，顽强地生活下来。尽管他们光辉的历史已经归于沉寂，但此刻他们再次挺身而出，顽强抵抗北方汉人的侵略。尽管他们持有剑盾，但还远不是精兵的敌手。\\n\\n 他们如今团结在一位愿意为他们而战的人麾下，决定复兴古老的传统，让世人见识他们的力量！,True,"Mighty, gnarled monoliths, the imposing peaks of China's south stand like sentinels against the unrelenting waters beyond. Amongst these hills and peaks, the Yue tribes eke out their continued existence; brought low from the once-proud past, they stand now against the threat of Han invasion from the north. Although they wield sword and shield, they are nothing like the professional warriors coming to face them. \\n\\n Yet, united behind one who purports to fight for their ideals, the Yue are able to summon themselves into something resembling their own strength – their legacy demands it!",MappedByText,,,江南一带危峰兀立，怪石嶙峋。它们就如同铁卫一般静静镇守着奔流不息的江水。越人便藏身于这山岭之中，顽强地生活下来。尽管他们光辉的历史已经归于沉寂，但此刻他们再次挺身而出，顽强抵抗北方汉人的侵略。尽管他们持有剑盾，但还远不是精兵的敌手。\\n\\n 他们如今团结在一位愿意为他们而战的人麾下，决定复兴古老的传统，让世人见识他们的力量！,,,,,,hv_TEXT_unit_long_desc.loc.tsv
unit_description_historical_texts_text_hv_unit_zhong_royal_guard,未完成\\n\\n（请于MTU的Discord里TROM频道提出建议）,True,"Although Yuan Shu is not a popular leader, fortunately, it is an era where money can buy loyalty. When he gathered the best warriors in the region and paid them the highest salaries with best equipments, a plausible royal guards was created. \\n\\n They are as confident as their master's desire for fame, and would rather die than accept failure.",Procrastinator,,,,,,未完成\\n\\n（请于MTU的Discord里TROM频道提出建议）,,,hv_TEXT_unit_long_desc.loc.tsv
unit_description_short_texts_text_hv_unit_azure_dragons,未完成,True,work in process,MappedByText,,,未完成,,,未完成,第四阶 - 禁军,,hv_TEXT_unit_desc.loc.tsv
unit_description_short_texts_text_hv_unit_bandits_2h_spear_cavalry,未完成,True,work in process,MappedByText,,,未完成,,,未完成,,,hv_TEXT_unit_desc.loc.tsv
unit_description_short_texts_text_hv_unit_bandits_2h_spear_infantry,未完成,True,work in process,MappedByText,,,未完成,,,未完成,,,hv_TEXT_unit_desc.loc.tsv
unit_description_short_texts_text_hv_unit_bandits_archers,未完成,True,work in process,MappedByText,,,未完成,,,未完成,,,hv_TEXT_unit_desc.loc.tsv
unit_description_short_texts_text_hv_unit_bandits_axe_infantry,未完成,True,work in process,MappedByText,,,未完成,,,未完成,,,hv_TEXT_unit_desc.loc.tsv
unit_description_short_texts_text_hv_unit_bandits_captain,未完成,True,work in process,MappedByText,,,未完成,,,未完成,,,hv_TEXT_unit_desc.loc.tsv
unit_description_short_texts_text_hv_unit_bandits_children_of_the_forest,未完成,True,work in process,MappedByText,,,未完成,,,未完成,,,hv_TEXT_unit_desc.loc.tsv
unit_description_short_texts_text_hv_unit_bandits_drifting_warmongers,未完成,True,work in process,MappedByText,,,未完成,,,未完成,,,hv_TEXT_unit_desc.loc.tsv
unit_description_short_texts_text_hv_unit_bandits_elite_blood_seekers,未完成,True,work in process,MappedByText,,,未完成,,,未完成,,,hv_TEXT_unit_desc.loc.tsv
unit_description_short_texts_text_hv_unit_bandits_elite_cunning_monkeys,未完成,True,work in process,MappedByText,,,未完成,,,未完成,,,hv_TEXT_unit_desc.loc.tsv
unit_description_short_texts_text_hv_unit_bandits_elite_iron_walls,这些人并非军士，却穿着精良的铠甲。他们的装备来自于血腥的胜利和洗劫。,True,"What kind of men are these, who are not soldiers, yet wear elite armour? Bloody men, who have earned their weaponry through victory and pillaging.",MappedByText,,,这些人并非军士，却穿着精良的铠甲。他们的装备来自于血腥的胜利和洗劫。,,,这些人并非军士，却穿着精良的铠甲。他们的装备来自于血腥的胜利和洗劫。,,,hv_TEXT_unit_desc.loc.tsv
unit_description_short_texts_text_hv_unit_bandits_elite_jia_long,未完成,True,work in process,MappedByText,,,未完成,,,未完成,,,hv_TEXT_unit_desc.loc.tsv
unit_description_short_texts_text_hv_unit_bandits_elite_ren_xia,未完成,True,work in process,MappedByText,,,未完成,,,未完成,,,hv_TEXT_unit_desc.loc.tsv
unit_description_short_texts_text_hv_unit_bandits_elite_two_blades,未完成,True,work in process,MappedByText,,,未完成,,,未完成,,,hv_TEXT_unit_desc.loc.tsv
unit_description_short_texts_text_hv_unit_bandits_elite_you_shi_cavalry,未完成,True,work in process,MappedByText,,,未完成,,,未完成,,,hv_TEXT_unit_desc.loc.tsv
unit_description_short_texts_text_hv_unit_bandits_fanatics,未完成,True,work in process,MappedByText,,,未完成,,,未完成,,,hv_TEXT_unit_desc.loc.tsv
unit_description_short_texts_text_hv_unit_bandits_heroic_outlaws,未完成,True,work in process,MappedByText,,,未完成,,,未完成,,,hv_TEXT_unit_desc.loc.tsv
unit_description_short_texts_text_hv_unit_bandits_sabre_cavalry,未完成,True,work in process,MappedByText,,,未完成,,,未完成,,,hv_TEXT_unit_desc.loc.tsv
unit_description_short_texts_text_hv_unit_black_mountain_bandits,未完成,True,work in process,MappedByText,,,未完成,,,未完成,第二阶 - 地方材官,,hv_TEXT_unit_desc.loc.tsv
unit_description_short_texts_text_hv_unit_black_mountain_bandits_javelineer,未完成,True,work in process,MappedByText,,,未完成,,,未完成,,,hv_TEXT_unit_desc.loc.tsv
unit_description_short_texts_text_hv_unit_blue_turban_infantry,当敌人在战场上看到蓝色头巾时，他们就知道最艰苦的战斗即将开始。,True,"As the enemy spots the blue turbans on the field, they know the hardest fighting is about to begin.",MappedByText,,,当敌人在战场上看到蓝色头巾时，他们就知道最艰苦的战斗即将开始。,,,当蓝色的头巾出现在战场上时，最棘手的对手即将来临。,,,hv_TEXT_unit_desc.loc.tsv
unit_description_short_texts_text_hv_unit_bomb_thrower,未完成,True,work in process,MappedByText,,,未完成,,,未完成,,,hv_TEXT_unit_desc.loc.tsv
unit_description_short_texts_text_hv_unit_buqu_2h_axemen,未完成,True,work in process,MappedByText,,,未完成,,,未完成,,,hv_TEXT_unit_desc.loc.tsv
unit_description_short_texts_text_hv_unit_buqu_2h_spear_cavalry,未完成,True,work in process,MappedByText,,,未完成,,,未完成,,,hv_TEXT_unit_desc.loc.tsv
unit_description_short_texts_text_hv_unit_buqu_archer_cavalry,未完成,True,work in process,MappedByText,,,未完成,,,未完成,,,hv_TEXT_unit_desc.loc.tsv
unit_description_short_texts_text_hv_unit_buqu_archers,未完成,True,work in process,MappedByText,,,未完成,,,未完成,,,hv_TEXT_unit_desc.loc.tsv
unit_description_short_texts_text_hv_unit_buqu_axemen,未完成,True,work in process,MappedByText,,,未完成,,,未完成,,,hv_TEXT_unit_desc.loc.tsv
unit_description_short_texts_text_hv_unit_buqu_crossbowmen,未完成,True,work in process,MappedByText,,,未完成,,,未完成,,,hv_TEXT_unit_desc.loc.tsv
unit_description_short_texts_text_hv_unit_buqu_ji_infantry,未完成,True,work in process,MappedByText,,,未完成,,,未完成,,,hv_TEXT_unit_desc.loc.tsv
unit_description_short_texts_text_hv_unit_buqu_of_the_left,汉室必须复兴。这些人将誓死跟随他们通晓大义的将军。,True,The Han must be restored. These men shall follow their righteous general to the death to see it done.,MappedByText,,,汉室必须复兴。这些人将誓死跟随他们通晓大义的将军。,,,我等将追随左将军匡扶大汉！,,,hv_TEXT_unit_desc.loc.tsv
unit_description_short_texts_text_hv_unit_buqu_raid_cavalry,未完成,True,work in process,MappedByText,,,未完成,,,未完成,,,hv_TEXT_unit_desc.loc.tsv
unit_description_short_texts_text_hv_unit_buqu_rep_crossbowmen,未完成,True,work in process,MappedByText,,,未完成,,,未完成,,,hv_TEXT_unit_desc.loc.tsv
unit_description_short_texts_text_hv_unit_buqu_sabre_cavalry,未完成,True,work in process,MappedByText,,,未完成,,,未完成,,,hv_TEXT_unit_desc.loc.tsv
unit_description_short_texts_text_hv_unit_buqu_sabre_infantry,未完成,True,work in process,MappedByText,,,未完成,,,未完成,,,hv_TEXT_unit_desc.loc.tsv
unit_description_short_texts_text_hv_unit_buqu_spearmen,未完成,True,work in process,MappedByText,,,未完成,,,未完成,,,hv_TEXT_unit_desc.loc.tsv
unit_description_short_texts_text_hv_unit_chen_peacekeepers_crossbowmen,无论远近，这些士卒都要为任何威胁他们主公的人讨回公道。,True,"Whether near or from afar, these soldiers shall bring justice to any who would threaten their prince.",MappedByText,,,无论远近，这些士卒都要为任何威胁他们主公的人讨回公道。,,,无论远近，这些士卒都要为任何威胁他们主公的人讨回公道。,,,hv_TEXT_unit_desc.loc.tsv
unit_description_short_texts_text_hv_unit_chen_peacekeepers_halberd_infantry,只要这些人有力量挥舞他们的战戟，汉室的荣耀就将延续。,True,The Glory of the Han shall endure while these men have the strength to wield their halberds.,MappedByText,,,只要这些人有力量挥舞他们的战戟，汉室的荣耀就将延续。,,,手持战戟，保卫大汉江山。,,,hv_TEXT_unit_desc.loc.tsv
unit_description_short_texts_text_hv_unit_chen_royal_guard_cavalry,身披金甲，这些英勇的骑兵在战力也如他们的战甲一般闪耀。,True,A prince's retinue reflects their glory in splendour. These brave cavalrymen match their splendour with equal prowress in battle.,Procrastinator,,,,,,身披金甲，这些英勇的骑兵在战力也如他们的战甲一般闪耀。,,,hv_TEXT_unit_desc.loc.tsv
unit_description_short_texts_text_hv_unit_dan_yang_archers,未完成,True,work in process,MappedByText,,,未完成,,,未完成,,,hv_TEXT_unit_desc.loc.tsv
unit_description_short_texts_text_hv_unit_dan_yang_infantry,未完成,True,work in process,MappedByText,,,未完成,,,未完成,第三阶 - 精锐部队,,hv_TEXT_unit_desc.loc.tsv
unit_description_short_texts_text_hv_unit_dan_yang_spearmen,未完成,True,work in process,MappedByText,,,未完成,,,未完成,,,hv_TEXT_unit_desc.loc.tsv
unit_description_short_texts_text_hv_unit_defenders_of_earth,未完成,True,work in process,MappedByText,,,未完成,,,未完成,第四阶 - 禁军,,hv_TEXT_unit_desc.loc.tsv
unit_description_short_texts_text_hv_unit_defenders_of_earth_might,未完成,True,work in process,MappedByText,,,未完成,,,未完成,,,hv_TEXT_unit_desc.loc.tsv
unit_description_short_texts_text_hv_unit_elite_2h_axemen,未完成,True,work in process,MappedByText,,,未完成,,,未完成,,,hv_TEXT_unit_desc.loc.tsv
unit_description_short_texts_text_hv_unit_elite_2h_spear_cavalry,未完成,True,work in process,MappedByText,,,未完成,,,未完成,,,hv_TEXT_unit_desc.loc.tsv
unit_description_short_texts_text_hv_unit_elite_2h_spearmen,未完成,True,work in process,MappedByText,,,未完成,,,未完成,,,hv_TEXT_unit_desc.loc.tsv
unit_description_short_texts_text_hv_unit_elite_2h_swordsmen,未完成,True,work in process,MappedByText,,,未完成,,,未完成,,,hv_TEXT_unit_desc.loc.tsv
unit_description_short_texts_text_hv_unit_elite_barded_2h_spear_cavalry,未完成,True,work in process,MappedByText,,,未完成,,,未完成,,,hv_TEXT_unit_desc.loc.tsv
unit_description_short_texts_text_hv_unit_elite_crossbowmen,未完成,True,work in process,MappedByText,,,未完成,,,未完成,,,hv_TEXT_unit_desc.loc.tsv
