English,MappedZhcn,SourceZhcn,VanillaZhcn,IascusZhcn,ProcrastinatorZhcn,DiffZhcn,DiffZhtw,MappedZhtw,SourceZhtw,VanillaZhtw,IascusZhtw,ProcrastinatorZhtw,SkillKey
Nature's Ally,天侣,Vanilla,天侣,天侣,天侣,False,True,自然之友,Vanilla,自然之友,自然之友,天侶,hv_historical_skill_ability_metal_03_name
"The forest provides a path, and surer footing, for the respectful.",森林为懂得尊重的人提供了通行路径和更稳固的立足之地。,Procrastinator,,森林为懂得尊重的人提供了通行路径和更稳固的立足之地。,森林为懂得尊重的人提供了通行路径和更稳固的立足之地。,False,False,森林爲懂得尊重的人提供了通行路徑和更穩固的立足之地。,Procrastinator,,森林為懂得尊重的人提供了通行路徑和更穩固的立足之地。 ,森林爲懂得尊重的人提供了通行路徑和更穩固的立足之地。,hv_historical_skill_ability_metal_03_description
Fleet-footed,疾行,Vanilla,疾行,疾行,疾行,False,True,腳步迅捷,Vanilla,腳步迅捷,腳步迅捷,疾行,hv_historical_skill_ability_metal_02_name
This hero believes you can only kill that which you can catch.,此人行动迅如狡兔，万军擒拿亦若无物。,MappedByPattern,,此人相信，要将敌人除之而后快，就必须先追得上敌人。,此人相信，要将敌人除之而后快，就必须先追得上敌人。,True,False,此人相信，要將敵人除之而後快，就必須先追得上敵人。,MappedByPattern,,此人相信，要將敵人除之而後快，就必須先追得上敵人。,此人相信，要將敵人除之而後快，就必須先追得上敵人。,hv_historical_skill_ability_metal_02_description
Commanding Shout,训令,Vanilla,训令,训令,战嚎,True,True,號令吶喊,Vanilla,號令吶喊,號令吶喊,戰嚎,hv_historical_skill_ability_metal_01_name
A war cry from one warrior to another.,同袍兄弟，狂呼迎战,Vanilla,同袍兄弟，狂呼迎战,同袍兄弟，狂呼迎战,同袍兄弟，狂呼迎战,False,True,從一名戰士傳達到另一名戰士的戰鬥口號。,Vanilla,從一名戰士傳達到另一名戰士的戰鬥口號。,從一名戰士傳達到另一名戰士的戰鬥口號。,同袍兄弟，狂呼迎戰,hv_historical_skill_ability_metal_01_description
One with the People,人遁,Vanilla,人遁,人遁,人遁,False,True,與人合一,Vanilla,與人合一,與人合一,人遁,hv_historical_skill_ability_healer_03_name
Knowledge that your comrades will never abandon you brings tremendous comfort.,兄弟不弃，可谓安心,Vanilla,兄弟不弃，可谓安心,兄弟不弃，可谓安心,兄弟不弃，可谓安心。,True,True,知道同胞絕不會捨自己而去，能讓人大感安心。,Vanilla,知道同胞絕不會捨自己而去，能讓人大感安心。,知道同胞絕不會捨自己而去，能讓人大感安心。,兄弟不棄，可謂安心。,hv_historical_skill_ability_healer_03_description
Into the Breach,突围,Vanilla,突围,突围,背水,True,True,乘隙而入,Vanilla,乘隙而入,乘隙而入,背水,hv_historical_skill_ability_healer_02_name
"A charge, fuelled by stern hearts and sterner blades, that will rip enemy lines apart.",坚定之心，锋利宝刃，足以撕破敌阵,Vanilla,坚定之心，锋利宝刃，足以撕破敌阵,坚定之心，锋利宝刃，足以撕破敌阵,坚定之心，锐利宝刃，足矣！,True,True,以堅定的心智和強硬的刀刃發起衝鋒，便能一舉撕裂敵陣。,Vanilla,以堅定的心智和強硬的刀刃發起衝鋒，便能一舉撕裂敵陣。,以堅定的心智和強硬的刀刃發起衝鋒，便能一舉撕裂敵陣。,堅定之心，銳利寶刃，足矣！,hv_historical_skill_ability_healer_02_description
Fleet-footed,疾行,Vanilla,疾行,疾行,疾行,False,True,腳步迅捷,Vanilla,腳步迅捷,腳步迅捷,疾行,hv_historical_skill_ability_healer_01_name
This hero believes you can only kill that which you can catch.,此人行动迅如狡兔，万军擒拿亦若无物。,MappedByPattern,,此人相信，要将敌人除之而后快，就必须先追得上敌人。,此人相信，要将敌人除之而后快，就必须先追得上敌人。,True,False,此人相信，要將敵人除之而後快，就必須先追得上敵人。,MappedByPattern,,此人相信，要將敵人除之而後快，就必須先追得上敵人。,此人相信，要將敵人除之而後快，就必須先追得上敵人。,hv_historical_skill_ability_healer_01_description
Tracker,追踪,MappedByPattern,,追踪,追踪,False,False,追蹤,MappedByPattern,,追蹤,追蹤,hv_historical_skill_ability_fire_03_name
Few can escape this warrior's pursuit.,很少有人能逃过这位勇士的追杀。,MappedByPattern,,很少有人能逃过这位勇士的追杀。,很少有人能逃过这位勇士的追杀。,False,False,很少有人能逃過這位勇士的追殺。,MappedByPattern,,很少有人能逃過這位勇士的追殺。,很少有人能逃過這位勇士的追殺。,hv_historical_skill_ability_fire_03_description
Flames of the Phoenix,炎凤,Vanilla,炎凤,炎凤,炎凤,False,True,鳳凰之火,Vanilla,鳳凰之火,鳳凰之火,炎鳳,hv_historical_skill_ability_fire_02_name
A devastating swing with the power of the risen inferno!,凤怒炎涛，摧枯拉朽！,Vanilla,凤怒炎涛，摧枯拉朽！,凤怒炎涛，摧枯拉朽！,凤怒炎涛，摧枯拉朽！,False,True,挾帶竄升烈火之力的毀滅一擊！,Vanilla,挾帶竄升烈火之力的毀滅一擊！,挾帶竄升烈火之力的毀滅一擊！,鳳怒炎濤，摧枯拉朽！,hv_historical_skill_ability_fire_02_description
Into the Breach,突围,Vanilla,突围,突围,背水,True,True,乘隙而入,Vanilla,乘隙而入,乘隙而入,背水,hv_historical_skill_ability_fire_01_name
"A charge, fuelled by stern hearts and sterner blades, will rip enemy lines apart.",坚定之心，锋利宝刃，足以撕破敌阵,Vanilla,坚定之心，锋利宝刃，足以撕破敌阵,坚定之心，锋利宝刃，足以撕破敌阵,坚定之心，锐利宝刃，足矣！,True,True,以堅定的心智和強硬的刀刃發起衝鋒，便能一舉撕裂敵陣。,Vanilla,以堅定的心智和強硬的刀刃發起衝鋒，便能一舉撕裂敵陣。,以堅定的心智和強硬的刀刃發起衝鋒，便能一舉撕裂敵陣。,堅定之心，銳利寶刃，足矣！,hv_historical_skill_ability_fire_01_description
Assemble,齐心,MappedByPattern,,集结,齐心,False,True,集結,MappedByPattern,,集結,齊心,hv_historical_skill_ability_earth_03_name
Soldiers gather under the banner of this hero.,军士聚于此英雄之旗下。,MappedByPattern,,军士聚于此英雄之旗下。,英雄大志者必能凝聚人心。,True,True,军士聚于此英雄之旗下。,MappedByPattern,,军士聚于此英雄之旗下。,英雄大志者必能凝聚人心。,hv_historical_skill_ability_earth_03_description
Stone Bulwark,磐石,MappedByPattern,磐石,磐石,磐石,False,True,堅若磐石,MappedByPattern,堅若磐石,堅若磐石,磐石,hv_historical_skill_ability_earth_02_name
"With skin of earth, arrows rebound, harmless.",凭地利，如披坚甲，箭若无物,MappedByPattern,凭地利，如披坚甲，箭若无物,凭地利，如披坚甲，箭若无物,凭地利，如披坚甲，箭若无物,False,True,皮若堅石，箭矢觸及皆反彈無傷。,MappedByPattern,皮若堅石，箭矢觸及皆反彈無傷。,皮若堅石，箭矢觸及皆反彈無傷。,憑地利，如披堅甲，箭若無物,hv_historical_skill_ability_earth_02_description
A Storm of Swords,舞爪,MappedByPattern,,剑刃风暴,舞爪,False,True,劍刃風暴,MappedByPattern,,劍刃風暴,舞爪,hv_historical_skill_ability_earth_01_name
A clash is inevitable.,冲突无法避免。,MappedByPattern,,冲突无法避免。,冲突无法避免。,False,False,衝突無法避免。,MappedByPattern,,衝突無法避免。,衝突無法避免。,hv_historical_skill_ability_earth_01_description
Youthful Vigor,稚虎,Procrastinator,,,稚虎,False,False,稚虎,Procrastinator,,,稚虎,3k_main_skill_special_ability_wood_youthful_vigor_name
"Gaun Xing drives his men without mercy, yet it always proves effective.",关兴对他的手下也从不手下留情，这令他的部曲令人生畏。,Procrastinator,,,关兴对他的手下也从不手下留情，这令他的部曲令人生畏。,False,False,關興對他的手下也從不手下留情，這令他的部曲令人生畏。,Procrastinator,,,關興對他的手下也從不手下留情，這令他的部曲令人生畏。,3k_main_skill_special_ability_wood_youthful_vigor_description
Death Oath,破甑,Procrastinator,,,破甑,False,False,破甑,Procrastinator,,,破甑,3k_main_skill_special_ability_wood_victory_or_death_name
"Pang De promises only death - to his adversary, or to himself.",庞德冲锋时不顾自身死活，总是捷足先登。,Procrastinator,,,庞德冲锋时不顾自身死活，总是捷足先登。,False,False,龐德衝鋒時不顧自身死活，總是捷足先登。,Procrastinator,,,龐德衝鋒時不顧自身死活，總是捷足先登。,3k_main_skill_special_ability_wood_victory_or_death_description
Unwed Warrior,处子,Procrastinator,,,处子,False,False,處子,Procrastinator,,,處子,3k_main_skill_special_ability_wood_unwed_warrior_name
 Lady Trieu has devoted her life to the fight for freedom.,为光复骆越而战，岂可浪费时间于男女情长。,Procrastinator,,,为光复骆越而战，岂可浪费时间于男女情长。,False,False,爲光復駱越而戰，豈可浪費時間於男女情長。,Procrastinator,,,爲光復駱越而戰，豈可浪費時間於男女情長。,3k_main_skill_special_ability_wood_unwed_warrior_description
Unexpected Strike,突袭,Procrastinator,,,突袭,False,False,突襲,Procrastinator,,,突襲,3k_main_skill_special_ability_wood_unexpected_strike_name
Who can defend against that which he cannot see?,出其不备，攻其不意。,Procrastinator,,,出其不备，攻其不意。,False,False,出其不備，攻其不意。,Procrastinator,,,出其不備，攻其不意。,3k_main_skill_special_ability_wood_unexpected_strike_description
Tiger Suppression,伏虎,Procrastinator,,,伏虎,False,False,伏虎,Procrastinator,,,伏虎,3k_main_skill_special_ability_wood_tiger_suppression_name
Huang Zu is famed to have put the Tiger of Jiangdong in his coffin.,黄祖最善于百步之外阴袭敌军。,Procrastinator,,,黄祖最善于百步之外阴袭敌军。,False,False,黃祖最善於百步之外陰襲敵軍。,Procrastinator,,,黃祖最善於百步之外陰襲敵軍。,3k_main_skill_special_ability_wood_tiger_suppression_description
Fist of the Righteous,正气,Procrastinator,,,正气,False,False,正氣,Procrastinator,,,正氣,3k_main_skill_special_ability_wood_strike_of_justice_name
"In the name of honor and the people, the virtuous Luo Jun strikes hard and true.",正气凛然，骆俊的重击充满着正义与民意。,Procrastinator,,,正气凛然，骆俊的重击充满着正义与民意。,False,False,正氣凜然，駱俊的重擊充滿着正義與民意。,Procrastinator,,,正氣凜然，駱俊的重擊充滿着正義與民意。,3k_main_skill_special_ability_wood_strike_of_justice_description
Sister Outlaws,沆瀣,Procrastinator,,,沆瀣,False,False,沆瀣,Procrastinator,,,沆瀣,3k_main_skill_special_ability_wood_sister_bandits_name
"The Zhu sisters have pledged to live, fight, and die together.",臭味相投，不求同生，只求共死。,Procrastinator,,,臭味相投，不求同生，只求共死。,False,False,臭味相投，不求同生，只求共死。,Procrastinator,,,臭味相投，不求同生，只求共死。,3k_main_skill_special_ability_wood_sister_bandits_description
Rage of Lü Ji,无双,Procrastinator,,,无双,False,False,無雙,Procrastinator,,,無雙,3k_main_skill_special_ability_wood_rage_of_lu_ji_name
"Like father, like daughter - Lü Ji’s uncontrollable temper decimates the enemy.",愈战愈勇，佛挡杀佛。,Procrastinator,,,愈战愈勇，佛挡杀佛。,False,False,愈戰愈勇，佛擋殺佛。,Procrastinator,,,愈戰愈勇，佛擋殺佛。,3k_main_skill_special_ability_wood_rage_of_lu_ji_description
Die Hard,砥柱,Procrastinator,,,砥柱,False,False,砥柱,Procrastinator,,,砥柱,3k_main_skill_special_ability_wood_prevent_assassination_name
Luo Jun has survived several attempts on his life.,遭扰攘之时，值兵革之际。,Procrastinator,,,遭扰攘之时，值兵革之际。,False,False,遭擾攘之時，值兵革之際。,Procrastinator,,,遭擾攘之時，值兵革之際。,3k_main_skill_special_ability_wood_prevent_assassination_description
False Retreat,血斗,Procrastinator,,,血斗,False,False,血鬥,Procrastinator,,,血鬥,3k_main_skill_special_ability_wood_persistent_combat_name
"Huang Zu feigns retreat, only to rapidly re-engage the unsuspecting enemy and give his men the upperhand.",即使是逆境之下，黄祖也不会退缩。,Procrastinator,,,即使是逆境之下，黄祖也不会退缩。,False,False,即使是逆境之下，黃祖也不會退縮。,Procrastinator,,,即使是逆境之下，黃祖也不會退縮。,3k_main_skill_special_ability_wood_persistent_combat_description
Mercy of the Forest,琼林,Procrastinator,,,琼林,False,False,瓊林,Procrastinator,,,瓊林,3k_main_skill_special_ability_wood_mercy_of_the_forest_name
"The favor of nature, though bountiful, does not come often.",来自于自然的恩惠，可是不可多得的。,Procrastinator,,,来自于自然的恩惠，可是不可多得的。,False,False,來自於自然的恩惠，可是不可多得的。,Procrastinator,,,來自於自然的恩惠，可是不可多得的。,3k_main_skill_special_ability_wood_mercy_of_the_forest_description
Martial Prodigy,异禀,Procrastinator,,,异禀,False,False,異稟,Procrastinator,,,異稟,3k_main_skill_special_ability_wood_martial_prodigy_name
"Lü Ji, gifted with uncanny martial talent and the ambition to hone her skills, wreaks havoc on the battlefield.",父为吕奉先，吕姬天赋异禀。,Procrastinator,,,父为吕奉先，吕姬天赋异禀。,False,False,父爲呂奉先，呂姬天賦異稟。,Procrastinator,,,父爲呂奉先，呂姬天賦異稟。,3k_main_skill_special_ability_wood_martial_prodigy_description
Perpetual Devotion,背水,Procrastinator,,,背水,False,False,背水,Procrastinator,,,背水,3k_main_skill_special_ability_wood_last_resist_name
"Revered for his allegiance to his Lord and his cause, Shen Pei shall never retreat as long as his Lord’s interests are threatened.",就算被围，审配也拒不投降，背水一战。,Procrastinator,,,就算被围，审配也拒不投降，背水一战。,False,False,就算被圍，審配也拒不投降，背水一戰。,Procrastinator,,,就算被圍，審配也拒不投降，背水一戰。,3k_main_skill_special_ability_wood_last_resist_description
Indiscriminate Charge,困兽,Procrastinator,,,困兽,False,False,困獸,Procrastinator,,,困獸,3k_main_skill_special_ability_wood_indiscriminate_charge_name
"Strong of will, but without tact. Shen Pei charges into the fray without hesitation, pushing his men with him, willing to win by determination alone.",独拥残兵守邺城，审配慷慨壮烈。,Procrastinator,,,独拥残兵守邺城，审配慷慨壮烈。,False,False,獨擁殘兵守鄴城，審配慷慨壯烈。,Procrastinator,,,獨擁殘兵守鄴城，審配慷慨壯烈。,3k_main_skill_special_ability_wood_indiscriminate_charge_description
Hope of Nam Viet,民意,Procrastinator,,,民意,False,False,民意,Procrastinator,,,民意,3k_main_skill_special_ability_wood_hope_of_nam_viet_name
The hopes of her people rest squarely on her shoulders; Lady Trieu will not fail them.,身背骆越人民的希望，赵贞娘绝不会退缩。,Procrastinator,,,身背骆越人民的希望，赵贞娘绝不会退缩。,False,False,身背駱越人民的希望，趙貞娘絕不會退縮。,Procrastinator,,,身背駱越人民的希望，趙貞娘絕不會退縮。,3k_main_skill_special_ability_wood_hope_of_nam_viet_description
Guardian,卫足,MappedByPattern,卫御甲,,卫足,False,False,衛足,MappedByPattern,護衛,,衛足,3k_main_skill_special_ability_wood_guardian_name
A noble guardian protects his people at all costs.,百姓卫士，民为其足,MappedByPattern,,,百姓卫士，民为其足,False,False,百姓衛士，民爲其足,MappedByPattern,,,百姓衛士，民爲其足,3k_main_skill_special_ability_wood_guardian_description
Tempest’s Roar,恶浪,Procrastinator,,,恶浪,False,False,惡浪,Procrastinator,,,惡浪,3k_main_skill_special_ability_wood_goddess_of_battle_name
Lady Trieu leaves a path of destruction in her wake.,赵妪所经之处无所不催。,Procrastinator,,,赵妪所经之处无所不催。,False,False,趙嫗所經之處無所不催。,Procrastinator,,,趙嫗所經之處無所不催。,3k_main_skill_special_ability_wood_goddess_of_battle_description
Flower on the Battlefield,龙女,Procrastinator,,,龙女,False,False,龍女,Procrastinator,,,龍女,3k_main_skill_special_ability_wood_flower_on_the_battlefield_name
"Beneath the beauty, there lives a beast.",美貌之下，藏着一头桀骜不驯的猛兽。,Procrastinator,,,美貌之下，藏着一头桀骜不驯的猛兽。,False,False,美貌之下，藏着一頭桀驁不馴的猛獸。,Procrastinator,,,美貌之下，藏着一頭桀驁不馴的猛獸。,3k_main_skill_special_ability_wood_flower_on_the_battlefield_description
Distrust of Power,藏刀,Procrastinator,,,藏刀,False,False,藏刀,Procrastinator,,,藏刀,3k_main_skill_special_ability_wood_distrust_power_name
Zhu Tu and Zhu Beng have witnessed first-hand how power steadily corrupted their former friend Zheng Jiang.,不臣之士，话里藏刀。,Procrastinator,,,不臣之士，话里藏刀。,False,False,不臣之士，話裏藏刀。,Procrastinator,,,不臣之士，話裏藏刀。,3k_main_skill_special_ability_wood_distrust_power_description
Successor of the War God,箕裘,Procrastinator,,,箕裘,False,False,箕裘,Procrastinator,,,箕裘,3k_main_skill_special_ability_wood_demigod_of_war_name
The martial prowess of Guan Yu has been passed on to his child.,一脉相承，不愧为武圣之女！,Procrastinator,,,一脉相承，不愧为武圣之女！,False,False,一脈相承，不愧爲武聖之女！,Procrastinator,,,一脈相承，不愧爲武聖之女！,3k_main_skill_special_ability_wood_demigod_of_war_description
Coffin March,死战,Procrastinator,,,死战,False,False,死戰,Procrastinator,,,死戰,3k_main_skill_special_ability_wood_coffin_march_name
Pang De marches to battle with an empty coffin in his vanguard. It will not remain empty.,庞德要么会取得胜利，要么就是死战入土。,Procrastinator,,,庞德要么会取得胜利，要么就是死战入土。,False,False,龐德要麼會取得勝利，要麼就是死戰入土。,Procrastinator,,,龐德要麼會取得勝利，要麼就是死戰入土。,3k_main_skill_special_ability_wood_coffin_march_description
Champion of Xiliang,断蛟,Procrastinator,,,断蛟,False,False,斷蛟,Procrastinator,,,斷蛟,3k_main_skill_special_ability_wood_champion_of_xiliang_name
"Fierce as a lion and as unrelenting as the wind, Pang De may be the finest warrior Xiliang ever produced.",庞德既能与关公死战，那也必能匹敌马超。,Procrastinator,,,庞德既能与关公死战，那也必能匹敌马超。,False,False,龐德既能與關公死戰，那也必能匹敵馬超。,Procrastinator,,,龐德既能與關公死戰，那也必能匹敵馬超。,3k_main_skill_special_ability_wood_champion_of_xiliang_description
Brawn of Yangan,斗牛,Procrastinator,,,斗牛,False,False,鬥牛,Procrastinator,,,鬥牛,3k_main_skill_special_ability_wood_brawn_of_yangan_name
Rumors speak of a man in Yangan who can wrestle an ox,有传言说有一人可以徒手驯服一头暴怒的公牛。,Procrastinator,,,有传言说有一人可以徒手驯服一头暴怒的公牛。,False,False,有傳言說有一人可以徒手馴服一頭暴怒的公牛。,Procrastinator,,,有傳言說有一人可以徒手馴服一頭暴怒的公牛。,3k_main_skill_special_ability_wood_brawn_of_yangan_description
Avenge,逐北,Procrastinator,,,逐北,False,False,逐北,Procrastinator,,,逐北,3k_main_skill_special_ability_wood_avenge_name
"Revenge is the act of passion, vengeance is an act of justice. For Zhang Bao, both are one and the same.",敌军势穷，怎可不乘胜追击？,Procrastinator,,,敌军势穷，怎可不乘胜追击？,False,False,敵軍勢窮，怎可不乘勝追擊？,Procrastinator,,,敵軍勢窮，怎可不乘勝追擊？,3k_main_skill_special_ability_wood_avenge_description
Unbreakable Faith,铁壁,Procrastinator,,,铁壁,False,False,鐵壁,Procrastinator,,,鐵壁,3k_main_skill_special_ability_water_unbreakable_faith_name
Xun Yu’s firm and unbroken will is an example to all soldiers.,荀彧坚定不移的意志是将士之范。,Procrastinator,,,荀彧坚定不移的意志是将士之范。,False,False,荀彧堅定不移的意志是將士之範。,Procrastinator,,,荀彧堅定不移的意志是將士之範。,3k_main_skill_special_ability_water_unbreakable_faith_description
Tyrant's Gaze,狼视,Procrastinator,,,狼视,False,False,狼視,Procrastinator,,,狼視,3k_main_skill_special_ability_water_tyrants_gaze_name
Dong Bai's infernal grandfather always keeps an eye on her.,栖身与暴君鹯狼身旁，董白已练就金刚不坏之身。,Procrastinator,,,栖身与暴君鹯狼身旁，董白已练就金刚不坏之身。,False,False,棲身與暴君鸇狼身旁，董白已練就金剛不壞之身。,Procrastinator,,,棲身與暴君鸇狼身旁，董白已練就金剛不壞之身。,3k_main_skill_special_ability_water_tyrants_gaze_description
Unfortunate Foresight,止战,Procrastinator,,,止战,False,False,止戰,Procrastinator,,,止戰,3k_main_skill_special_ability_water_tragic_foresight_name
One cannot save one’s friends from impending disaster if they do not listen.,为国者以民为基，民以衣食为本。,Procrastinator,,,为国者以民为基，民以衣食为本。,False,False,爲國者以民爲基，民以衣食爲本。,Procrastinator,,,爲國者以民爲基，民以衣食爲本。,3k_main_skill_special_ability_water_tragic_foresight_description
Tantrum,痛斥,Procrastinator,,,痛斥,False,False,痛斥,Procrastinator,,,痛斥,3k_main_skill_special_ability_water_tantrum_name
"Most men would voluntarily take on an entire army alone, if it means escaping the tantrum of this insufferable child.",将士宁可上阵出生入死，也不肯在营中被将军责骂。,Procrastinator,,,将士宁可上阵出生入死，也不肯在营中被将军责骂。,False,False,將士寧可上陣出生入死，也不肯在營中被將軍責罵。,Procrastinator,,,將士寧可上陣出生入死，也不肯在營中被將軍責罵。,3k_main_skill_special_ability_water_tantrum_description
Quick Preparation,旋踵,Procrastinator,,,旋踵,False,False,旋踵,Procrastinator,,,旋踵,3k_main_skill_special_ability_water_quick_preparation_name
Lu Zheng’s steady and skilled hands know how to strike quickly.,陆政使用长弓手到擒来，总能先人一步拉弓搭箭。,Procrastinator,,,陆政使用长弓手到擒来，总能先人一步拉弓搭箭。,False,False,陸政使用長弓手到擒來，總能先人一步拉弓搭箭。,Procrastinator,,,陸政使用長弓手到擒來，總能先人一步拉弓搭箭。,3k_main_skill_special_ability_water_quick_preparation_description
Poisoned Chalice,分坐,Procrastinator,,,分坐,False,False,分坐,Procrastinator,,,分坐,3k_main_skill_special_ability_water_poison_name
"“Hurry, drink this panacea and all your troubles will slip away.”",我视你为友，你竟然因一片黄金而与我割席而坐。,Procrastinator,,,我视你为友，你竟然因一片黄金而与我割席而坐。,False,False,我視你爲友，你竟然因一片黃金而與我割席而坐。,Procrastinator,,,我視你爲友，你竟然因一片黃金而與我割席而坐。,3k_main_skill_special_ability_water_poison_description
Marksman of Taiyuan,神射,Procrastinator,,,神射,False,False,神射,Procrastinator,,,神射,3k_main_skill_special_ability_water_marksman_of_taiyuan_name
Lu Zheng never misses the prey.,陆政的猎物对她来说犹如瓮中捉鳖。,Procrastinator,,,陆政的猎物对她来说犹如瓮中捉鳖。,False,False,陸政的獵物對她來說猶如甕中捉鱉。,Procrastinator,,,陸政的獵物對她來說猶如甕中捉鱉。,3k_main_skill_special_ability_water_marksman_of_taiyuan_description
Sound Advice,劝谏,Procrastinator,,,劝谏,False,False,勸諫,Procrastinator,,,勸諫,3k_main_skill_special_ability_water_loyal_advice_name
Yan Xiang’s calculated and prudent counsel prevails again and again.,「昔周自后稷至于文王，积德累功，三分天下有其二，犹服事殷。明公虽奕世克昌，未若有周之盛，汉室虽微，未若殷纣之暴也。」,Procrastinator,,,「昔周自后稷至于文王，积德累功，三分天下有其二，犹服事殷。明公虽奕世克昌，未若有周之盛，汉室虽微，未若殷纣之暴也。」,False,False,「昔周自後稷至於文王，積德累功，三分天下有其二，猶服事殷。明公雖奕世克昌，未若有周之盛，漢室雖微，未若殷紂之暴也。」,Procrastinator,,,「昔周自後稷至於文王，積德累功，三分天下有其二，猶服事殷。明公雖奕世克昌，未若有周之盛，漢室雖微，未若殷紂之暴也。」,3k_main_skill_special_ability_water_loyal_advice_description
Lament,恸哭,Procrastinator,,,恸哭,False,False,慟哭,Procrastinator,,,慟哭,3k_main_skill_special_ability_water_lament_name
How did the state of affairs end up so dire...,梨花带雨，我见犹怜。,Procrastinator,,,梨花带雨，我见犹怜。,False,False,梨花帶雨，我見猶憐。,Procrastinator,,,梨花帶雨，我見猶憐。,3k_main_skill_special_ability_water_lament_description
Foul Wits,远瞩,Procrastinator,,,远瞩,False,False,遠矚,Procrastinator,,,遠矚,3k_main_skill_special_ability_water_foul_wits_name
Hua Xin knows and accepts that terrible acts must be committed to preserve his status within the hierarchy.,高瞻之论还需配上愿听忠言之明主。,Procrastinator,,,高瞻之论还需配上愿听忠言之明主。,False,False,高瞻之論還需配上願聽忠言之明主。,Procrastinator,,,高瞻之論還需配上願聽忠言之明主。,3k_main_skill_special_ability_water_foul_wits_description
Fatal Attraction,妩媚,Procrastinator,,,妩媚,False,False,嫵媚,Procrastinator,,,嫵媚,3k_main_skill_special_ability_water_fatal_attraction_name
Those attracted to the charms of Lady Zhu... beware.,「不知夫人今宵愿与我同席共枕否？」,Procrastinator,,,「不知夫人今宵愿与我同席共枕否？」,False,False,「不知夫人今宵願與我同席共枕否？」,Procrastinator,,,「不知夫人今宵願與我同席共枕否？」,3k_main_skill_special_ability_water_fatal_attraction_description
Eloquent Speaker,铁舌,Procrastinator,,,铁舌,False,False,鐵舌,Procrastinator,,,鐵舌,3k_main_skill_special_ability_water_eloquent_speaker_name
"Cai Yan’s word inspired emotion in the arts and, now, that language gives life to the battlefield.",能言雄辩之人有时甚于一员猛将。,Procrastinator,,,能言雄辩之人有时甚于一员猛将。,False,False,能言雄辯之人有時甚於一員猛將。,Procrastinator,,,能言雄辯之人有時甚於一員猛將。,3k_main_skill_special_ability_water_eloquent_speaker_description
Deft Touch,龙韬,Procrastinator,,,龙韬,False,False,龍韜,Procrastinator,,,龍韜,3k_main_skill_special_ability_water_elegant_and_cultured_name
Her cultured and considerate approach boosts the army’s fighting skill and spirit.,熟读兵书，精通兵法之将领可令千人有万人之威。,Procrastinator,,,熟读兵书，精通兵法之将领可令千人有万人之威。,False,False,熟讀兵書，精通兵法之將領可令千人有萬人之威。,Procrastinator,,,熟讀兵書，精通兵法之將領可令千人有萬人之威。,3k_main_skill_special_ability_water_elegant_and_cultured_description
Words of Encouragement,振奋,Procrastinator,,,振奋,False,False,振奮,Procrastinator,,,振奮,3k_main_skill_special_ability_water_console_name
"With her behind them, Hou Jinting’s troops battle on with renewed vigor.",主之贤明，将愿捐躯。,Procrastinator,,,主之贤明，将愿捐躯。,False,False,主之賢明，將願捐軀。,Procrastinator,,,主之賢明，將願捐軀。,3k_main_skill_special_ability_water_console_description
Cautious Approach,匿形,Procrastinator,,,匿形,False,False,匿形,Procrastinator,,,匿形,3k_main_skill_special_ability_water_cautious_approach_name
The bandits’ covert movements and attacks are as swift as they are deadly.,匿影藏形于林宇之间，狠下毒手，攻其敌于不备。,Procrastinator,,,匿影藏形于林宇之间，狠下毒手，攻其敌于不备。,False,False,匿影藏形於林宇之間，狠下毒手，攻其敵於不備。,Procrastinator,,,匿影藏形於林宇之間，狠下毒手，攻其敵於不備。,3k_main_skill_special_ability_water_cautious_approach_description
Element of Surprise,奇袭,Procrastinator,,,奇袭,False,False,奇襲,Procrastinator,,,奇襲,3k_main_skill_special_ability_water_calculated_judgment_name
"By anticipating the enemy’s movement, Yan Xiang is able to outmaneuver and catch them off-guard.",出其不意，瓮中捉鳖。,Procrastinator,,,出其不意，瓮中捉鳖。,False,False,出其不意，甕中捉鱉。,Procrastinator,,,出其不意，甕中捉鱉。,3k_main_skill_special_ability_water_calculated_judgment_description
Broad Knowledge,渊博,Procrastinator,,,渊博,False,False,淵博,Procrastinator,,,淵博,3k_main_skill_special_ability_water_broad_Knowledge_name
Her knowledge spreads to fellow generals around her like the veins of a stream.,没人能不被蔡文姬浑身上下都散发着的学识所影响。,Procrastinator,,,没人能不被蔡文姬浑身上下都散发着的学识所影响。,False,False,沒人能不被蔡文姬渾身上下都散發着的學識所影響。,Procrastinator,,,沒人能不被蔡文姬渾身上下都散發着的學識所影響。,3k_main_skill_special_ability_water_broad_Knowledge_description
Blossoming Beauty,天仙,Procrastinator,,,天仙,False,False,天仙,Procrastinator,,,天仙,3k_main_skill_special_ability_water_blossoming_beauty_name
Diaochan knows how to encourage frightened warriors and lead them to battle.,美人一笑，士愿捐躯。,Procrastinator,,,美人一笑，士愿捐躯。,False,False,美人一笑，士願捐軀。,Procrastinator,,,美人一笑，士願捐軀。,3k_main_skill_special_ability_water_blossoming_beauty_description
Vigor of a Warrior,热血,Procrastinator,,,热血,False,False,熱血,Procrastinator,,,熱血,3k_main_skill_special_ability_metal_vigor_of_a_warrior_name
