Text,Count,Mapped by text,Mapped by pattern,File
{{tr:hv_unit_bandits_heroic_outlaws}} for recruitment: %+n,1,,{{tr:hv_unit_bandits_heroic_outlaws}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_bandits_sabre_cavalry}},1,,{{tr:hv_unit_bandits_sabre_cavalry}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_bandits_sabre_cavalry}} for recruitment: %+n,1,,{{tr:hv_unit_bandits_sabre_cavalry}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_black_mountain_bandits_javelineer}},1,,{{tr:hv_unit_black_mountain_bandits_javelineer}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_black_mountain_bandits_javelineer}} for recruitment: %+n,1,,{{tr:hv_unit_black_mountain_bandits_javelineer}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_black_mountain_bandits}},1,,{{tr:hv_unit_black_mountain_bandits}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_black_mountain_bandits}} for recruitment: %+n,1,,{{tr:hv_unit_black_mountain_bandits}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_blue_turban_infantry}},1,,{{tr:hv_unit_blue_turban_infantry}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_blue_turban_infantry}} for recruitment: %+n,1,,{{tr:hv_unit_blue_turban_infantry}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_bomb_thrower}},1,,{{tr:hv_unit_bomb_thrower}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_bomb_thrower}} for recruitment: %+n,1,,{{tr:hv_unit_bomb_thrower}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_buqu_2h_axemen}},1,,{{tr:hv_unit_buqu_2h_axemen}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_buqu_2h_axemen}} for recruitment: %+n,1,,{{tr:hv_unit_buqu_2h_axemen}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_buqu_2h_spear_cavalry}},1,,{{tr:hv_unit_buqu_2h_spear_cavalry}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_buqu_2h_spear_cavalry}} for recruitment: %+n,1,,{{tr:hv_unit_buqu_2h_spear_cavalry}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_buqu_archer_cavalry}},1,,{{tr:hv_unit_buqu_archer_cavalry}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_buqu_archer_cavalry}} for recruitment: %+n,1,,{{tr:hv_unit_buqu_archer_cavalry}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_buqu_archers}},1,,{{tr:hv_unit_buqu_archers}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_buqu_archers}} for recruitment: %+n,1,,{{tr:hv_unit_buqu_archers}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_buqu_axemen}},1,,{{tr:hv_unit_buqu_axemen}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_buqu_axemen}} for recruitment: %+n,1,,{{tr:hv_unit_buqu_axemen}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_buqu_crossbowmen}},1,,{{tr:hv_unit_buqu_crossbowmen}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_buqu_crossbowmen}} for recruitment: %+n,1,,{{tr:hv_unit_buqu_crossbowmen}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_buqu_ji_infantry}},1,,{{tr:hv_unit_buqu_ji_infantry}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_buqu_ji_infantry}} for recruitment: %+n,1,,{{tr:hv_unit_buqu_ji_infantry}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_buqu_of_the_left}},1,,{{tr:hv_unit_buqu_of_the_left}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_buqu_of_the_left}} for recruitment: %+n,1,,{{tr:hv_unit_buqu_of_the_left}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_buqu_raid_cavalry}},1,,{{tr:hv_unit_buqu_raid_cavalry}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_buqu_raid_cavalry}} for recruitment: %+n,1,,{{tr:hv_unit_buqu_raid_cavalry}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_buqu_rep_crossbowmen}},1,,{{tr:hv_unit_buqu_rep_crossbowmen}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_buqu_rep_crossbowmen}} for recruitment: %+n,1,,{{tr:hv_unit_buqu_rep_crossbowmen}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_buqu_sabre_cavalry}},1,,{{tr:hv_unit_buqu_sabre_cavalry}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_buqu_sabre_cavalry}} for recruitment: %+n,1,,{{tr:hv_unit_buqu_sabre_cavalry}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_buqu_sabre_infantry}},1,,{{tr:hv_unit_buqu_sabre_infantry}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_buqu_sabre_infantry}} for recruitment: %+n,1,,{{tr:hv_unit_buqu_sabre_infantry}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_buqu_spearmen}},1,,{{tr:hv_unit_buqu_spearmen}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_buqu_spearmen}} for recruitment: %+n,1,,{{tr:hv_unit_buqu_spearmen}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_chen_crossbow_defenders}},1,,{{tr:hv_unit_chen_crossbow_defenders}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_chen_peacekeepers_crossbowmen}},1,,{{tr:hv_unit_chen_peacekeepers_crossbowmen}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_chen_peacekeepers_crossbowmen}} for recruitment: %+n,1,,{{tr:hv_unit_chen_peacekeepers_crossbowmen}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_chen_peacekeepers_halberd_infantry}},1,,{{tr:hv_unit_chen_peacekeepers_halberd_infantry}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_chen_peacekeepers_halberd_infantry}} for recruitment: %+n,1,,{{tr:hv_unit_chen_peacekeepers_halberd_infantry}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_chen_rep_crossbow_defenders}},1,,{{tr:hv_unit_chen_rep_crossbow_defenders}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_chen_royal_guard_cavalry}},1,,{{tr:hv_unit_chen_royal_guard_cavalry}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_chen_royal_guard_cavalry}} for recruitment: %+n,1,,{{tr:hv_unit_chen_royal_guard_cavalry}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_chen_spear_defenders}},1,,{{tr:hv_unit_chen_spear_defenders}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_dan_yang_archers}},1,,{{tr:hv_unit_dan_yang_archers}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_dan_yang_archers}} for recruitment: %+n,1,,{{tr:hv_unit_dan_yang_archers}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_dan_yang_infantry}},1,,{{tr:hv_unit_dan_yang_infantry}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_dan_yang_infantry}} for recruitment: %+n,1,,{{tr:hv_unit_dan_yang_infantry}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_dan_yang_spearmen}},1,,{{tr:hv_unit_dan_yang_spearmen}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_dan_yang_spearmen}} for recruitment: %+n,1,,{{tr:hv_unit_dan_yang_spearmen}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_defenders_of_earth_might}},1,,{{tr:hv_unit_defenders_of_earth_might}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_defenders_of_earth_might}} for recruitment: %+n,1,,{{tr:hv_unit_defenders_of_earth_might}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_defenders_of_earth}},1,,{{tr:hv_unit_defenders_of_earth}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_defenders_of_earth}} for recruitment: %+n,1,,{{tr:hv_unit_defenders_of_earth}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_elite_2h_axemen}},1,,{{tr:hv_unit_elite_2h_axemen}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_elite_2h_axemen}} for recruitment: %+n,1,,{{tr:hv_unit_elite_2h_axemen}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_elite_2h_spear_cavalry}},1,,{{tr:hv_unit_elite_2h_spear_cavalry}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_elite_2h_spear_cavalry}} for recruitment: %+n,1,,{{tr:hv_unit_elite_2h_spear_cavalry}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_elite_2h_spearmen}},1,,{{tr:hv_unit_elite_2h_spearmen}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_elite_2h_spearmen}} for recruitment: %+n,1,,{{tr:hv_unit_elite_2h_spearmen}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_elite_2h_swordsmen}},1,,{{tr:hv_unit_elite_2h_swordsmen}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_elite_2h_swordsmen}} for recruitment: %+n,1,,{{tr:hv_unit_elite_2h_swordsmen}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_elite_barded_2h_spear_cavalry}},1,,{{tr:hv_unit_elite_barded_2h_spear_cavalry}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_elite_barded_2h_spear_cavalry}} for recruitment: %+n,1,,{{tr:hv_unit_elite_barded_2h_spear_cavalry}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_elite_crossbowmen}},1,,{{tr:hv_unit_elite_crossbowmen}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_elite_crossbowmen}} for recruitment: %+n,1,,{{tr:hv_unit_elite_crossbowmen}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_elite_heavy_bow_archers}},1,,{{tr:hv_unit_elite_heavy_bow_archers}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_elite_heavy_bow_archers}} for recruitment: %+n,1,,{{tr:hv_unit_elite_heavy_bow_archers}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_elite_ji_infantry}},1,,{{tr:hv_unit_elite_ji_infantry}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_elite_ji_infantry}} for recruitment: %+n,1,,{{tr:hv_unit_elite_ji_infantry}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_elite_rep_crossbowmen}},1,,{{tr:hv_unit_elite_rep_crossbowmen}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_elite_rep_crossbowmen}} for recruitment: %+n,1,,{{tr:hv_unit_elite_rep_crossbowmen}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_elite_spearmen}},1,,{{tr:hv_unit_elite_spearmen}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_elite_spearmen}} for recruitment: %+n,1,,{{tr:hv_unit_elite_spearmen}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_elite_sword_cavalry}},1,,{{tr:hv_unit_elite_sword_cavalry}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_elite_sword_cavalry}} for recruitment: %+n,1,,{{tr:hv_unit_elite_sword_cavalry}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_elite_swordsmen}},1,,{{tr:hv_unit_elite_swordsmen}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_elite_swordsmen}} for recruitment: %+n,1,,{{tr:hv_unit_elite_swordsmen}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_enforcer_archer_cavalry}},1,,{{tr:hv_unit_enforcer_archer_cavalry}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_enforcer_archer_cavalry}} for recruitment: %+n,1,,{{tr:hv_unit_enforcer_archer_cavalry}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_fellows_of_the_oath}},1,,{{tr:hv_unit_fellows_of_the_oath}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_fellows_of_the_oath}} for recruitment: %+n,1,,{{tr:hv_unit_fellows_of_the_oath}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_goshawk_cavalry}},1,,{{tr:hv_unit_goshawk_cavalry}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_goshawk_cavalry}} for recruitment: %+n,1,,{{tr:hv_unit_goshawk_cavalry}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_guanxibing_spearmen}},1,,{{tr:hv_unit_guanxibing_spearmen}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_guanxibing_swordsmen}},1,,{{tr:hv_unit_guanxibing_swordsmen}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_han_captain}},1,,{{tr:hv_unit_han_captain}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_han_volunteer_rep_crossbowmen}},1,,{{tr:hv_unit_han_volunteer_rep_crossbowmen}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_han_volunteer_rep_crossbowmen}} for recruitment: %+n,1,,{{tr:hv_unit_han_volunteer_rep_crossbowmen}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_han_volunteer_spearmen}},1,,{{tr:hv_unit_han_volunteer_spearmen}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_han_volunteer_spearmen}} for recruitment: %+n,1,,{{tr:hv_unit_han_volunteer_spearmen}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_handmaid_guard}},1,,{{tr:hv_unit_handmaid_guard}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_handmaid_guard}} for recruitment: %+n,1,,{{tr:hv_unit_handmaid_guard}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_hebei_spearmen}},1,,{{tr:hv_unit_hebei_spearmen}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_hebei_spearmen}} for recruitment: %+n,1,,{{tr:hv_unit_hebei_spearmen}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_hebei_sword_cavalry}},1,,{{tr:hv_unit_hebei_sword_cavalry}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_hebei_sword_cavalry}} for recruitment: %+n,1,,{{tr:hv_unit_hebei_sword_cavalry}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_hidden_2h_spearmen}},1,,{{tr:hv_unit_hidden_2h_spearmen}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_hidden_2h_spearmen}} for recruitment: %+n,1,,{{tr:hv_unit_hidden_2h_spearmen}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_hidden_assault_infantry}},1,,{{tr:hv_unit_hidden_assault_infantry}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_hidden_assault_infantry}} for recruitment: %+n,1,,{{tr:hv_unit_hidden_assault_infantry}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_hidden_snakes}},1,,{{tr:hv_unit_hidden_snakes}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_hidden_snakes}} for recruitment: %+n,1,,{{tr:hv_unit_hidden_snakes}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_imperial_guards}},1,,{{tr:hv_unit_imperial_guards}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_iron_fists_of_the_bandit_queen}},1,,{{tr:hv_unit_iron_fists_of_the_bandit_queen}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_iron_fists_of_the_bandit_queen}} for recruitment: %+n,1,,{{tr:hv_unit_iron_fists_of_the_bandit_queen}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_ironfist_barded_2h_spear_cavalry}},1,,{{tr:hv_unit_ironfist_barded_2h_spear_cavalry}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_ironfist_barded_2h_spear_cavalry}} for recruitment: %+n,1,,{{tr:hv_unit_ironfist_barded_2h_spear_cavalry}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_jade_dragons}},1,,{{tr:hv_unit_jade_dragons}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_jade_dragons}} for recruitment: %+n,1,,{{tr:hv_unit_jade_dragons}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_jei_fan_infantry}},1,,{{tr:hv_unit_jei_fan_infantry}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_jei_fan_infantry}} for recruitment: %+n,1,,{{tr:hv_unit_jei_fan_infantry}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_ji_guards_of_the_eight_talents}},1,,{{tr:hv_unit_ji_guards_of_the_eight_talents}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_jianan_archers}},1,,{{tr:hv_unit_jianan_archers}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_jianan_archers}} for recruitment: %+n,1,,{{tr:hv_unit_jianan_archers}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_jianan_crossbowmen_cavalry}},1,,{{tr:hv_unit_jianan_crossbowmen_cavalry}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_jianan_crossbowmen_cavalry}} for recruitment: %+n,1,,{{tr:hv_unit_jianan_crossbowmen_cavalry}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_jianan_crossbowmen}},1,,{{tr:hv_unit_jianan_crossbowmen}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_jianan_crossbowmen}} for recruitment: %+n,1,,{{tr:hv_unit_jianan_crossbowmen}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_jianan_hand_ji_infantry}},1,,{{tr:hv_unit_jianan_hand_ji_infantry}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_jianan_hand_ji_infantry}} for recruitment: %+n,1,,{{tr:hv_unit_jianan_hand_ji_infantry}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_jianan_rep_crossbowmen}},1,,{{tr:hv_unit_jianan_rep_crossbowmen}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_jianan_rep_crossbowmen}} for recruitment: %+n,1,,{{tr:hv_unit_jianan_rep_crossbowmen}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_jingchou_buqu_2h_axemen}},1,,{{tr:hv_unit_jingchou_buqu_2h_axemen}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_jingchou_buqu_2h_axemen}} for recruitment: %+n,1,,{{tr:hv_unit_jingchou_buqu_2h_axemen}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_jingchou_buqu_2h_spear_cavalry}},1,,{{tr:hv_unit_jingchou_buqu_2h_spear_cavalry}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_jingchou_buqu_2h_spear_cavalry}} for recruitment: %+n,1,,{{tr:hv_unit_jingchou_buqu_2h_spear_cavalry}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_jingchou_buqu_2h_spearmen}},1,,{{tr:hv_unit_jingchou_buqu_2h_spearmen}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_jingchou_buqu_2h_spearmen}} for recruitment: %+n,1,,{{tr:hv_unit_jingchou_buqu_2h_spearmen}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_jingchou_buqu_archers}},1,,{{tr:hv_unit_jingchou_buqu_archers}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_jingchou_buqu_archers}} for recruitment: %+n,1,,{{tr:hv_unit_jingchou_buqu_archers}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_jingchou_buqu_axemen}},1,,{{tr:hv_unit_jingchou_buqu_axemen}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_jingchou_buqu_axemen}} for recruitment: %+n,1,,{{tr:hv_unit_jingchou_buqu_axemen}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_jingchou_buqu_caltrop_infantry}},1,,{{tr:hv_unit_jingchou_buqu_caltrop_infantry}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_jingchou_buqu_caltrop_infantry}} for recruitment: %+n,1,,{{tr:hv_unit_jingchou_buqu_caltrop_infantry}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_jingchou_buqu_sabre_cavalry}},1,,{{tr:hv_unit_jingchou_buqu_sabre_cavalry}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_jingchou_buqu_sabre_cavalry}} for recruitment: %+n,1,,{{tr:hv_unit_jingchou_buqu_sabre_cavalry}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_juggernaut}},1,,{{tr:hv_unit_juggernaut}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_juggernaut}} for recruitment: %+n,1,,{{tr:hv_unit_juggernaut}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_local_noble_buqu_archers}},1,,{{tr:hv_unit_local_noble_buqu_archers}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_local_noble_buqu_archers}} for recruitment: %+n,1,,{{tr:hv_unit_local_noble_buqu_archers}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_local_noble_buqu_infantry}},1,,{{tr:hv_unit_local_noble_buqu_infantry}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_local_noble_buqu_infantry}} for recruitment: %+n,1,,{{tr:hv_unit_local_noble_buqu_infantry}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_local_noble_buqu_raider_cavalry}},1,,{{tr:hv_unit_local_noble_buqu_raider_cavalry}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_local_noble_buqu_raider_cavalry}} for recruitment: %+n,1,,{{tr:hv_unit_local_noble_buqu_raider_cavalry}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_local_noble_buqu_spearmen}},1,,{{tr:hv_unit_local_noble_buqu_spearmen}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_local_noble_buqu_spearmen}} for recruitment: %+n,1,,{{tr:hv_unit_local_noble_buqu_spearmen}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_local_noble_elite_archers}},1,,{{tr:hv_unit_local_noble_elite_archers}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_local_noble_elite_archers}} for recruitment: %+n,1,,{{tr:hv_unit_local_noble_elite_archers}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_mercenary_archers}},1,,{{tr:hv_unit_mercenary_archers}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_mercenary_archers}} for recruitment: %+n,1,,{{tr:hv_unit_mercenary_archers}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_mercenary_captain}},1,,{{tr:hv_unit_mercenary_captain}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_mercenary_cavalry}},1,,{{tr:hv_unit_mercenary_cavalry}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_mercenary_cavalry}} for recruitment: %+n,1,,{{tr:hv_unit_mercenary_cavalry}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_mercenary_infantry}},1,,{{tr:hv_unit_mercenary_infantry}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_mercenary_infantry}} for recruitment: %+n,1,,{{tr:hv_unit_mercenary_infantry}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_militia_2h_axemen}},1,,{{tr:hv_unit_militia_2h_axemen}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_militia_2h_axemen}} for recruitment: %+n,1,,{{tr:hv_unit_militia_2h_axemen}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_militia_archers}},1,,{{tr:hv_unit_militia_archers}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_militia_archers}} for recruitment: %+n,1,,{{tr:hv_unit_militia_archers}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_militia_black_mountain_outlaws}},1,,{{tr:hv_unit_militia_black_mountain_outlaws}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_militia_black_mountain_outlaws}} for recruitment: %+n,1,,{{tr:hv_unit_militia_black_mountain_outlaws}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
{{tr:hv_unit_militia_ji_infantry}},1,,{{tr:hv_unit_militia_ji_infantry}},text/_hvo/hv_TEXT_unit_name.loc
{{tr:hv_unit_militia_ji_infantry}} for recruitment: %+n,1,,{{tr:hv_unit_militia_ji_infantry}}部署量：%+n,text/_hvo/hv_TEXT_effects_unit_cap.loc
