English,MappedZhcn,SourceZhcn,VanillaZhcn,IascusZhcn,ProcrastinatorZhcn,PikaManZhcn,DiffZhcn,MappedZhtw,SourceZhtw,VanillaZhtw,IascusZhtw,ProcrastinatorZhtw,PikaManZhtw,DiffZhtw,SkillKey
Flames of the Phoenix,炎凤,Vanilla,炎凤,炎凤,炎凤,,False,鳳凰之火,Vanilla,鳳凰之火,鳳凰之火,炎鳳,,True,hv_skill_ability_flames_of_the_phoenix_resolve_name
A devastating swing with the power of the risen inferno!,凤怒炎涛，摧枯拉朽！,Vanilla,凤怒炎涛，摧枯拉朽！,凤怒炎涛，摧枯拉朽！,凤怒炎涛，摧枯拉朽！,,False,挾帶竄升烈火之力的毀滅一擊！,Vanilla,挾帶竄升烈火之力的毀滅一擊！,挾帶竄升烈火之力的毀滅一擊！,鳳怒炎濤，摧枯拉朽！,,True,hv_skill_ability_flames_of_the_phoenix_resolve_description
Flames of the Phoenix,炎凤,Vanilla,炎凤,炎凤,炎凤,,False,鳳凰之火,Vanilla,鳳凰之火,鳳凰之火,炎鳳,,True,hv_skill_ability_flames_of_the_phoenix_instinct_name
A devastating swing with the power of the risen inferno!,凤怒炎涛，摧枯拉朽！,Vanilla,凤怒炎涛，摧枯拉朽！,凤怒炎涛，摧枯拉朽！,凤怒炎涛，摧枯拉朽！,,False,挾帶竄升烈火之力的毀滅一擊！,Vanilla,挾帶竄升烈火之力的毀滅一擊！,挾帶竄升烈火之力的毀滅一擊！,鳳怒炎濤，摧枯拉朽！,,True,hv_skill_ability_flames_of_the_phoenix_instinct_description
Flames of the Phoenix,炎凤,Vanilla,炎凤,炎凤,炎凤,,False,鳳凰之火,Vanilla,鳳凰之火,鳳凰之火,炎鳳,,True,hv_skill_ability_flames_of_the_phoenix_authority_name
A devastating swing with the power of the risen inferno!,凤怒炎涛，摧枯拉朽！,Vanilla,凤怒炎涛，摧枯拉朽！,凤怒炎涛，摧枯拉朽！,凤怒炎涛，摧枯拉朽！,,False,挾帶竄升烈火之力的毀滅一擊！,Vanilla,挾帶竄升烈火之力的毀滅一擊！,挾帶竄升烈火之力的毀滅一擊！,鳳怒炎濤，摧枯拉朽！,,True,hv_skill_ability_flames_of_the_phoenix_authority_description
Fire Control,穿杨,MappedByPattern,,,,,True,穿楊,MappedByPattern,,,,,True,hv_skill_ability_fire_control_veteran_name
Organised volleys prove more effective.,依序射击更为有效。,MappedByText,,,,,True,依序射擊更為有效。,MappedByText,,,,,True,hv_skill_ability_fire_control_veteran_description
Fire Control,穿杨,MappedByPattern,,火控,穿杨,,False,穿楊,MappedByPattern,,火控,穿楊,,False,hv_skill_ability_fire_control_expertise_name
Organised volleys prove more effective.,依序射击更为有效。,MappedByText,,依序射击更为有效。,静下心来瞄准方能百发百中。,,True,依序射擊更為有效。,MappedByText,,依序射擊更為有效。,靜下心來瞄準方能百發百中。,,True,hv_skill_ability_fire_control_expertise_description
Fire Control,穿杨,MappedByPattern,,火控,穿杨,,False,穿楊,MappedByPattern,,火控,穿楊,,False,hv_skill_ability_fire_control_cunning_name
Organised volleys prove more effective.,依序射击更为有效。,MappedByText,,依序射击更为有效。,静下心来瞄准方能百发百中。,,True,依序射擊更為有效。,MappedByText,,依序射擊更為有效。,靜下心來瞄準方能百發百中。,,True,hv_skill_ability_fire_control_cunning_description
Fire Control,穿杨,MappedByPattern,,火控,穿杨,,False,穿楊,MappedByPattern,,火控,穿楊,,False,hv_skill_ability_fire_control_authority_name
Organised volleys prove more effective.,依序射击更为有效。,MappedByText,,依序射击更为有效。,静下心来瞄准方能百发百中。,,True,依序射擊更為有效。,MappedByText,,依序射擊更為有效。,靜下心來瞄準方能百發百中。,,True,hv_skill_ability_fire_control_authority_description
Fire Bomb,火焰弹,Vanilla,火焰弹,火焰弹,火焰弹,,False,火油彈,Vanilla,火油彈,火油彈,火焰彈,,True,hv_skill_ability_fire_bomb_instinct_name
Hurl a bundle of explosive fire bombs to knock down the enemy.,扔掷爆裂火油弹来击倒敌人。,MappedByText,,扔掷爆裂火油弹来击倒敌人。,扔掷爆裂火油弹来击倒敌人。,,False,扔擲爆裂火油彈來擊倒敵人。,MappedByText,,扔擲爆裂火油彈來擊倒敵人。,扔擲爆裂火油彈來擊倒敵人。,,False,hv_skill_ability_fire_bomb_instinct_description
Fire Bomb,火焰弹,Vanilla,火焰弹,火焰弹,火焰弹,,False,火油彈,Vanilla,火油彈,火油彈,火焰彈,,True,hv_skill_ability_fire_bomb_cunning_name
Hurl a bundle of explosive fire bombs to knock down the enemy.,扔掷爆裂火油弹来击倒敌人。,MappedByText,,扔掷爆裂火油弹来击倒敌人。,扔掷爆裂火油弹来击倒敌人。,,False,扔擲爆裂火油彈來擊倒敵人。,MappedByText,,扔擲爆裂火油彈來擊倒敵人。,扔擲爆裂火油彈來擊倒敵人。,,False,hv_skill_ability_fire_bomb_cunning_description
Fire Bomb,火焰弹,Vanilla,火焰弹,火焰弹,火焰弹,,False,火油彈,Vanilla,火油彈,火油彈,火焰彈,,True,hv_skill_ability_fire_bomb_authority_name
Hurl a bundle of explosive fire bombs to knock down the enemy.,扔掷爆裂火油弹来击倒敌人。,MappedByText,,扔掷爆裂火油弹来击倒敌人。,扔掷爆裂火油弹来击倒敌人。,,False,扔擲爆裂火油彈來擊倒敵人。,MappedByText,,扔擲爆裂火油彈來擊倒敵人。,扔擲爆裂火油彈來擊倒敵人。,,False,hv_skill_ability_fire_bomb_authority_description
Favourable Skies,天时,Vanilla,天时,天时,天时,天时,False,有利天候,Vanilla,有利天候,有利天候,天時,有利天候,True,hv_skill_ability_favourable_skies_name
Knowing when best to shoot is most effective when you are the one being shot at.,欲中其的，先处其位,Vanilla,欲中其的，先处其位,欲中其的，先处其位,欲中其的，先处其位。,欲中其的，先处其位,True,瞭解最佳的放箭時機，在輪到自己挨箭時便能收到奇效。,Vanilla,瞭解最佳的放箭時機，在輪到自己挨箭時便能收到奇效。,瞭解最佳的放箭時機，在輪到自己挨箭時便能收到奇效。,欲中其的，先處其位。,瞭解最佳的放箭時機，在輪到自己挨箭時便能收到奇效。,True,hv_skill_ability_favourable_skies_description
Exemplar,楷模,Vanilla,楷模,楷模,楷模,楷模,False,為人典範,Vanilla,為人典範,為人典範,楷模,楷模,True,hv_skill_ability_exemplar_resolve_name
"A shining, typical, and above all appropriate model of how one should be.",此乃举世无双之楷模！,Vanilla,此乃举世无双之楷模！,此乃举世无双之楷模！,躬先表率，此乃将士之范！,如此闪耀，经典，如所有合适的典范的象征。,True,此人乃是為人表率的耀眼典範，更重要的是其舉止得體。,Vanilla,此人乃是為人表率的耀眼典範，更重要的是其舉止得體。,此人乃是為人表率的耀眼典範，更重要的是其舉止得體。,躬先表率，此乃將士之範！,如此閃耀，經典，如所有合適的典範的象徵。,True,hv_skill_ability_exemplar_resolve_description
Exemplar,楷模,Vanilla,楷模,楷模,楷模,,False,為人典範,Vanilla,為人典範,為人典範,楷模,,True,hv_skill_ability_exemplar_expertise_name
"A shining, typical, and above all appropriate model of how one should be.",此乃举世无双之楷模！,Vanilla,此乃举世无双之楷模！,此乃举世无双之楷模！,躬先表率，此乃将士之范！,,True,此人乃是為人表率的耀眼典範，更重要的是其舉止得體。,Vanilla,此人乃是為人表率的耀眼典範，更重要的是其舉止得體。,此人乃是為人表率的耀眼典範，更重要的是其舉止得體。,躬先表率，此乃將士之範！,,True,hv_skill_ability_exemplar_expertise_description
Exemplar,楷模,Vanilla,楷模,楷模,楷模,,False,為人典範,Vanilla,為人典範,為人典範,楷模,,True,hv_skill_ability_exemplar_cunning_name
"A shining, typical, and above all appropriate model of how one should be.",此乃举世无双之楷模！,Vanilla,此乃举世无双之楷模！,此乃举世无双之楷模！,躬先表率，此乃将士之范！,,True,此人乃是為人表率的耀眼典範，更重要的是其舉止得體。,Vanilla,此人乃是為人表率的耀眼典範，更重要的是其舉止得體。,此人乃是為人表率的耀眼典範，更重要的是其舉止得體。,躬先表率，此乃將士之範！,,True,hv_skill_ability_exemplar_cunning_description
Exemplar,楷模,Vanilla,楷模,楷模,楷模,,False,為人典範,Vanilla,為人典範,為人典範,楷模,,True,hv_skill_ability_exemplar_authority_name
"A shining, typical, and above all appropriate model of how one should be.",此乃举世无双之楷模！,Vanilla,此乃举世无双之楷模！,此乃举世无双之楷模！,躬先表率，此乃将士之范！,,True,此人乃是為人表率的耀眼典範，更重要的是其舉止得體。,Vanilla,此人乃是為人表率的耀眼典範，更重要的是其舉止得體。,此人乃是為人表率的耀眼典範，更重要的是其舉止得體。,躬先表率，此乃將士之範！,,True,hv_skill_ability_exemplar_authority_description
Eviscerate,剔骨,MappedByPattern,,,,,True,剔骨,MappedByPattern,,,,,True,hv_skill_ability_eviscerate_veteran_name
"When the victim was aware of what had happened, it must have already been a serious situation.",等到被害者明白过来，就已为时已晚。,MappedByText,,,,,True,等到被害者明白過來，就已爲時已晚。,MappedByText,,,,,True,hv_skill_ability_eviscerate_veteran_description
Eviscerate,剔骨,MappedByPattern,,剔骨,剔骨,,False,剔骨,MappedByPattern,,剔骨,剔骨,,False,hv_skill_ability_eviscerate_resolve_name
"When the victim was aware of what had happened, it must have already been a serious situation.",等到被害者明白过来，就已为时已晚。,MappedByText,,等到被害者明白过来，就已为时已晚。,等到被害者明白过来，就已为时已晚。,,False,等到被害者明白過來，就已爲時已晚。,MappedByText,,等到被害者明白過來，就已爲時已晚。,等到被害者明白過來，就已爲時已晚。,,False,hv_skill_ability_eviscerate_resolve_description
Eviscerate,剔骨,MappedByPattern,,,,,True,剔骨,MappedByPattern,,,,,True,hv_skill_ability_eviscerate_instinct_name
"When the victim was aware of what had happened, it must have already been a serious situation.",等到被害者明白过来，就已为时已晚。,MappedByText,,,,,True,等到被害者明白過來，就已爲時已晚。,MappedByText,,,,,True,hv_skill_ability_eviscerate_instinct_description
Elemental Vigour,龙胆,Vanilla,龙胆,龙胆,龙胆,,False,五行之力,Vanilla,五行之力,五行之力,龍膽,,True,hv_skill_ability_elemental_vigour_expertise_name
"The longer this warrior fights, the greater and more inspiring they becomes!",此人会随着战斗时间拉长而越战越勇，激励士气的效果也随之增强！ ,MappedByText,,此人会随着战斗时间拉长而越战越勇，激励士气的效果也随之增强！ ,此人会随着战斗时间拉长而越战越勇，激励士气的效果也随之增强！ ,,False,此人會隨著戰鬥時間拉長而越戰越勇，激勵士氣的效果也隨之增強！,MappedByText,,此人會隨著戰鬥時間拉長而越戰越勇，激勵士氣的效果也隨之增強！,此人會隨着戰鬥時間拉長而越戰越勇，激勵士氣的效果也隨之增強！ ,,True,hv_skill_ability_elemental_vigour_expertise_description
Dong Zhuo's Command,相令,MappedByPattern,,董卓之令,相令,,False,相令,MappedByPattern,,董卓之令,相令,,False,hv_skill_ability_dong_command_instinct_name
"A merciless order, for Dong Zhuo's men and his enemies.",来自相国严苛的命令。,Procrastinator,,严苛高压的命令。,来自相国严苛的命令。,,False,來自相國嚴苛的命令。,Procrastinator,,嚴苛高壓的命令。,來自相國嚴苛的命令。,,False,hv_skill_ability_dong_command_instinct_description
Distant Courage,坚毅,Vanilla,坚毅,坚毅,坚毅,,False,千里助勢,Vanilla,千里助勢,千里助勢,堅毅,,True,hv_skill_ability_distant_courage_instinct_name
This general directs and empowers his forces from a… safer distance.,该英雄会在…安全距离指挥激励部队。,Vanilla,该英雄会在…安全距离指挥激励部队。,该英雄会在…安全距离指挥激励部队。,大将军难道不应该在远离纷争的地方运筹帷幄？,,True,這名英雄指揮若定，鼓舞盟友大顯身手…但他本人並不親赴前線。,Vanilla,這名英雄指揮若定，鼓舞盟友大顯身手…但他本人並不親赴前線。,這名英雄指揮若定，鼓舞盟友大顯身手…但他本人並不親赴前線。,大將軍難道不應該在遠離紛爭的地方運籌帷幄？,,True,hv_skill_ability_distant_courage_instinct_description
Distant Courage,坚毅,Vanilla,坚毅,坚毅,坚毅,,False,千里助勢,Vanilla,千里助勢,千里助勢,堅毅,,True,hv_skill_ability_distant_courage_authority_name
This general directs and empowers his forces from a… safer distance.,该英雄会在…安全距离指挥激励部队。,Vanilla,该英雄会在…安全距离指挥激励部队。,该英雄会在…安全距离指挥激励部队。,大将军难道不应该在远离纷争的地方运筹帷幄？,,True,這名英雄指揮若定，鼓舞盟友大顯身手…但他本人並不親赴前線。,Vanilla,這名英雄指揮若定，鼓舞盟友大顯身手…但他本人並不親赴前線。,這名英雄指揮若定，鼓舞盟友大顯身手…但他本人並不親赴前線。,大將軍難道不應該在遠離紛爭的地方運籌帷幄？,,True,hv_skill_ability_distant_courage_authority_description
Disorientate,蛊惑,Vanilla,蛊惑,蛊惑,蛊惑,蛊惑,False,打亂方向,Vanilla,打亂方向,打亂方向,蠱惑,打亂方向,True,hv_skill_ability_disorientate_name
A master of the battlefield can undermine even the surest of soldiers.,坚忍之士亦为所惑,Vanilla,坚忍之士亦为所惑,坚忍之士亦为所惑,坚忍之士亦为所惑。,坚忍之士亦为所惑,True,熟知戰場的人即使面對最有把握的士兵，也能動搖他們的自信。,Vanilla,熟知戰場的人即使面對最有把握的士兵，也能動搖他們的自信。,熟知戰場的人即使面對最有把握的士兵，也能動搖他們的自信。,堅忍之士亦爲所惑。,熟知戰場的人即使面對最有把握的士兵，也能動搖他們的自信。,True,hv_skill_ability_disorientate_description
Devastating Roar,狂号,Vanilla,狂号,狂号,狂号,,False,毀滅之吼,Vanilla,毀滅之吼,毀滅之吼,狂號,,True,hv_skill_ability_devastating_roar_instinct_name
The roar of fury crushes enemy morale!,以愤怒的怒吼压制敌人士气！,Vanilla,以愤怒的怒吼压制敌人士气！,以愤怒的怒吼压制敌人士气！,以愤怒的怒吼压制敌人士气！,,False,狂怒的吼聲擊潰敵軍士氣！,Vanilla,狂怒的吼聲擊潰敵軍士氣！,狂怒的吼聲擊潰敵軍士氣！,以憤怒的怒吼壓制敵人士氣！,,True,hv_skill_ability_devastating_roar_instinct_description
Desperate Cry,绝号,Vanilla,绝号,绝号,绝号,绝号,False,慘烈呼喊,Vanilla,慘烈呼喊,慘烈呼喊,絕號,慘烈呼喊,True,hv_skill_ability_desperate_cry_name
"It is not always the command that motivates, but the way it is given.",驱人者非令，道也,Vanilla,驱人者非令，道也,驱人者非令，道也,驱人者非令，道也。,驱人者非令，道也,True,能激勵人的不見得是命令的內容，也可能是發號施令的方法。,Vanilla,能激勵人的不見得是命令的內容，也可能是發號施令的方法。,能激勵人的不見得是命令的內容，也可能是發號施令的方法。,驅人者非令，道也。,能激勵人的不見得是命令的內容，也可能是發號施令的方法。,True,hv_skill_ability_desperate_cry_description
Mountains,泰山,MappedByPattern,,,,,True,山陣,MappedByPattern,,,,,True,hv_skill_ability_defence_mastery_resolve_name
Form an air-tight defence.,组成无隙可乘的防御阵行。,PikaManShortenedKey,,,,,True,組成無隙可乘的防禦陣行。,PikaManShortenedKey,,,,,True,hv_skill_ability_defence_mastery_resolve_description
Mountains,泰山,MappedByPattern,,山阵,泰山,,False,山陣,MappedByPattern,,山陣,泰山,,True,hv_skill_ability_defence_mastery_authority_name
Form an air-tight defence.,稳如泰山，无隙可乘。,Procrastinator,,组成无隙可乘的防御阵行。,稳如泰山，无隙可乘。,,False,穩如泰山，無隙可乘。,Procrastinator,,組成無隙可乘的防禦陣行。,穩如泰山，無隙可乘。,,False,hv_skill_ability_defence_mastery_authority_description
Cry of the Forest,林啸,Vanilla,林啸,林啸,林啸,,False,森林戰嚎,Vanilla,森林戰嚎,森林戰嚎,林嘯,,True,hv_skill_ability_cry_of_the_forest_resolve_name
"When weakest, Dian Wei unleashes his true power!",势穷力衰，身处绝境，典韦将如恶来再现人间！,Vanilla,势穷力衰，身处绝境，典韦将如恶来再现人间！,势穷力衰，身处绝境，典韦将如恶来再现人间！,势穷力衰，身处绝境，典韦将如恶来再现人间！,,False,典韋在傷得最重時，才會顯露出真正的實力！,Vanilla,典韋在傷得最重時，才會顯露出真正的實力！,典韋在傷得最重時，才會顯露出真正的實力！,勢窮力衰，身處絕境，典韋將如惡來再現人間！,,True,hv_skill_ability_cry_of_the_forest_resolve_description
Cruel Command,强令,MappedByPattern,,酷令,强令,,False,強令,MappedByPattern,,酷令,強令,,False,hv_skill_ability_cruel_lord_authority_name
"This general's orders are absolute and cannot be refused, no matter how unreasonable they may be.",命令不易实行但却不可不从。,Procrastinator,,命令不易实行但也不可不从。,命令不易实行但却不可不从。,,False,命令不易實行但卻不可不從。,Procrastinator,,命令不易實行但也不可不從。,命令不易實行但卻不可不從。,,False,hv_skill_ability_cruel_lord_authority_description
Crossing of the River Sanzu,,Missing,,,,,True,,Missing,,,,,True,hv_skill_ability_crossing_of_the_styx_scholar_name
Did you get the boat fare? Heaven! Earth! Mankind!!,,Missing,,,,,True,,Missing,,,,,True,hv_skill_ability_crossing_of_the_styx_scholar_description
Crossing of the River Sanzu,,Missing,,,,,True,,Missing,,,,,True,hv_skill_ability_crossing_of_the_styx_healer_name
Did you get the boat fare? Heaven! Earth! Mankind!!,,Missing,,,,,True,,Missing,,,,,True,hv_skill_ability_crossing_of_the_styx_healer_description
Earth-shattering Strike,裂地,Vanilla,裂地,裂地,裂地,裂地,False,天崩地裂,Vanilla,天崩地裂,天崩地裂,裂地,天崩地裂,True,hv_skill_ability_crash_veteran_name
A furious strike that sends anyone nearby reeling.,充满怒意的一击，周遭敌军尽受其害,Vanilla,充满怒意的一击，周遭敌军尽受其害,充满怒意的一击，周遭敌军尽受其害,兽困则噬，山崩地裂。,充满怒意的一击，周遭敌军尽受其害,True,飽含怒火的一擊，令周遭敵人無不搖晃欲倒。,Vanilla,飽含怒火的一擊，令周遭敵人無不搖晃欲倒。,飽含怒火的一擊，令周遭敵人無不搖晃欲倒。,獸困則噬，山崩地裂。,飽含怒火的一擊，令周遭敵人無不搖晃欲倒。,True,hv_skill_ability_crash_veteran_description
Earth-shattering Strike,裂地,Vanilla,裂地,裂地,裂地,,False,天崩地裂,Vanilla,天崩地裂,天崩地裂,裂地,,True,hv_skill_ability_crash_resolve_name
A furious strike that sends anyone nearby reeling.,充满怒意的一击，周遭敌军尽受其害,Vanilla,充满怒意的一击，周遭敌军尽受其害,充满怒意的一击，周遭敌军尽受其害,兽困则噬，山崩地裂。,,True,飽含怒火的一擊，令周遭敵人無不搖晃欲倒。,Vanilla,飽含怒火的一擊，令周遭敵人無不搖晃欲倒。,飽含怒火的一擊，令周遭敵人無不搖晃欲倒。,獸困則噬，山崩地裂。,,True,hv_skill_ability_crash_resolve_description
Condemned Howl,狂啸,Vanilla,狂啸,狂啸,狂啸,,False,天譴之嘯,Vanilla,天譴之嘯,天譴之嘯,狂嘯,,True,hv_skill_ability_condemned_howl_resolve_name
This warrior fights with a fatal rage - an erratic fury!,此勇士挟滔天怒火奋战，攻势狂暴猛烈！,MappedByText,,此勇士挟滔天怒火奋战，攻势狂暴猛烈！,此勇士挟滔天怒火奋战，攻势狂暴猛烈！,,False,此勇士挾滔天怒火奮戰，攻勢狂暴猛烈！,MappedByText,,此勇士挾滔天怒火奮戰，攻勢狂暴猛烈！,此勇士挾滔天怒火奮戰，攻勢狂暴猛烈！,,False,hv_skill_ability_condemned_howl_resolve_description
Condemn,声讨,Vanilla,声讨,声讨,声讨,声讨,False,譴責,Vanilla,譴責,譴責,聲討,譴責,True,hv_skill_ability_condemn_name
These words will bring shame and humiliation.,闻此詈语，无不羞愧。,Vanilla,闻此詈语，无不羞愧。,闻此詈语，无不羞愧。,闻此詈语，无不羞愧。,闻此詈语，无不羞愧。,False,這樣的話語會帶來羞愧與恥辱。,Vanilla,這樣的話語會帶來羞愧與恥辱。,這樣的話語會帶來羞愧與恥辱。,聞此詈語，無不羞愧。,這樣的話語會帶來羞愧與恥辱。,True,hv_skill_ability_condemn_description
Commanding Shout,训令,Vanilla,训令,训令,战嚎,训令,True,號令吶喊,Vanilla,號令吶喊,號令吶喊,戰嚎,號令吶喊,True,hv_skill_ability_commanding_shout_name
A war cry from one warrior to another.,同袍兄弟，狂呼迎战,Vanilla,同袍兄弟，狂呼迎战,同袍兄弟，狂呼迎战,同袍兄弟，狂呼迎战。,同袍兄弟，狂呼迎战,True,從一名戰士傳達到另一名戰士的戰鬥口號。,Vanilla,從一名戰士傳達到另一名戰士的戰鬥口號。,從一名戰士傳達到另一名戰士的戰鬥口號。,同袍兄弟，狂呼迎戰。,從一名戰士傳達到另一名戰士的戰鬥口號。,True,hv_skill_ability_commanding_shout_description
Ceasefire,息兵,Vanilla,息兵,息兵,息兵,,False,止兵莫動,Vanilla,止兵莫動,止兵莫動,息兵,,True,hv_skill_ability_ceasefire_authority_name
"Liu Zhang calls a ceasefire for all nearby units, delaying the enemy while his allies work on a counter-attack.",刘璋呼吁周遭止息兵戈，以延缓敌军进攻，为友军创造反击良机。,Vanilla,刘璋呼吁周遭止息兵戈，以延缓敌军进攻，为友军创造反击良机。,刘璋呼吁周遭止息兵戈，以延缓敌军进攻，为友军创造反击良机。,刘璋呼吁周遭止息兵戈，以延缓敌军进攻，为友军创造反击良机。,,False,劉璋要求周遭所有單位暫時止兵，以延緩敵軍進攻，盟友則趁機準備反擊。,Vanilla,劉璋要求周遭所有單位暫時止兵，以延緩敵軍進攻，盟友則趁機準備反擊。,劉璋要求周遭所有單位暫時止兵，以延緩敵軍進攻，盟友則趁機準備反擊。,劉璋呼籲周遭止息兵戈，以延緩敵軍進攻，爲友軍創造反擊良機。,,True,hv_skill_ability_ceasefire_authority_description
Make Calm Down,将才,MappedByPattern,,镇静,将才,,False,鎮靜,MappedByPattern,,鎮靜,將才,,True,hv_skill_ability_calm_down_veteran_name
Reassuring words prevent soldiers from wavering on a chaotic battlefield.,安慰之言以防士卒于乱战中摇摆不定。,MappedByText,,安慰之言以防士卒于乱战中摇摆不定。,临危不惧，从容自若，真乃将才也！,,True,安慰之言以防士卒于乱战中摇摆不定。,MappedByText,,安慰之言以防士卒于乱战中摇摆不定。,臨危不懼，從容自若，真乃將才也！,,True,hv_skill_ability_calm_down_veteran_description
Make Calm Down,将才,MappedByPattern,,,,,True,鎮靜,MappedByPattern,,,,,True,hv_skill_ability_calm_down_scholar_name
Reassuring words prevent soldiers from wavering on a chaotic battlefield.,安慰之言以防士卒于乱战中摇摆不定。,MappedByText,,,,,True,安慰之言以防士卒于乱战中摇摆不定。,MappedByText,,,,,True,hv_skill_ability_calm_down_scholar_description
Make Calm Down,将才,MappedByPattern,,镇静,将才,,False,鎮靜,MappedByPattern,,鎮靜,將才,,True,hv_skill_ability_calm_down_expertise_name
Reassuring words prevent soldiers from wavering on a chaotic battlefield.,安慰之言以防士卒于乱战中摇摆不定。,MappedByText,,安慰之言以防士卒于乱战中摇摆不定。,安慰之言以防士卒于乱战中摇摆不定。,,False,安慰之言以防士卒于乱战中摇摆不定。,MappedByText,,安慰之言以防士卒于乱战中摇摆不定。,安慰之言以防士卒於亂戰中搖擺不定。,,True,hv_skill_ability_calm_down_expertise_description
Make Calm Down,将才,MappedByPattern,,镇静,将才,,False,鎮靜,MappedByPattern,,鎮靜,將才,,True,hv_skill_ability_calm_down_authority_name
Reassuring words prevent soldiers from wavering on a chaotic battlefield.,安慰之言以防士卒于乱战中摇摆不定。,MappedByText,,安慰之言以防士卒于乱战中摇摆不定。,临危不惧，从容自若，真乃将才也！,,True,安慰之言以防士卒于乱战中摇摆不定。,MappedByText,,安慰之言以防士卒于乱战中摇摆不定。,臨危不懼，從容自若，真乃將才也！,,True,hv_skill_ability_calm_down_authority_description
Burning Soul,炎魂,Vanilla,炎魂,炎魂,热血,,True,燃燒元神,Vanilla,燃燒元神,燃燒元神,熱血,,True,hv_skill_ability_burning_resolve_name
The light that burns twice as bright burns half as long.,怒火中烧，浴血奋战。,Procrastinator,,火势越猛，持烧之时越短。,怒火中烧，浴血奋战。,,False,怒火中燒，浴血奮戰。,Procrastinator,,火勢越猛，持燒之時越短。,怒火中燒，浴血奮戰。,,False,hv_skill_ability_burning_resolve_description
Burning Soul,炎魂,Vanilla,炎魂,炎魂,热血,,True,燃燒元神,Vanilla,燃燒元神,燃燒元神,熱血,,True,hv_skill_ability_burning_instinct_name
The light that burns twice as bright burns half as long.,怒火中烧，浴血奋战。,Procrastinator,,火势越猛，持烧之时越短。,怒火中烧，浴血奋战。,,False,怒火中燒，浴血奮戰。,Procrastinator,,火勢越猛，持燒之時越短。,怒火中燒，浴血奮戰。,,False,hv_skill_ability_burning_instinct_description
Brawl,熊罴,MappedByPattern,,殴打,熊罴,,False,毆打,MappedByPattern,,毆打,熊羆,,True,hv_skill_ability_brawl_instinct_name
Send your warriors into the thick of battle and watch as they fight even more fiercely.,将你的勇士们送入战场，看着他们更加激烈的战斗。,MappedByText,,将你的勇士们送入战场，看着他们更加激烈的战斗。,奋不顾身，得失难记。,,True,将你的勇士们送入战场，看着他们更加激烈的战斗。,MappedByText,,将你的勇士们送入战场，看着他们更加激烈的战斗。,奮不顧身，得失難記。,,True,hv_skill_ability_brawl_instinct_description
Brawl,熊罴,MappedByPattern,,殴打,熊罴,,False,毆打,MappedByPattern,,毆打,熊羆,,True,hv_skill_ability_brawl_authority_name
Send your warriors into the thick of battle and watch as they fight even more fiercely.,将你的勇士们送入战场，看着他们更加激烈的战斗。,MappedByText,,将你的勇士们送入战场，看着他们更加激烈的战斗。,奋不顾身，得失难记。,,True,将你的勇士们送入战场，看着他们更加激烈的战斗。,MappedByText,,将你的勇士们送入战场，看着他们更加激烈的战斗。,奮不顧身，得失難記。,,True,hv_skill_ability_brawl_authority_description
Bloody Fury,血怒,Vanilla,血怒,血怒,血怒,,False,鮮血之怒,Vanilla,鮮血之怒,鮮血之怒,血怒,,True,hv_skill_ability_blood_fury_instinct_name
"As Sun Ce's strength rises, his grip on rationality weakens…",孙策虽愈战愈勇，但肆意猛虎愈无慎行...,Vanilla,孙策虽愈战愈勇，但肆意猛虎愈无慎行...,孙策虽愈战愈勇，但肆意猛虎愈无慎行...,孙策虽愈战愈勇，但肆意猛虎愈无慎行...,,False,孫策戰力漸增，卻也愈加感情用事…,Vanilla,孫策戰力漸增，卻也愈加感情用事…,孫策戰力漸增，卻也愈加感情用事…,孫策雖愈戰愈勇，但肆意猛虎愈無慎行...,,True,hv_skill_ability_blood_fury_instinct_description
Sinister Strike,霆击,MappedByPattern,,险恶一击,霆击,,False,險惡一擊,MappedByPattern,,險惡一擊,霆擊,,True,hv_skill_ability_bleed_resolve_name
There's something about this strike that just feels off.,这种攻击让人觉得不太对劲。,MappedByText,,这种攻击让人觉得不太对劲。,竭尽全力，致命一击。,,True,這種攻擊讓人覺得不太對勁。,MappedByText,,這種攻擊讓人覺得不太對勁。,竭盡全力，致命一擊。,,True,hv_skill_ability_bleed_resolve_description
Sinister Strike,霆击,MappedByPattern,,险恶一击,霆击,,False,險惡一擊,MappedByPattern,,險惡一擊,霆擊,,True,hv_skill_ability_bleed_expertise_name
There's something about this strike that just feels off.,这种攻击让人觉得不太对劲。,MappedByText,,这种攻击让人觉得不太对劲。,竭尽全力，致命一击。,,True,這種攻擊讓人覺得不太對勁。,MappedByText,,這種攻擊讓人覺得不太對勁。,竭盡全力，致命一擊。,,True,hv_skill_ability_bleed_expertise_description
Blazing Saddles,绝尘,Vanilla,绝尘,绝尘,绝尘,,False,炙熱馬鞍,Vanilla,炙熱馬鞍,炙熱馬鞍,絕塵,,True,hv_skill_ability_blazing_saddles_instinct_name
