Key,Text,Tooltip,English,Override by key,Mapped by text,Vanilla,Exact,Eng-short,Source,Short Key,File
ui_unit_groupings_tooltip_hv_unit_ui_grouping_gunpowder_infantry_watert2,箭矢打擊士氣,True,Morale Shock Projectile,,箭矢打擊士氣,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_gunpowder_infantry,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_hand_ji_blackt2,命中率一般，穿甲傷害一般,True,"Average Hit Rate, Average Armour-Piercing Damage",,命中率一般，穿甲傷害一般,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_hand_ji,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_hand_ji_metalt2,命中率一般，穿甲傷害一般,True,"Average Hit Rate, Average Armour-Piercing Damage",,命中率一般，穿甲傷害一般,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_hand_ji,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_javelin_throwers_woodwatert2,近距，穿甲傷害高，射擊速率一般,True,"Short Range, High Armour-Piercing Damage, Average Reload",,近距，穿甲傷害高，射擊速率一般,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_javelin_throwers,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_mob_blackt2,命中率低，穿甲傷害低,True,"Low Hit Rate, Low Armour-Piercing Damage",,命中率低，穿甲傷害低,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_mob,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_polearm_cavalry_blackt2,側擊，衝擊，追擊,True,"Flank, Charge, Chase",,側擊，衝擊，追擊,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_polearm_cavalry,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_polearm_cavalry_firewoodt2,側擊，衝擊，追擊,True,"Flank, Charge, Chase",,側擊，衝擊，追擊,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_polearm_cavalry,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_polearm_cavalry_metaleartht2,側擊，衝擊，追擊,True,"Flank, Charge, Chase",,側擊，衝擊，追擊,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_polearm_cavalry,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_polearm_cavalry_woodwatert2,側擊，衝擊，追擊,True,"Flank, Charge, Chase",,側擊，衝擊，追擊,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_polearm_cavalry,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_polearm_infantry_blackt2,反騎兵，穿甲傷害一般,True,"Anti-Cavalry, Average Armour-Piercing Damage",,反騎兵，穿甲傷害一般,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_polearm_infantry,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_polearm_infantry_firewoodt2,反騎兵，穿甲傷害一般,True,"Anti-Cavalry, Average Armour-Piercing Damage",,反騎兵，穿甲傷害一般,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_polearm_infantry,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_polearm_infantry_metaleartht2,反騎兵，穿甲傷害一般,True,"Anti-Cavalry, Average Armour-Piercing Damage",,反騎兵，穿甲傷害一般,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_polearm_infantry,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_polearm_infantry_woodwatert2,反騎兵，穿甲傷害一般,True,"Anti-Cavalry, Average Armour-Piercing Damage",,反騎兵，穿甲傷害一般,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_polearm_infantry,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_ranged_cavalry_blackt2,散兵，追擊,True,"Skirmish, Chase",,散兵，追擊,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_ranged_cavalry,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_ranged_cavalry_firewatert2,散兵，追擊,True,"Skirmish, Chase",,散兵，追擊,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_ranged_cavalry,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_ranged_cavalry_firewoodt2,散兵，追擊,True,"Skirmish, Chase",,散兵，追擊,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_ranged_cavalry,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_ranged_cavalry_metaleartht2,散兵，追擊,True,"Skirmish, Chase",,散兵，追擊,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_ranged_cavalry,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_ranged_cavalry_metalwatert2,散兵，追擊,True,"Skirmish, Chase",,散兵，追擊,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_ranged_cavalry,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_ranged_cavalry_woodwatert2,散兵，追擊,True,"Skirmish, Chase",,散兵，追擊,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_ranged_cavalry,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_ranged_infantry_blackt2,遠距，穿甲傷害低，射擊速率快,True,"Long Range, Low Armour-Piercing Damage, Fast Reload",,遠距，穿甲傷害低，射擊速率快,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_ranged_infantry,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_ranged_infantry_firewoodt2,遠距，穿甲傷害低，射擊速率快,True,"Long Range, Low Armour-Piercing Damage, Fast Reload",,遠距，穿甲傷害低，射擊速率快,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_ranged_infantry,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_ranged_infantry_metaleartht2,遠距，穿甲傷害低，射擊速率快,True,"Long Range, Low Armour-Piercing Damage, Fast Reload",,遠距，穿甲傷害低，射擊速率快,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_ranged_infantry,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_ranged_infantry_metalwatert2,遠距，穿甲傷害低，射擊速率快,True,"Long Range, Low Armour-Piercing Damage, Fast Reload",,遠距，穿甲傷害低，射擊速率快,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_ranged_infantry,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_ranged_infantry_woodwatert2,遠距，穿甲傷害低，射擊速率快,True,"Long Range, Low Armour-Piercing Damage, Fast Reload",,遠距，穿甲傷害低，射擊速率快,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_ranged_infantry,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_slingers_blackt2,中距，穿甲傷害低，射擊速率快,True,"Medium Range, Low Armour-Piercing Damage, Fast Reload",,中距，穿甲傷害低，射擊速率快,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_slingers,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_spear_cavalry_blackt2,側擊，衝擊，追擊,True,"Flank, Charge, Chase",,側擊，衝擊，追擊,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_spear_cavalry,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_spear_cavalry_firewoodt2,側擊，衝擊，追擊,True,"Flank, Charge, Chase",,側擊，衝擊，追擊,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_spear_cavalry,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_spear_cavalry_metaleartht2,側擊，衝擊，追擊,True,"Flank, Charge, Chase",,側擊，衝擊，追擊,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_spear_cavalry,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_spear_cavalry_woodwatert2,側擊，衝擊，追擊,True,"Flank, Charge, Chase",,側擊，衝擊，追擊,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_spear_cavalry,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_spear_infantry_blackt2,反騎兵，穿甲傷害低,True,"Anti-Cavalry, Low Armour-Piercing Damage",,反騎兵，穿甲傷害低,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_spear_infantry,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_spear_infantry_firewoodt2,反騎兵，穿甲傷害低,True,"Anti-Cavalry, Low Armour-Piercing Damage",,反騎兵，穿甲傷害低,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_spear_infantry,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_spear_infantry_metaleartht2,反騎兵，穿甲傷害低,True,"Anti-Cavalry, Low Armour-Piercing Damage",,反騎兵，穿甲傷害低,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_spear_infantry,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_spear_infantry_woodeartht2,反騎兵，穿甲傷害低,True,"Anti-Cavalry, Low Armour-Piercing Damage",,反騎兵，穿甲傷害低,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_spear_infantry,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_spear_infantry_woodwatert2,反騎兵，穿甲傷害低,True,"Anti-Cavalry, Low Armour-Piercing Damage",,反騎兵，穿甲傷害低,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_spear_infantry,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_sword_cavalry_blackt2,側擊，衝擊，追擊,True,"Flank, Charge, Chase",,側擊，衝擊，追擊,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_sword_cavalry,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_sword_cavalry_firewoodt2,側擊，衝擊，追擊,True,"Flank, Charge, Chase",,側擊，衝擊，追擊,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_sword_cavalry,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_sword_cavalry_metaleartht2,側擊，衝擊，追擊,True,"Flank, Charge, Chase",,側擊，衝擊，追擊,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_sword_cavalry,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_sword_cavalry_firemetalt2,側擊，衝擊，追擊,True,"Flank, Charge, Chase",,側擊，衝擊，追擊,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_sword_cavalry,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_sword_cavalry_woodwatert2,側擊，衝擊，追擊,True,"Flank, Charge, Chase",,側擊，衝擊，追擊,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_sword_cavalry,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_sword_infantry_blackt2,命中率一般，穿甲傷害一般,True,"Average Hit Rate, Average Armour-Piercing Damage",,命中率一般，穿甲傷害一般,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_sword_infantry,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_sword_infantry_eartht2,命中率一般，穿甲傷害一般,True,"Average Hit Rate, Average Armour-Piercing Damage",,命中率一般，穿甲傷害一般,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_sword_infantry,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_sword_infantry_firewoodt2,命中率一般，穿甲傷害一般,True,"Average Hit Rate, Average Armour-Piercing Damage",,命中率一般，穿甲傷害一般,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_sword_infantry,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_sword_infantry_metaleartht2,命中率一般，穿甲傷害一般,True,"Average Hit Rate, Average Armour-Piercing Damage",,命中率一般，穿甲傷害一般,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_sword_infantry,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_sword_infantry_woodwatert2,命中率一般，穿甲傷害一般,True,"Average Hit Rate, Average Armour-Piercing Damage",,命中率一般，穿甲傷害一般,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_sword_infantry,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_sword_cavalry_earthfiret2,側擊，衝擊，追擊,True,"Flank, Charge, Chase",,側擊，衝擊，追擊,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_sword_cavalry,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_axe_cavalry_earthfiret2,側擊，衝擊，追擊,True,"Flank, Charge, Chase",,側擊，衝擊，追擊,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_axe_cavalry,hv_TEXT_unit_ui_group_t2.loc
,,False,,,,,,,Missing,#VALUE!,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_onscreen_hv_unit_ui_grouping_combined_glaive_firewatert2,複合武器步兵（部曲）,True,Combined Weapons Infantry (Buqu),,複合武器步兵（部曲）,,,,Mapped by text,ui_unit_groupings_onscreen_hv_unit_ui_grouping_combined_glaive,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_onscreen_hv_unit_ui_grouping_dw_sword_firemetalt2,雙劍步兵（部曲）,True,Dual Wield Sword Infantry (Buqu),,雙劍步兵（部曲）,,,,Mapped by text,ui_unit_groupings_onscreen_hv_unit_ui_grouping_dw_sword,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_onscreen_hv_unit_ui_grouping_javelin_throwers_watert2,擲鋋兵（部曲）,True,Javelin Throwers (Buqu),,擲鋋兵（部曲）,,,,Mapped by text,ui_unit_groupings_onscreen_hv_unit_ui_grouping_javelin_throwers,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_combined_glaive_firewatert2,使用多種武器，多重角色,True,"Using Various Weapons, Multi-Role",,使用多種武器，多重角色,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_combined_glaive,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_dw_sword_firemetalt2,命中率高，穿甲傷害一般,True,"High Hit Rate, Average Armour-Piercing Damage",,命中率高，穿甲傷害一般,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_dw_sword,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_javelin_throwers_watert2,近距，穿甲傷害高，射擊速率一般,True,"Short Range, High Armour-Piercing Damage, Average Reload",,近距，穿甲傷害高，射擊速率一般,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_javelin_throwers,hv_TEXT_unit_ui_group_t2.loc
,,False,,,,,,,Missing,#VALUE!,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_onscreen_hv_unit_ui_grouping_blowpipes_metalwatert2,吹箭兵（部曲）,False,Blowpipes (Buqu),,吹箭兵（部曲）,,,,Mapped by text,ui_unit_groupings_onscreen_hv_unit_ui_grouping_blowpipes,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_blowpipes_metalwatert2,近距，穿甲傷害低，射擊速率快,True,"Short Range, Low Armour-Piercing Damage, Fast Reload",,近距，穿甲傷害低，射擊速率快,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_blowpipes,hv_TEXT_unit_ui_group_t2.loc
,,False,,,,,,,Missing,#VALUE!,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_onscreen_hv_unit_ui_grouping_sword_cavalry_earthwatert2,持劍騎兵（部曲）,False,Sword Cavalry (Buqu),,持劍騎兵（部曲）,,,,Mapped by text,ui_unit_groupings_onscreen_hv_unit_ui_grouping_sword_cavalry,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_sword_cavalry_earthwatert2,側擊，衝擊，追擊,True,"Flank, Charge, Chase",,側擊，衝擊，追擊,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_sword_cavalry,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_onscreen_hv_unit_ui_grouping_combined_long_woodeartht2,複合武器步兵（部曲）,False,Combined Weapons Infantry (Buqu),,複合武器步兵（部曲）,,,,Mapped by text,ui_unit_groupings_onscreen_hv_unit_ui_grouping_combined_long,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_combined_long_woodeartht2,使用多種武器，多重角色,True,"Using Various Weapons, Multi-Role",,使用多種武器，多重角色,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_combined_long,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_onscreen_hv_unit_ui_grouping_polearm_infantry_woodeartht2,持戟步兵（部曲）,False,Ji Infantry (Buqu),,持戟步兵（部曲）,,,,Mapped by text,ui_unit_groupings_onscreen_hv_unit_ui_grouping_polearm_infantry,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_polearm_infantry_woodeartht2,反騎兵，穿甲傷害一般,True,"Anti-Cavalry, Average Armour-Piercing Damage",,反騎兵，穿甲傷害一般,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_polearm_infantry,hv_TEXT_unit_ui_group_t2.loc
,,False,,,,,,,Missing,#VALUE!,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_onscreen_hv_unit_ui_grouping_axe_cavalry_earthwatert2,持斧騎兵（部曲）,True,Hafted Weapon Cavalry (Buqu),,持斧騎兵（部曲）,,,,Mapped by text,ui_unit_groupings_onscreen_hv_unit_ui_grouping_axe_cavalry,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_axe_cavalry_earthwatert2,側擊，衝擊，追擊,True,"Flank, Charge, Chase",,側擊，衝擊，追擊,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_axe_cavalry,hv_TEXT_unit_ui_group_t2.loc
,,False,,,,,,,Missing,#VALUE!,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_onscreen_hv_unit_ui_grouping_axe_infantry_firemetalt2,持斧步兵（部曲）,False,Hafted Weapon Infantry (Buqu),,持斧步兵（部曲）,,,,Mapped by text,ui_unit_groupings_onscreen_hv_unit_ui_grouping_axe_infantry,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_onscreen_hv_unit_ui_grouping_2h_blunt_firemetalt2,持斧步兵（部曲）,False,Hafted Weapon Infantry (Buqu),,持斧步兵（部曲）,,,,Mapped by text,ui_unit_groupings_onscreen_hv_unit_ui_grouping_2h_blunt,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_onscreen_hv_unit_ui_grouping_dw_blunt_firemetalt2,雙斧步兵（部曲）,False,Dual Wield Hafted Weapon Infantry (Buqu),,雙斧步兵（部曲）,,,,Mapped by text,ui_unit_groupings_onscreen_hv_unit_ui_grouping_dw_blunt,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_onscreen_hv_unit_ui_grouping_artillery_earthwatert2,遠程砲兵,False,Artillery,,遠程砲兵,砲兵,,,Mapped by text,ui_unit_groupings_onscreen_hv_unit_ui_grouping_artillery,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_onscreen_hv_unit_ui_grouping_machine_crossbow_earthwatert2,弩炮,False,Crossbow Artillery,,弩炮,弩砲兵,,,Mapped by text,ui_unit_groupings_onscreen_hv_unit_ui_grouping_machine_crossbow,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_onscreen_hv_unit_ui_grouping_crossbow_infantry_earthwatert2,持弩步兵（部曲）,False,Crossbow Infantry (Buqu),,持弩步兵（部曲）,,,,Mapped by text,ui_unit_groupings_onscreen_hv_unit_ui_grouping_crossbow_infantry,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_axe_infantry_firemetalt2,命中率一般，穿甲傷害高,False,"Average Hit Rate, High Armour-Piercing Damage",,命中率一般，穿甲傷害高,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_axe_infantry,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_2h_blunt_firemetalt2,命中率低，穿甲傷害高，破盾,False,"Low Hit Rate, High Armour-Piercing Damage, Break Enemy's Shield",,命中率低，穿甲傷害高，破盾,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_2h_blunt,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_dw_blunt_firemetalt2,命中率高，穿甲傷害高,False,"High Hit Rate, High Armour-Piercing Damage",,命中率高，穿甲傷害高,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_dw_blunt,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_artillery_earthwatert2,遠距，攻城,False,"Long Range, Siege",,遠距，攻城,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_artillery,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_machine_crossbow_earthwatert2,遠距，反騎兵,False,"Long Range, Anti-Cavalry",,遠距，反騎兵,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_machine_crossbow,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_crossbow_infantry_earthwatert2,遠距，穿甲傷害高，射擊速率慢,False,"Long Range, High Armour-Piercing Damage, Slow Reload",,遠距，穿甲傷害高，射擊速率慢,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_crossbow_infantry,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_onscreen_hv_unit_ui_grouping_spear_cavalry_earthfiret2,持槍騎兵（部曲）,False,Spear Cavalry (Buqu),,持槍騎兵（部曲）,,,,Mapped by text,ui_unit_groupings_onscreen_hv_unit_ui_grouping_spear_cavalry,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_spear_cavalry_earthfiret2,側擊，衝擊，追擊,False,"Flank, Charge, Chase",,側擊，衝擊，追擊,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_spear_cavalry,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_onscreen_hv_unit_ui_grouping_combined_long_blackt2,複合武器步兵（部曲）,True,Combined Weapons Infantry (Buqu),,複合武器步兵（部曲）,,,,Mapped by text,ui_unit_groupings_onscreen_hv_unit_ui_grouping_combined_long,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_combined_long_blackt2,使用多種武器，多重角色,True,"Using Various Weapons, Multi-Role",,使用多種武器，多重角色,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_combined_long,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_onscreen_hv_unit_ui_grouping_gunpowder_infantry_blackt2,火器步兵（部曲）,True,Gunpowder Infantry (Buqu),,火器步兵（部曲）,,,,Mapped by text,ui_unit_groupings_onscreen_hv_unit_ui_grouping_gunpowder_infantry,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_gunpowder_infantry_blackt2,箭矢打擊士氣,True,Morale Shock Projectile,,箭矢打擊士氣,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_gunpowder_infantry,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_onscreen_hv_unit_ui_grouping_javelin_throwers_blackt2,擲鋋兵（部曲）,True,Javelin Throwers (Buqu),,擲鋋兵（部曲）,,,,Mapped by text,ui_unit_groupings_onscreen_hv_unit_ui_grouping_javelin_throwers,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_tooltip_hv_unit_ui_grouping_javelin_throwers_blackt2,近距，穿甲傷害高，射擊速率一般,True,"Short Range, High Armour-Piercing Damage, Average Reload",,近距，穿甲傷害高，射擊速率一般,,,,Mapped by text,ui_unit_groupings_tooltip_hv_unit_ui_grouping_javelin_throwers,hv_TEXT_unit_ui_group_t2.loc
ui_unit_groupings_onscreen_3k_main_unit_glaive_infantry_metalt2,大刀步兵（部曲）,False,Glaive Infantry (Buqu),,大刀步兵（部曲）,,,,Mapped by text,ui_unit_groupings_onscreen_3k_main_unit_glaive_infantry,hv_TEXT_unit_ui_group_t2_VM.loc
ui_unit_groupings_onscreen_3k_main_unit_axe_cavalry_eartht2,持斧騎兵（部曲）,False,Hafted Weapon Cavalry (Buqu),,持斧騎兵（部曲）,,,,Mapped by text,ui_unit_groupings_onscreen_3k_main_unit_axe_cavalry,hv_TEXT_unit_ui_group_t2_VM.loc
ui_unit_groupings_onscreen_3k_main_unit_crossbow_infantry_watert2,持弩步兵（部曲）,False,Crossbow Infantry (Buqu),,持弩步兵（部曲）,,,,Mapped by text,ui_unit_groupings_onscreen_3k_main_unit_crossbow_infantry,hv_TEXT_unit_ui_group_t2_VM.loc
ui_unit_groupings_onscreen_3k_main_unit_polearm_cavalry_firet2,持戟騎兵（部曲）,False,Ji Cavalry (Buqu),,持戟騎兵（部曲）,,,,Mapped by text,ui_unit_groupings_onscreen_3k_main_unit_polearm_cavalry,hv_TEXT_unit_ui_group_t2_VM.loc
ui_unit_groupings_onscreen_3k_dlc06_unit_juggernaut_blackt2,火獸車（部曲）,False,Juggernaut (Buqu),,火獸車（部曲）,,,,Mapped by text,ui_unit_groupings_onscreen_3k_dlc06_unit_juggernaut,hv_TEXT_unit_ui_group_t2_VM.loc
