Text,Count,MappedByText,MappedByPattern,File
You have barely any influence.,1,沒有多少影響力。,,hv_TEXT_effects_pooled_resource.loc.tsv
You hire a Sogdian mercenary group.,1,您雇傭了一隊粟特傭兵。,,hv_TEXT_events.loc.tsv
You just turned her away.,26,,,[04]__MTU_events___Concubine.loc.tsv
You made Cai Yan your concubine - your tales would be intertwined.,1,,,[04]__MTU_events___Concubine.loc.tsv
You made Da Qiao your concubine - you joined together in perfect unison.,1,,,[04]__MTU_events___Concubine.loc.tsv
You made Diaochan your concubine - such a legendary beauty must be yours.,1,,,[04]__MTU_events___Concubine.loc.tsv
You made Dong Peishan your concubine - she would do any deed to ensure your rise.,1,,,[04]__MTU_events___Concubine.loc.tsv
You made Empress He your concubine - an Emperor she shall serve again.,1,,,[04]__MTU_events___Concubine.loc.tsv
"You made Guan Yinping your concubine - men doggedly pursued her, but only you proved worthy.",1,,,[04]__MTU_events___Concubine.loc.tsv
You made Hou Jinting your concubine - her experience from the empire’s edge will be invaluable.,1,,,[04]__MTU_events___Concubine.loc.tsv
You made Hua Lanli your concubine - it is you who pulled the strings this time.,1,,,[04]__MTU_events___Concubine.loc.tsv
You made Lady Bian your concubine - her qualities are those of a great Empress.,1,,,[04]__MTU_events___Concubine.loc.tsv
You made Lady Du your concubine - her beauty was breathtaking.,1,,,[04]__MTU_events___Concubine.loc.tsv
"You made Lady Feng your concubine - with your protection, she will flourish and grow.",1,,,[04]__MTU_events___Concubine.loc.tsv
You made Lady Mi your concubine - you always need more honest and devoted people around you.,1,,,[04]__MTU_events___Concubine.loc.tsv
You made Lady Trieu your wife - her strength and spirit is indomitable!,1,,,[04]__MTU_events___Concubine.loc.tsv
You made Lady Wu your concubine - her strength and grace alone could bind a faction together.,1,,,[04]__MTU_events___Concubine.loc.tsv
You made Lady Yuan Anyang your concubine - she could be as formidable as her family name.,1,,,[04]__MTU_events___Concubine.loc.tsv
You made Lady Zhen your concubine - a beauty coveted by all and you were no different.,1,,,[04]__MTU_events___Concubine.loc.tsv
You made Lady Zhurong your concubine - her fiery spirit could provide a much needed spark.,1,,,[04]__MTU_events___Concubine.loc.tsv
You made Lu Zheng your concubine - a boost to both your court and your armies.,1,,,[04]__MTU_events___Concubine.loc.tsv
"You made Lü Ji your concubine - peerless in pedigree, her strength could be infinite.",1,,,[04]__MTU_events___Concubine.loc.tsv
You made Ma Yunlu your concubine - quite possibly the second coming of Lady Fu Hao.,1,,,[04]__MTU_events___Concubine.loc.tsv
You made Sun Ren your concubine - her fire and passion would forever be in your blood.,1,,,[04]__MTU_events___Concubine.loc.tsv
You made Xiao Qiao your concubine - her consent was music to your ears.,1,,,[04]__MTU_events___Concubine.loc.tsv
You made Yijian Liting your concubine - she would assist you in seeking your own ambitions.,1,,,[04]__MTU_events___Concubine.loc.tsv
You made Zhang Xueer your concubine - truly an Empress in the making.,1,,,[04]__MTU_events___Concubine.loc.tsv
You made Zheng Jiang your concubine - she’s an irresistible force who cannot be refused.,1,,,[04]__MTU_events___Concubine.loc.tsv
You made Zheng Lan your concubine - better with you than against.,1,,,[04]__MTU_events___Concubine.loc.tsv
You may now recruit Danyang units,1,,您現在可以招募：丹陽單位,hv_TEXT_events.loc.tsv
You may now recruit Ironfist Cavalry,1,,您現在可以招募：鐵拳騎兵,hv_TEXT_events.loc.tsv
You may now recruit Jingchu units,1,,您現在可以招募：荊楚單位,hv_TEXT_events.loc.tsv
You may now recruit Xiliang units,1,,您現在可以招募：西涼單位,hv_TEXT_events.loc.tsv
"You may now recruit {{tr:hv_unit_qingzhou_hand_ji_infantry}}, {{tr:hv_unit_qingzhou_2h_axe_infantry}}, {{tr:hv_unit_qingzhou_raider_cavalry}}.",1,您現在可以招募：{{tr:hv_unit_qingzhou_hand_ji_infantry}}，{{tr:hv_unit_qingzhou_2h_axe_infantry}}，{{tr:hv_unit_qingzhou_raider_cavalry}}。,,hv_TEXT_events.loc.tsv
You may now recruit {{tr:hv_unit_warrior_monks}},1,,您現在可以招募：{{tr:hv_unit_warrior_monks}},hv_TEXT_events.loc.tsv
You may now recruit {{tr:hv_unit_white_tiger_warriors}},1,,您現在可以招募：{{tr:hv_unit_white_tiger_warriors}},hv_TEXT_events.loc.tsv
You may now recruit {{tr:hv_unit_yuan_rong_crossbowmen}}.,1,,您現在可以招募：{{tr:hv_unit_yuan_rong_crossbowmen}}。,hv_TEXT_events.loc.tsv
"You refused to hand over Wang Yun and his family to them. Then the rebels are furious, and they're going through the whole country!",1,你拒絕交出王允。反賊大怒，縱兵四處劫掠。,,[dummy]__MTU_dummy.loc.tsv
You refused to pay the barbarian for his atrocities against you and your people. Many were captured - how could you put her above them all?,1,,,[04]__MTU_events___Cai_family.loc.tsv
You reject their offer and send them away.,1,,,[04]__MTU_events__Common.loc.tsv
You rule your domain with military efficiency.,1,以軍隊的效率治理領地。,,hv_TEXT_effects_pooled_resource.loc.tsv
"You send an envoy to deliver the price in gold and bring Cai Yan back, but her face does not shine brightly as she leaves her children behind.",1,,,[04]__MTU_events___Cai_family.loc.tsv
"You, along with a few attendants, climbed a mountain and held the ceremony. That night, the golden star seemed to shimmer even more brilliantly than before. A few weeks later, you receive a letter from an old friend informing you that a woman named Lady Trieu has joined forces with another faction and has been active near the Southern Coast.",1,,,[04]__MTU_events__Common.loc.tsv
Young Blood,3,,血氣方剛,hv_TEXT_unit_abilities.loc.tsv
Young Dragon Blade,1,,,[02]__MTU_items__Weapons.loc.tsv
Your attendant will assemble volunteers for military service.,1,您的隨從將去募集兵員。,,hv_TEXT_skills_additional.loc.tsv
Your attendant will help to expand the settlement. ,1,您的隨從將協助擴張此城鎮。,,hv_TEXT_skills_additional.loc.tsv
"Your attendant will manage court affairs, streamlining bureaucracy.",1,您的隨從將管理宮廷事務，精簡政務。,,hv_TEXT_skills_additional.loc.tsv
"Your attendant will personally manage all construction projects within the commandery, ensuring that any building endeavours are carried out with maximum efficiency.",1,,,hv_TEXT_skills_additional.loc.tsv
Your attendant will seek recruits for the local garrison.,1,您的隨從將爲此地駐軍尋找新兵。,,hv_TEXT_skills_additional.loc.tsv
"Your attendant will sell the horses you've bred, for a fine sum.",1,您的隨從會將您所養的馬匹以高價賣出。,,hv_TEXT_pooled_resource.loc.tsv
Your attendant will stimulate local markets by selling reserve surplus.,1,,,hv_TEXT_skills_additional.loc.tsv
Your attendant will support your army in enemy territory.,1,您的隨從將在敵方領土支援您的軍隊。,,hv_TEXT_skills_additional.loc.tsv
Your followers are few.,1,跟隨您的人寥寥無幾。,,hv_TEXT_effects_pooled_resource.loc.tsv
"Your messengers report a remarkable story. A trader spotted a Han woman living amongst the Xiongnu and identified her as Cai Yan, the daughter of the grand scholar Cai Yong. It seems she was forced to marry a chieftain of the Xiongnu. Perhaps someone could convince this chieftain to free Cai Yan. One of your scouts has already left to investigate...",3,信使來報，有商販在匈奴營中發現一位中土女眷，正是名士蔡邕之女蔡琰，已沦为匈奴左賢王女奴。匈奴王或許願意放了蔡琰，你的一個探子已經前去調查……,,hv_TEXT_events.loc.tsv
Your spirit will be remembered forever.,3,,將士們的所做所爲將流芳百世！,[03]__MTU_skills__Passive_buff.loc.tsv
Youthful Vigor,4,,稚虎,[03]__MTU_skills__Passive_buff.loc.tsv
Youxia,1,,,hv_TEXT_unit_text_replacements.loc.tsv
Yuan,1,,,[05]__MTU_sys__Names.loc.tsv
Yuan Anyang,2,,袁氏,[01]__MTU_generals__Water_strategist.loc.tsv
Yuan Anyang's Silver Embroidered Garments,1,,袁氏的银色绣服,[02]__MTU_items__Armour.loc.tsv
Yuan Anyang’s grace and personality exude warmth.,2,,,[03]__MTU_skills__Passive_buff.loc.tsv
Yuan Anyang’s unabating beauty encourages the soldiers and drives them to fight more passionately.,1,,,[03]__MTU_skills__Passive_buff.loc.tsv
Yuan Rong Crossbow,1,元戎弩,,hv_TEXT_events.loc.tsv
Yuan Rong Crossbowmen,1,,元戎弩兵,hv_TEXT_unit_text_replacements.loc.tsv
Yuan Shang,1,,袁尚,hv_TEXT_cb_loadout.loc.tsv
Yuan Shao,1,,袁紹,hv_TEXT_cb_loadout.loc.tsv
Yuan Shu,1,,,hv_TEXT_cb_loadout.loc.tsv
Yuan Shu's army follows your faction.,1,袁術之兵將追隨於您。,,hv_TEXT_events.loc.tsv
Yuan Tan,1,,袁譚,hv_TEXT_cb_loadout.loc.tsv
Yuan Yao's Armour,1,,袁耀的護甲,hv_TEXT_ceo_career.loc.tsv
Yue Freemen,1,,越族自由人,hv_TEXT_unit_text_replacements.loc.tsv
Yue Jin,1,,,hv_TEXT_cb_loadout.loc.tsv
Yue Remnants,1,,越族殘黨,hv_TEXT_unit_text_replacements.loc.tsv
Yunlu,1,,,[05]__MTU_sys__Names.loc.tsv
Zealots of the Way,1,,,hv_TEXT_unit_text_replacements.loc.tsv
Zhang Bang's Armour,1,,張方的護甲,hv_TEXT_ceo_career.loc.tsv
"Zhang Bao charges mightily into the enemy, heedless of any dangers.",2,,「亮以張苞爲虎翼將軍，杖前右護衛使。」,[03]__MTU_skills__Passive_buff.loc.tsv
Zhang Bao's Armour,1,,,[02]__MTU_items__Armour.loc.tsv
Zhang Fang,3,,張方,hv_TEXT_cb_loadout.loc.tsv
Zhang Fei,1,,,hv_TEXT_cb_loadout.loc.tsv
Zhang Fei's burly howl can rout an entire regiment!,1,,張飛仰天長嘯，使敵軍士氣潰散！,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
Zhang He,1,,,hv_TEXT_cb_loadout.loc.tsv
Zhang Kai,1,,,hv_TEXT_cb_loadout.loc.tsv
Zhang Liao,1,,,hv_TEXT_cb_loadout.loc.tsv
Zhang Lu's Armour,1,,,hv_TEXT_ceo_career.loc.tsv
Zhang Xueer,2,,張氏,[01]__MTU_generals__Fire_vanguard.loc.tsv
Zhang Xueer's Armour,1,,張氏的護甲,[02]__MTU_items__Armour.loc.tsv
"Zhang Xueer, the daughter of the wild Zhang Fei, has joined our faction. Upon meeting the young maiden, it was difficult to fathom that such a vision could be the offspring of the acclaimed general known for drinking excessively and flying into an uncontrollable rage. Soon, however, you could see her father through those feminine charms - the defiance in her voice or the courage to take on any task, no matter the difficulty or danger. And now, a choice of potential peril, the wrath of her legendary father and fierce brother, or, perhaps, endless reward.",1,,,[04]__MTU_events___Concubine.loc.tsv
Zhang Xun,3,,張勳,hv_TEXT_cb_loadout.loc.tsv
Zhang Xun's Armour,1,,張勳的護甲,[02]__MTU_items__Armour.loc.tsv
Zhang Yan,1,,,hv_TEXT_cb_loadout.loc.tsv
Zhao Yun,1,,,hv_TEXT_cb_loadout.loc.tsv
"Zhao Yun has been appointed ""Tiger General""",1,,,[04]__MTU_events__Common.loc.tsv
Zhao Yun’s Mighty Tiger Armour,1,,,[02]__MTU_items__Armour.loc.tsv
Zheng Jiang,1,,,hv_TEXT_cb_loadout.loc.tsv
"Zheng Jiang has selected her most ferocious bandits to act as her ‘Fists of the Bandit Queen’; their role is to act as shock-troops, sneaking behind enemy lines to terrify foes with surprise attacks early in the battle. \\n\\n Each carries a heavy fu axe in each hand, and the wounds dealt by them can be catastrophic. Striking terror requires these troops to be without fear themselves, but also means they can tend to be undisciplined and difficult to control once their blood is hot with battle",1,,,hv_TEXT_unit_long_desc.loc.tsv
Zheng Lan,2,,鄭蘭,[01]__MTU_generals__Metal_sentienl.loc.tsv
Zheng Lan's Armour,1,,鄭蘭的護甲,[02]__MTU_items__Armour.loc.tsv
Zhong Royal Guard Cavalry,1,仲氏羽林騎,,hv_TEXT_unit_text_replacements.loc.tsv
Zhou Tai,1,,,hv_TEXT_cb_loadout.loc.tsv
Zhou Yu,2,,,hv_TEXT_cb_loadout.loc.tsv
Zhou Yu's zeal is enough to inspire others.,2,,「性度恢廓，實奇才也。」,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
"Zhou Yu, also known as “Mei Zhou Long” for his striking appearance and loyalty, was befriended by Sun Ce at an early age. Young Zhou Yu once successfully persuaded Sun Ce and Lady Wu to move closer and become neighbors. Now, with war raging throughout the Han Empire, it’s time for Zhou Yu to join Sun Ce.",1,,,[04]__MTU_events__Common.loc.tsv
Zhou the Youth,6,,美周郎,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
Zhu Tu and Zhu Beng have witnessed first-hand how power steadily corrupted their former friend Zheng Jiang.,2,,不臣之士，話裏藏刀。,[03]__MTU_skills__Active_buff.loc.tsv
Zhuge Liang,1,,,hv_TEXT_cb_loadout.loc.tsv
Zhuge Liang has brilliantly engineered a new weapon. It is a crossbow that fires several bolts simultaneously to overwhelm the enemy.,1,諸葛亮精心設計出一種新武器。這是一種能夠同時射出多枚箭矢的弩弓，可以壓制敵人。,,hv_TEXT_events.loc.tsv
Zhuge Liang predicts the wind through study of the world.,1,,諸葛亮對自然萬物觀察細微而能預知風向。,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
Zong Bu,1,宗部序列,,hv_TEXT_building.loc.tsv
Zou Yuan,1,,鄒氏,[01]__MTU_generals__Water_strategist.loc.tsv
[[b]]%+n%[[/b]] additional melee hit bonus,3,,近戰命中加成[[b]]%+n%[[/b]],hv_TEXT_etc.loc.tsv
[[b]]%+n%[[/b]] additional melee hit bonus for Militia units,1,,義勇單位近戰命中加成[[b]]%+n%[[/b]],hv_TEXT_effects_technology.loc.tsv
[[b]]%+n%[[/b]] additional melee hit bonus for melee infantry,1,,近戰步兵近戰命中加成[[b]]%+n%[[/b]],hv_TEXT_skills_basic.loc.tsv
[[b]]%+n%[[/b]] additional melee hit bonus in enemy territory,1,,敵方領土内近戰命中加成[[b]]%+n%[[/b]],hv_TEXT_effects_skills.loc.tsv
[[b]]%+n%[[/b]] additional melee hit bonus in own territory,1,,我方領土内近戰命中加成[[b]]%+n%[[/b]],hv_TEXT_effects_skills.loc.tsv
[[b]]%+n%[[/b]] ammunition for missile cavalry,1,,,[03]__MTU_skills___Effect.loc.tsv
[[b]]%+n%[[/b]] ammunition for ranged units,1,,,hv_TEXT_skills_attributes.loc.tsv
[[b]]%+n%[[/b]] armour cost for Yue units,1,,越族單位護甲費用[[b]]%+n%[[/b]],hv_TEXT_effects_technology.loc.tsv
[[b]]%+n%[[/b]] armour for melee infantry,1,,近戰步兵護甲[[b]]%+n%[[/b]],hv_TEXT_skills_additional.loc.tsv
[[b]]%+n%[[/b]] battle running speed for cavalry units,1,,騎兵單位戰場奔跑速度[[b]]%+n%[[/b]],hv_TEXT_effects_skills.loc.tsv
[[b]]%+n%[[/b]] battle running speed for heavy infantry units,1,,重型步兵單位戰場奔跑速度[[b]]%+n%[[/b]],hv_TEXT_effects_skills.loc.tsv
[[b]]%+n%[[/b]] battle running speed for light Infantry,1,,輕型步兵戰場奔跑速度[[b]]%+n%[[/b]],hv_TEXT_skills_basic.loc.tsv
[[b]]%+n%[[/b]] building conversion cost,1,,建築改造花費[[b]]%+n%[[/b]],hv_TEXT_effects_technology.loc.tsv
[[b]]%+n%[[/b]] campaign sight,1,,,hv_TEXT_skills_attributes.loc.tsv
[[b]]%+n%[[/b]] character experience,1,,,hv_TEXT_skills_attributes.loc.tsv
[[b]]%+n%[[/b]] character salary,1,,,hv_TEXT_events_rules.loc.tsv
[[b]]%+n%[[/b]] charge bonus for Mounted Archer units,1,,弓騎兵單位衝鋒加成[[b]]%+n%[[/b]],hv_TEXT_effects_technology.loc.tsv
[[b]]%+n%[[/b]] charge bonus for black mountain bandit units,1,,黑山匪徒單位衝鋒加成[[b]]%+n%[[/b]],hv_TEXT_effects_pooled_resource.loc.tsv
[[b]]%+n%[[/b]] charge speed for melee infantry,1,,近戰步兵衝鋒速度[[b]]%+n%[[/b]],hv_TEXT_skills_additional.loc.tsv
[[b]]%+n%[[/b]] charge speed for shock cavalry,1,,突擊騎兵衝鋒速度[[b]]%+n%[[/b]],hv_TEXT_skills_additional.loc.tsv
[[b]]%+n%[[/b]] construction cost (other ethnic groups),1,,,hv_TEXT_effects_technology.loc.tsv
[[b]]%+n%[[/b]] corruption,1,,,hv_TEXT_skills_attributes.loc.tsv
[[b]]%+n%[[/b]] damage resistance for Xianchenying,1,,陷陣營傷害抵抗力[[b]]%+n%[[/b]],hv_TEXT_effects_ceo.loc.tsv
[[b]]%+n%[[/b]] food production,2,,,hv_TEXT_skills_attributes.loc.tsv
[[b]]%+n%[[/b]] general's bodyguard size,1,,,hv_TEXT_skills_attributes.loc.tsv
[[b]]%+n%[[/b]] health,1,,生命值[[b]]%+n%[[/b]],hv_TEXT_skills_attributes.loc.tsv
[[b]]%+n%[[/b]] health recovery for characters,1,,人物生命值回復[[b]]%+n%[[/b]],hv_TEXT_effects_skills.loc.tsv
[[b]]%+n%[[/b]] income from looting settlements and post-battle loot,1,,戰後擄掠收入[[b]]%+n%[[/b]],hv_TEXT_events_rules.loc.tsv
[[b]]%+n%[[/b]] mass for cavalry units,2,,騎兵單位質量[[b]]%+n%[[/b]],hv_TEXT_effects_pooled_resource.loc.tsv
[[b]]%+n%[[/b]] melee attack rate for black mountain bandit units,1,,黑山匪徒單位近戰攻擊速率[[b]]%+n%[[/b]],hv_TEXT_effects_pooled_resource.loc.tsv
[[b]]%+n%[[/b]] melee attack rate for melee infantry,1,,近戰步兵近戰攻擊速率[[b]]%+n%[[/b]],hv_TEXT_skills_attributes.loc.tsv
[[b]]%+n%[[/b]] missile block chance,1,,遠程格擋機率[[b]]%+n%[[/b]],hv_TEXT_effects_skills.loc.tsv
[[b]]%+n%[[/b]] missile range,1,,射程[[b]]%+n%[[/b]],hv_TEXT_effects_skills.loc.tsv
[[b]]%+n%[[/b]] missile resistance for cavalry,1,,騎兵遠程阻擋[[b]]%+n%[[/b]],hv_TEXT_skills_attributes.loc.tsv
[[b]]%+n%[[/b]] missile resistance for cavalry units,1,,騎兵單位遠程阻擋[[b]]%+n%[[/b]],hv_TEXT_effects_technology.loc.tsv
[[b]]%+n%[[/b]] missile resistance for infantry units,1,,步兵單位遠程阻擋[[b]]%+n%[[/b]],hv_TEXT_effects_skills.loc.tsv
[[b]]%+n%[[/b]] missile resistance for spear units,1,,槍兵單位遠程阻擋[[b]]%+n%[[/b]],hv_TEXT_effects_skills.loc.tsv
[[b]]%+n%[[/b]] move speed for Buqu units,1,,部曲單位移動速度[[b]]%+n%[[/b]],hv_TEXT_effects_technology.loc.tsv
[[b]]%+n%[[/b]] move speed for Elite units,1,,精銳單位移動速度[[b]]%+n%[[/b]],hv_TEXT_effects_technology.loc.tsv
[[b]]%+n%[[/b]] ranged block chance for all cavalry,1,,所有騎兵遠程格擋機率[[b]]%+n%[[/b]],hv_TEXT_skills_additional.loc.tsv
[[b]]%+n%[[/b]] ranged block chance for melee infantry,1,,近戰步兵遠程格擋機率[[b]]%+n%[[/b]],hv_TEXT_skills_additional.loc.tsv
[[b]]%+n%[[/b]] ranged block chance for shock cavalry,1,,突擊騎兵遠程格擋機率[[b]]%+n%[[/b]],hv_TEXT_skills_additional.loc.tsv
[[b]]%+n%[[/b]] ranged damage for missile cavalry,1,,,[03]__MTU_skills___Effect.loc.tsv
[[b]]%+n%[[/b]] recruitment cost for Buqu units,2,,部曲單位招募費用[[b]]%+n%[[/b]],hv_TEXT_effects_progression.loc.tsv
[[b]]%+n%[[/b]] recruitment cost for Elite units,2,,精銳單位招募費用[[b]]%+n%[[/b]],hv_TEXT_effects_progression.loc.tsv
[[b]]%+n%[[/b]] recruitment cost for Mounted Archer units,1,,弓騎兵單位招募費用[[b]]%+n%[[/b]],hv_TEXT_effects_technology.loc.tsv
[[b]]%+n%[[/b]] recruitment cost for Nomad units,1,,游牧單位招募費用[[b]]%+n%[[/b]],hv_TEXT_effects_technology.loc.tsv
[[b]]%+n%[[/b]] recruitment cost for Royal Guard units,1,,禁衛單位招募費用[[b]]%+n%[[/b]],hv_TEXT_effects_progression.loc.tsv
[[b]]%+n%[[/b]] recruitment cost for Yue units,1,,越族單位招募費用[[b]]%+n%[[/b]],hv_TEXT_effects_technology.loc.tsv
[[b]]%+n%[[/b]] recruitment cost for captain retinues,1,,校尉部曲招募費用[[b]]%+n%[[/b]],hv_TEXT_effects_ceo.loc.tsv
[[b]]%+n%[[/b]] redeployment cost,2,,,hv_TEXT_skills_attributes.loc.tsv
[[b]]%+n%[[/b]] replenishment for Buqu units,1,,部曲單位補員速率[[b]]%+n%[[/b]],hv_TEXT_effects_technology.loc.tsv
[[b]]%+n%[[/b]] replenishment for Danyang units,2,,丹陽單位補員速率[[b]]%+n%[[/b]],hv_TEXT_effects_building.loc.tsv
[[b]]%+n%[[/b]] replenishment for Elite units,1,,精銳單位補員速率[[b]]%+n%[[/b]],hv_TEXT_effects_technology.loc.tsv
[[b]]%+n%[[/b]] replenishment for Ironfist Cavalry,1,,鐵拳騎兵補員速率[[b]]%+n%[[/b]],hv_TEXT_region_army.loc.tsv
[[b]]%+n%[[/b]] replenishment for Jingchu units,1,,荊楚單位補員速率[[b]]%+n%[[/b]],hv_TEXT_region_army.loc.tsv
[[b]]%+n%[[/b]] replenishment for Militia units,1,,義勇單位補員速率[[b]]%+n%[[/b]],hv_TEXT_effects_technology.loc.tsv
[[b]]%+n%[[/b]] replenishment for Nomad units,1,,游牧單位補員速率[[b]]%+n%[[/b]],hv_TEXT_effects_technology.loc.tsv
[[b]]%+n%[[/b]] replenishment for Royal Guard units,2,,禁衛單位補員速率[[b]]%+n%[[/b]],hv_TEXT_effect_faction.loc.tsv
[[b]]%+n%[[/b]] replenishment for Xiliang units,1,,西涼單位補員速率[[b]]%+n%[[/b]],hv_TEXT_region_army.loc.tsv
[[b]]%+n%[[/b]] replenishment for Yue units,1,,越族單位補員速率[[b]]%+n%[[/b]],hv_TEXT_effects_technology.loc.tsv
[[b]]%+n%[[/b]] replenishment for black mountain bandit units,1,,黑山匪徒單位補員速率[[b]]%+n%[[/b]],hv_TEXT_effects_pooled_resource.loc.tsv
[[b]]%+n%[[/b]] replenishment for cavalry units,1,,騎兵單位補員速率[[b]]%+n%[[/b]],hv_TEXT_effects_pooled_resource.loc.tsv
[[b]]%+n%[[/b]] replenishment for characters,1,,人物補員速率[[b]]%+n%[[/b]],hv_TEXT_effects_technology.loc.tsv
[[b]]%+n%[[/b]] replenishment for the Northern Army units,1,,北軍單位補員速率[[b]]%+n%[[/b]],hv_TEXT_effect_faction.loc.tsv
[[b]]%+n%[[/b]] speed for melee cavalry,1,,近戰騎兵速度[[b]]%+n%[[/b]],hv_TEXT_skills_additional.loc.tsv
[[b]]%+n%[[/b]] speed for ranged units,1,,遠程單位速度[[b]]%+n%[[/b]],hv_TEXT_skills_additional.loc.tsv
[[b]]%+n%[[/b]] trade influence,1,,,hv_TEXT_events_rules.loc.tsv
[[b]]%+n%[[/b]] upkeep cost for captain retinues,1,,校尉部曲維持費[[b]]%+n%[[/b]],hv_TEXT_effects_ceo.loc.tsv
[[b]]%+n%[[/b]] upkeep for Buqu units,1,,部曲單位維持費[[b]]%+n%[[/b]],hv_TEXT_effects_progression.loc.tsv
[[b]]%+n%[[/b]] upkeep for Danyang units,1,,丹陽單位維持費[[b]]%+n%[[/b]],hv_TEXT_effects_ceo.loc.tsv
[[b]]%+n%[[/b]] upkeep for Elite units,1,,精銳單位維持費[[b]]%+n%[[/b]],hv_TEXT_effects_progression.loc.tsv
[[b]]%+n%[[/b]] upkeep for House Servant and Local Noble units,1,,家僕及豪族單位維持費[[b]]%+n%[[/b]],hv_TEXT_effects_building.loc.tsv
[[b]]%+n%[[/b]] upkeep for Nomad units,1,,游牧單位維持費[[b]]%+n%[[/b]],hv_TEXT_effects_technology.loc.tsv
[[b]]%+n%[[/b]] upkeep for Royal Guard units,1,,禁衛單位維持費[[b]]%+n%[[/b]],hv_TEXT_effects_progression.loc.tsv
[[b]]%+n%[[/b]] upkeep for Xianchenying,1,,陷陣營維持費[[b]]%+n%[[/b]],hv_TEXT_effects_ceo.loc.tsv
[[b]]%+n%[[/b]] upkeep for Yue units,1,,越族單位維持費[[b]]%+n%[[/b]],hv_TEXT_effects_technology.loc.tsv
[[b]]%+n%[[/b]] upkeep for black mountain bandit units,1,,黑山匪徒單位維持費[[b]]%+n%[[/b]],hv_TEXT_effects_pooled_resource.loc.tsv
[[b]]%+n%[[/b]] weapon damage for polearm infantry,1,,持戟步兵武器傷害[[b]]%+n%[[/b]],hv_TEXT_skills_attributes.loc.tsv
[[b]]%+n[[/b]] black mountain,2,,黑山[[b]]%+n[[/b]],hv_TEXT_effects_pooled_resource.loc.tsv
[[b]]%+n[[/b]] charge bonus for Danyang units,1,,丹陽單位衝鋒加成[[b]]%+n[[/b]],hv_TEXT_effects_ceo.loc.tsv
[[b]]%+n[[/b]] charge bonus for Xianchenying,1,,陷陣營衝鋒加成[[b]]%+n[[/b]],hv_TEXT_effects_ceo.loc.tsv
[[b]]%+n[[/b]] charge bonus for Yue units,1,,越族單位衝鋒加成[[b]]%+n[[/b]],hv_TEXT_effects_technology.loc.tsv
[[b]]%+n[[/b]] charge bonus for cavalry,1,,騎兵衝鋒加成[[b]]%+n[[/b]],hv_TEXT_skills_attributes.loc.tsv
[[b]]%+n[[/b]] charge bonus for melee cavalry,1,,近戰騎兵衝鋒加成[[b]]%+n[[/b]],hv_TEXT_skills_additional.loc.tsv
[[b]]%+n[[/b]] charge bonus for melee infantry,1,,近戰步兵衝鋒加成[[b]]%+n[[/b]],hv_TEXT_skills_additional.loc.tsv
[[b]]%+n[[/b]] construction time,1,,,hv_TEXT_events_rules.loc.tsv
[[b]]%+n[[/b]] diplomatic relation with all factions,1,,與所有派系的外交關係[[b]]%+n[[/b]],hv_TEXT_events_rules.loc.tsv
[[b]]%+n[[/b]] food distribution,1,,糧食配給[[b]]%+n[[/b]],hv_TEXT_etc.loc.tsv
[[b]]%+n[[/b]] horse breeding,1,,養馬[[b]]%+n[[/b]],hv_TEXT_effects_pooled_resource.loc.tsv
[[b]]%+n[[/b]] horse breeding per turn,1,,每回合養馬[[b]]%+n[[/b]],hv_TEXT_effects_pooled_resource.loc.tsv
[[b]]%+n[[/b]] melee evasion,1,,近戰迴避[[b]]%+n[[/b]],hv_TEXT_skills_attributes.loc.tsv
[[b]]%+n[[/b]] melee evasion for Buqu units,1,,部曲單位近戰迴避[[b]]%+n[[/b]],hv_TEXT_effects_technology.loc.tsv
[[b]]%+n[[/b]] melee evasion for Militia units,1,,義勇單位近戰迴避[[b]]%+n[[/b]],hv_TEXT_effects_technology.loc.tsv
[[b]]%+n[[/b]] melee evasion for shock cavalry,1,,突擊騎兵近戰迴避[[b]]%+n[[/b]],hv_TEXT_skills_basic.loc.tsv
[[b]]%+n[[/b]] melee evasion in enemy territory,1,,敵方領土内近戰迴避[[b]]%+n[[/b]],hv_TEXT_effects_skills.loc.tsv
[[b]]%+n[[/b]] melee evasion in own territory,1,,我方領土内近戰迴避[[b]]%+n[[/b]],hv_TEXT_effects_skills.loc.tsv
[[b]]%+n[[/b]] melee hit bonus for Buqu units,1,,部曲單位近戰命中率加成[[b]]%+n[[/b]],hv_TEXT_effects_technology.loc.tsv
[[b]]%+n[[/b]] military supplies,1,,軍事物資補給[[b]]%+n[[/b]],hv_TEXT_skills_attributes.loc.tsv
[[b]]%+n[[/b]] morale for Buqu units,1,,部曲單位士氣[[b]]%+n[[/b]],hv_TEXT_effects_technology.loc.tsv
[[b]]%+n[[/b]] morale for Militia units,1,,義勇單位士氣[[b]]%+n[[/b]],hv_TEXT_effects_technology.loc.tsv
[[b]]%+n[[/b]] morale for Nomad units,1,,游牧單位士氣[[b]]%+n[[/b]],hv_TEXT_effects_technology.loc.tsv
[[b]]%+n[[/b]] morale for Yue units,1,,越族單位士氣[[b]]%+n[[/b]],hv_TEXT_effects_technology.loc.tsv
