,Short Key,Key,Text,Tooltip,File
4170,,land_units_onscreen_name_3k_dlc07_unit_wood_northern_spear_guards,{{tr:3k_dlc07_unit_wood_northern_spear_guards}},True,text/_hvo/hv_TEXT_unit_name.loc
4171,,land_units_onscreen_name_3k_dlc07_unit_earth_northern_veteran_sabre_cavalry,{{tr:3k_dlc07_unit_earth_northern_veteran_sabre_cavalry}},True,text/_hvo/hv_TEXT_unit_name.loc
4172,,land_units_onscreen_name_3k_dlc07_unit_fire_northern_veteran_lancers,{{tr:3k_dlc07_unit_fire_northern_veteran_lancers}},True,text/_hvo/hv_TEXT_unit_name.loc
4173,,land_units_onscreen_name_3k_dlc07_unit_metal_northern_veteran_sabre_infantry,{{tr:3k_dlc07_unit_metal_northern_veteran_sabre_infantry}},True,text/_hvo/hv_TEXT_unit_name.loc
4174,,land_units_onscreen_name_3k_dlc07_unit_wood_northern_veteran_ji_infantry,{{tr:3k_dlc07_unit_wood_northern_veteran_ji_infantry}},True,text/_hvo/hv_TEXT_unit_name.loc
4175,,land_units_onscreen_name_3k_dlc07_unit_wood_northern_veteran_spears,{{tr:3k_dlc07_unit_wood_northern_veteran_spears}},True,text/_hvo/hv_TEXT_unit_name.loc
4176,,land_units_onscreen_name_3k_dlc07_unit_earth_tiger_cubs,{{tr:3k_dlc07_unit_earth_tiger_cubs}},True,text/_hvo/hv_TEXT_unit_name.loc
4177,,land_units_onscreen_name_3k_dlc07_unit_water_dongzhoubing_marksmen,{{tr:3k_dlc07_unit_water_dongzhoubing_marksmen}},True,text/_hvo/hv_TEXT_unit_name.loc
4178,,land_units_onscreen_name_3k_dlc07_unit_wood_dongzhoubing_defenders,{{tr:3k_dlc07_unit_wood_dongzhoubing_defenders}},True,text/_hvo/hv_TEXT_unit_name.loc
4179,,land_units_onscreen_name_hv_unit_enforcer_archer_cavalry,{{tr:hv_unit_enforcer_archer_cavalry}},True,text/_hvo/hv_TEXT_unit_name.loc
4180,,land_units_onscreen_name_hv_unit_yuan_vanguards,{{tr:hv_unit_yuan_vanguards}},True,text/_hvo/hv_TEXT_unit_name.loc
4181,,land_units_onscreen_name_hv_unit_yuan_rearguards,{{tr:hv_unit_yuan_rearguards}},True,text/_hvo/hv_TEXT_unit_name.loc
4182,,land_units_onscreen_name_hv_unit_guanxibing_spearmen,{{tr:hv_unit_guanxibing_spearmen}},True,text/_hvo/hv_TEXT_unit_name.loc
4183,,land_units_onscreen_name_hv_unit_guanxibing_swordsmen,{{tr:hv_unit_guanxibing_swordsmen}},True,text/_hvo/hv_TEXT_unit_name.loc
4184,,land_units_onscreen_name_hv_unit_sword_guards_of_the_eight_talents,{{tr:hv_unit_sword_guards_of_the_eight_talents}},True,text/_hvo/hv_TEXT_unit_name.loc
4185,,land_units_onscreen_name_hv_unit_ji_guards_of_the_eight_talents,{{tr:hv_unit_ji_guards_of_the_eight_talents}},True,text/_hvo/hv_TEXT_unit_name.loc
4186,,land_units_onscreen_name_hv_unit_chen_spear_defenders,{{tr:hv_unit_chen_spear_defenders}},True,text/_hvo/hv_TEXT_unit_name.loc
4187,,land_units_onscreen_name_hv_unit_chen_crossbow_defenders,{{tr:hv_unit_chen_crossbow_defenders}},True,text/_hvo/hv_TEXT_unit_name.loc
4188,,land_units_onscreen_name_hv_unit_chen_rep_crossbow_defenders,{{tr:hv_unit_chen_rep_crossbow_defenders}},True,text/_hvo/hv_TEXT_unit_name.loc
4189,,land_units_onscreen_name_3k_dlc07_hv_unit_northern_elite_2h_sword_infantry,{{tr:3k_dlc07_hv_unit_northern_elite_2h_sword_infantry}},True,text/_hvo/hv_TEXT_unit_name.loc
4190,,land_units_onscreen_name_hv_unit_imperial_guards,{{tr:hv_unit_imperial_guards}},True,text/_hvo/hv_TEXT_unit_name.loc
4191,,land_units_onscreen_name_hv_unit_bandits_elite_fire_fiends,{{tr:hv_unit_bandits_elite_fire_fiends}},True,text/_hvo/hv_TEXT_unit_name.loc
4192,,land_units_onscreen_name_hv_unit_trebuchet_ytr,{{tr:hv_unit_trebuchet}},True,text/_hvo/hv_TEXT_unit_name.loc
4193,,land_units_onscreen_name_hv_unit_multiple_bolt_crossbow_ytr,{{tr:hv_unit_multiple_bolt_crossbow}},True,text/_hvo/hv_TEXT_unit_name.loc
4194,,ui_text_replacements_localised_text_hv_tr_fire,[[img:ui/skins/default/character_bust_element_fire.png]][[/img]] Fire,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4195,,ui_text_replacements_localised_text_hv_tr_earth,[[img:ui/skins/default/character_bust_element_earth.png]][[/img]] Earth,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4196,,ui_text_replacements_localised_text_hv_tr_wood,[[img:ui/skins/default/character_bust_element_wood.png]][[/img]] Wood,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4197,,ui_text_replacements_localised_text_hv_tr_metal,[[img:ui/skins/default/character_bust_element_metal.png]][[/img]] Metal,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4198,,ui_text_replacements_localised_text_hv_tr_water,[[img:ui/skins/default/character_bust_element_water.png]][[/img]] Water,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4199,,ui_text_replacements_localised_text_hv_unit_militia_sabre_infantry,Militia Sabre Infantry,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4200,,ui_text_replacements_localised_text_hv_unit_militia_ji_infantry,Militia Ji Infantry,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4201,,ui_text_replacements_localised_text_hv_unit_militia_archers,Militia Archers,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4202,,ui_text_replacements_localised_text_hv_unit_buqu_sabre_infantry,Buqu Sabre Infantry,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4203,,ui_text_replacements_localised_text_hv_unit_buqu_axemen,Buqu Axemen,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4204,,ui_text_replacements_localised_text_hv_unit_buqu_2h_axemen,Buqu Long Axemen,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4205,,ui_text_replacements_localised_text_hv_unit_buqu_spearmen,Buqu Spearmen,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4206,,ui_text_replacements_localised_text_hv_unit_buqu_ji_infantry,Buqu Ji Infantry,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4207,,ui_text_replacements_localised_text_hv_unit_buqu_archers,Buqu Archers,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4208,,ui_text_replacements_localised_text_hv_unit_buqu_crossbowmen,Buqu Crossbowmen,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4209,,ui_text_replacements_localised_text_hv_unit_buqu_rep_crossbowmen,Buqu Repeating Crossbowmen,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4210,,ui_text_replacements_localised_text_hv_unit_buqu_2h_spear_cavalry,Buqu Lancer Cavalry,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4211,,ui_text_replacements_localised_text_hv_unit_buqu_sabre_cavalry,Buqu Sabre Cavalry,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4212,,ui_text_replacements_localised_text_hv_unit_buqu_raid_cavalry,Buqu Raid Cavalry,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4213,,ui_text_replacements_localised_text_hv_unit_buqu_archer_cavalry,Buqu Mounted Archers,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4214,,ui_text_replacements_localised_text_hv_unit_elite_swordsmen,Elite Swordsmen,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4215,,ui_text_replacements_localised_text_hv_unit_elite_2h_axemen,Elite Long Axemen,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4216,,ui_text_replacements_localised_text_hv_unit_elite_2h_swordsmen,Elite Zhanmajian Infantry,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4217,,ui_text_replacements_localised_text_hv_unit_elite_spearmen,Elite Spearmen,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4218,,ui_text_replacements_localised_text_hv_unit_elite_2h_spearmen,Elite Long Spearmen,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4219,,ui_text_replacements_localised_text_hv_unit_elite_ji_infantry,Elite Ji Infantry,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4220,,ui_text_replacements_localised_text_hv_unit_elite_heavy_bow_archers,Elite Heavy Bow Archers,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4221,,ui_text_replacements_localised_text_hv_unit_elite_crossbowmen,Elite Crossbowmen,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4222,,ui_text_replacements_localised_text_hv_unit_elite_rep_crossbowmen,Elite Repeating Crossbowmen,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4223,,ui_text_replacements_localised_text_hv_unit_elite_sword_cavalry,Elite Sword Cavalry,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4224,,ui_text_replacements_localised_text_hv_unit_elite_2h_spear_cavalry,Elite Lancer Cavalry,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4225,,ui_text_replacements_localised_text_hv_unit_elite_barded_2h_spear_cavalry,Elite Lancer Cataphracts,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4226,,ui_text_replacements_localised_text_hv_unit_xiliang_buqu_hand_ji_infantry,Xiliang Buqu Hand-Ji Infantry,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4227,,ui_text_replacements_localised_text_hv_unit_xiliang_buqu_spearmen,Xiliang Buqu Spearmen,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4228,,ui_text_replacements_localised_text_hv_unit_xiliang_buqu_ji_infantry,Xiliang Buqu Ji Infantry,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4229,,ui_text_replacements_localised_text_hv_unit_xiliang_buqu_crossbowmen,Xiliang Buqu Crossbowmen,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4230,,ui_text_replacements_localised_text_hv_unit_xiliang_buqu_rep_crossbowmen,Xiliang Buqu Repeating Crossbowmen,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4231,,ui_text_replacements_localised_text_hv_unit_xiliang_buqu_spear_cavalry,Xiliang Buqu Lancer Cavalry,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4232,,ui_text_replacements_localised_text_hv_unit_xiliang_buqu_sabre_cavalry,Xiliang Buqu Sabre Cavalry,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4233,,ui_text_replacements_localised_text_hv_unit_xiliang_buqu_archer_cavalry,Xiliang Buqu Mounted Archers,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4234,,ui_text_replacements_localised_text_hv_unit_xiliang_elite_2h_swordsmen,Xiliang Elite Zhanmajian Infantry,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4235,,ui_text_replacements_localised_text_hv_unit_xiliang_elite_spearmen,Xiliang Elite Spearmen,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4236,,ui_text_replacements_localised_text_hv_unit_xiliang_elite_enforcers,Enforcer Troop Archers,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4237,,ui_text_replacements_localised_text_hv_unit_xiliang_elite_mace_cavalry,Xiliang Elite Assault Cavalry,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4238,,ui_text_replacements_localised_text_hv_unit_xiliang_elite_barded_2h_spear_cavalry,Xiliang Elite Lancer Cataphracts,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4239,,ui_text_replacements_localised_text_hv_unit_xiliang_elite_crossbowmen,Xiliang Elite Crossbowmen,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4240,,ui_text_replacements_localised_text_hv_unit_xiliang_elite_ji_cavalry,Xiliang Elite Ji Cavalry,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4241,,ui_text_replacements_localised_text_hv_unit_jingchou_buqu_caltrop_infantry,Jingchu Buqu Caltrop Throwers,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4242,,ui_text_replacements_localised_text_hv_unit_jingchou_buqu_axemen,Jingchu Buqu Axemen,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4243,,ui_text_replacements_localised_text_hv_unit_jingchou_buqu_2h_axemen,Jingchu Buqu Long Axemen,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4244,,ui_text_replacements_localised_text_hv_unit_jingchou_buqu_2h_spearmen,Jingchu Buqu Spearmen,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4245,,ui_text_replacements_localised_text_hv_unit_jingchou_buqu_archers,Jingchu Buqu Archers,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4246,,ui_text_replacements_localised_text_hv_unit_jingchou_buqu_2h_spear_cavalry,Jingchu Buqu Lancer Cavalry,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4247,,ui_text_replacements_localised_text_hv_unit_jingchou_buqu_sabre_cavalry,Jingchu Buqu Sabre Cavalry,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4248,,ui_text_replacements_localised_text_hv_unit_northern_mace_cavalry,Frontier Assault Cavalry,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4249,,ui_text_replacements_localised_text_hv_unit_northern_spear_cavalry,Frontier Lancer Cavalry,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4250,,ui_text_replacements_localised_text_hv_unit_ironfist_barded_2h_spear_cavalry,Ironfist Lancer Cataphracts,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4251,,ui_text_replacements_localised_text_hv_unit_chen_peacekeepers_halberd_infantry,Chen Halberd Peacekeepers,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4252,,ui_text_replacements_localised_text_hv_unit_chen_peacekeepers_crossbowmen,Chen Crossbow Peacekeepers,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4253,,ui_text_replacements_localised_text_hv_unit_chen_royal_guard_cavalry,Chen Royal Guard Cavalry,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4254,,ui_text_replacements_localised_text_hv_unit_jei_fan_infantry,Jei Fan Infantry,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4255,,ui_text_replacements_localised_text_hv_unit_blue_turban_infantry,Blue Turbans,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4256,,ui_text_replacements_localised_text_hv_unit_yuan_sword_infantry,Buqu Swordsmen of Yuan,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4257,,ui_text_replacements_localised_text_hv_unit_yuan_ji_guards,Household Ji Guards of Yuan,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4258,,ui_text_replacements_localised_text_hv_unit_militia_scout_cavalry,Veteran Militia Cavalry,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4259,,ui_text_replacements_localised_text_hv_unit_buqu_of_the_left,Buqu of the Left General,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4260,,ui_text_replacements_localised_text_hv_unit_militia_black_mountain_outlaws,Outlaws of Black Mountain,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4261,,ui_text_replacements_localised_text_hv_unit_militia_taishan_outlaws,Taishan Batters,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4262,,ui_text_replacements_localised_text_hv_unit_militia_white_tiger_outlaws,White Tiger Strays,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4263,,ui_text_replacements_localised_text_hv_unit_bandits_axe_infantry,Bandit Warriors,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4264,,ui_text_replacements_localised_text_hv_unit_bandits_2h_spear_infantry,Bandit Spear Gang,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4265,,ui_text_replacements_localised_text_hv_unit_bandits_archers,Bandit Hunters,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4266,,ui_text_replacements_localised_text_hv_unit_bandits_2h_spear_cavalry,Bandit Raiders,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4267,,ui_text_replacements_localised_text_hv_unit_bandits_sabre_cavalry,Bandit Marauders,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4268,,ui_text_replacements_localised_text_hv_unit_taishan_phantoms,Taishan Phantoms,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4269,,ui_text_replacements_localised_text_hv_unit_taishan_poison_wind,Taishan Poison Wind Archers,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4270,,ui_text_replacements_localised_text_hv_unit_black_mountain_bandits,Black Mountain Bandits Axemen,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4271,,ui_text_replacements_localised_text_hv_unit_white_tiger_bandits,White Tiger Bandits,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4272,,ui_text_replacements_localised_text_hv_unit_yue_freemen,Yue Freemen,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4273,,ui_text_replacements_localised_text_hv_unit_nomad_gang_cavalry,Nomad Gang,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4274,,ui_text_replacements_localised_text_hv_unit_bandits_elite_iron_walls,Iron Walls,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4275,,ui_text_replacements_localised_text_hv_unit_bandits_elite_cunning_monkeys,Cunning Monkeys,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4276,,ui_text_replacements_localised_text_hv_unit_bandits_elite_two_blades,Two Blades,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4277,,ui_text_replacements_localised_text_hv_unit_bandits_elite_jia_long,Dragonlings,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4278,,ui_text_replacements_localised_text_hv_unit_bandits_elite_blood_seekers,Blood Seekers,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4279,,ui_text_replacements_localised_text_hv_unit_bandits_elite_ren_xia,Ren Xia,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4280,,ui_text_replacements_localised_text_hv_unit_bandits_elite_you_shi_cavalry,You Shi,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4281,,ui_text_replacements_localised_text_hv_unit_swallow_cavalry,Barn Swallows,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4282,,ui_text_replacements_localised_text_hv_unit_iron_fists_of_the_bandit_queen,Fists of the Bandit Queen,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4283,,ui_text_replacements_localised_text_hv_unit_white_tiger_guardsmen,White Tiger Guardsmen,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4284,,ui_text_replacements_localised_text_hv_unit_tiger_and_leopard_cavalry,Tiger & Leopard Cavalry,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4285,,ui_text_replacements_localised_text_hv_unit_tiger_and_leopard_barded_cavalry,Tiger & Leopard Cataphracts,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4286,,ui_text_replacements_localised_text_hv_unit_white_feathers,White Feathers,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4287,,ui_text_replacements_localised_text_hv_unit_porcupine_crossbowmen,Porcupine Crossbowmen,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4288,,ui_text_replacements_localised_text_hv_unit_zhong_royal_guard,Zhong Royal Guard Cavalry,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4289,,ui_text_replacements_localised_text_hv_unit_jianan_hand_ji_infantry,Jianan Vigilante Hand-Ji Infantry,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4290,,ui_text_replacements_localised_text_hv_unit_jianan_archers,Jianan Vigilante Archers,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4291,,ui_text_replacements_localised_text_hv_unit_stray_artisans,Wandering Artisans,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4292,,ui_text_replacements_localised_text_hv_unit_fellows_of_the_oath,Oath Fellows,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4293,,ui_text_replacements_localised_text_hv_unit_handmaid_guard,Handmaid Guards,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4294,,ui_text_replacements_localised_text_hv_unit_xian_chen_ying,Xian Chen Ying,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4295,,ui_text_replacements_localised_text_hv_unit_han_volunteer_spearmen,Han Provincial Spearmen,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4296,,ui_text_replacements_localised_text_hv_unit_han_volunteer_rep_crossbowmen,Han Provincial Repeating Crossbowmen,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4297,,ui_text_replacements_localised_text_hv_unit_hidden_assault_infantry,Hidden Assaults,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4298,,ui_text_replacements_localised_text_hv_unit_qingzhou_hand_ji_infantry,Qingzhou Hand-Ji Infantry,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4299,,ui_text_replacements_localised_text_hv_unit_qingzhou_2h_axe_infantry,Qingzhou Long Axe Infantry,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4300,,ui_text_replacements_localised_text_hv_unit_white_horse_fellows,White Horse Fellows,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4301,,ui_text_replacements_localised_text_hv_unit_yuan_rong_crossbowmen,Yuan Rong Crossbowmen,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4302,,ui_text_replacements_localised_text_hv_unit_dan_yang_infantry,Danyang Veterans,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4303,,ui_text_replacements_localised_text_hv_unit_ytr_peasant_warriors,Peasant Warriors,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4304,,ui_text_replacements_localised_text_hv_unit_ytr_peasant_spearmen,Peasant Spearmen,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4305,,ui_text_replacements_localised_text_hv_unit_ytr_peasant_archers,Peasant Archers,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4306,,ui_text_replacements_localised_text_hv_unit_ytr_militia_of_virtue,Militia of Virtue,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4307,,ui_text_replacements_localised_text_hv_unit_ytr_yellow_sky_heralds,Yellow Sky Heralds,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4308,,ui_text_replacements_localised_text_hv_unit_ytr_chanters,Chanters,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4309,,ui_text_replacements_localised_text_hv_unit_ytr_yellow_turban_warriors,Yellow Turban Warriors,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4310,,ui_text_replacements_localised_text_hv_unit_ytr_yellow_turban_spearmen,Yellow Turban Spearmen,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4311,,ui_text_replacements_localised_text_hv_unit_ytr_yellow_turban_archers,Yellow Turban Archers,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4312,,ui_text_replacements_localised_text_hv_unit_ytr_yellow_turban_horsemen,Yellow Turban Horsemen,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4313,,ui_text_replacements_localised_text_hv_unit_ytr_gallants_of_the_people,Gallants of the People,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4314,,ui_text_replacements_localised_text_hv_unit_ytr_peoples_warband,People's Warband,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4315,,ui_text_replacements_localised_text_hv_unit_ytr_bringers_of_righteousness,Bringers of Righteousness,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4316,,ui_text_replacements_localised_text_hv_unit_ytr_men_of_the_forest,Men of the Forest,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4317,,ui_text_replacements_localised_text_hv_unit_ytr_venerable_wu,Venerable Wu,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4318,,ui_text_replacements_localised_text_hv_unit_ytr_huanglao_s_paragons,Huanglao's Paragons,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4319,,ui_text_replacements_localised_text_hv_unit_ytr_zealots_of_the_way,Zealots of the Way,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4320,,ui_text_replacements_localised_text_hv_unit_ytr_reclaimers,Reclaimers,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4321,,ui_text_replacements_localised_text_hv_unit_ytr_horseback_huntsmen,Horseback Huntsmen,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4322,,ui_text_replacements_localised_text_hv_unit_ytr_poachers,Poachers,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4323,,ui_text_replacements_localised_text_hv_unit_ytr_youxia,Youxia,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4324,,ui_text_replacements_localised_text_hv_unit_ytr_righteous_vanguards,Righteous Vanguards,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4325,,ui_text_replacements_localised_text_hv_unit_ytr_yaoguai_hunters,Yaoguai Hunters,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4326,,ui_text_replacements_localised_text_hv_unit_ytr_archery_masters,Archery Masters,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4327,,ui_text_replacements_localised_text_hv_unit_ytr_jaizi_raiders,Jaizi Raiders,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4328,,ui_text_replacements_localised_text_hv_unit_ytr_exemplars_of_the_tao,Exemplars of the Tao,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4329,,ui_text_replacements_localised_text_hv_unit_ytr_guardians_of_the_land,Guardians of the Land,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4330,,ui_text_replacements_localised_text_hv_unit_ytr_the_lands_chosen,The Land's Chosen,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4331,,ui_text_replacements_localised_text_hv_unit_ytr_arm_of_the_supreme_peace,Arm of the Supreme Peace,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4332,,ui_text_replacements_localised_text_hv_unit_ytr_scholar_warriors,Scholar Warriors,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4333,,ui_text_replacements_localised_text_hv_unit_ytr_virtuous_noblemen,Virtous Noblemen,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4334,,ui_text_replacements_localised_text_hv_unit_ytr_chosen_of_the_eight_immortals,Chosen of the Eight Immortals,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4335,,ui_text_replacements_localised_text_hv_unit_ytr_messengers_of_heaven,Messengers of Heaven,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4336,,ui_text_replacements_localised_text_hv_unit_ytr_tyrant_slayers,Tyrant Slayers,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4337,,ui_text_replacements_localised_text_hv_unit_ytr_white_wave_veterans,White Wave Veterans,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4338,,ui_text_replacements_localised_text_hv_unit_ytr_white_wave_horsemen,White Wave Horsemen,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4339,,ui_text_replacements_localised_text_hv_unit_protectors_of_heaven,Protectors of Heaven,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4340,,ui_text_replacements_localised_text_hv_unit_defenders_of_earth,Defenders of Earth,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4341,,ui_text_replacements_localised_text_hv_unit_protectors_of_heaven_might,Protectors of Heaven,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4342,,ui_text_replacements_localised_text_hv_unit_defenders_of_earth_might,Defenders of Earth,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4343,,ui_text_replacements_localised_text_hv_unit_yellow_dragons,Yellow Dragons,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4344,,ui_text_replacements_localised_text_hv_unit_azure_dragons,Azure Dragons,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
4345,,ui_text_replacements_localised_text_hv_unit_pearl_dragons,Pearl Dragons,True,text/_hvo/hv_TEXT_unit_text_replacements.loc
