Key,Text,Tooltip,English,Source,OverrideByKey,MappedByPattern,MappedByText,Iascus,Vanilla,Leiwai,Procrastinator,PikaMan,Mtu,File
ui_unit_groupings_onscreen_hv_unit_ui_grouping_machine_crossbow_earthwatert1,弩炮,False,Crossbow Artillery,MappedByText,,,弩炮,弩炮,弩砲兵,,弩炮,,,hv_TEXT_unit_ui_group_t1.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_machine_crossbow_earthwatert2,弩炮,False,Crossbow Artillery,MappedByText,,,弩炮,弩炮,弩砲兵,,弩炮,,,hv_TEXT_unit_ui_group_t2.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_machine_crossbow_earthwatert3,弩炮,False,Crossbow Artillery,MappedByText,,,弩炮,弩炮,弩砲兵,,弩炮,,,hv_TEXT_unit_ui_group_t3.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_machine_crossbow_woodwatert2ytr,弩炮,False,Crossbow Artillery,MappedByText,,,弩炮,,弩砲兵,,,,,hv_TEXT_unit_ui_group_t2.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_mob_blackt1,暴民（義勇）,True,Mob (Militia),MappedByPattern,,暴民（義勇）,,暴民（義勇）,,,暴民（民兵）,,,hv_TEXT_unit_ui_group_t1.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_mob_blackt2,暴民（部曲）,True,Mob (Buqu),MappedByPattern,,暴民（部曲）,,暴民（部曲）,,,暴民（正卒）,,,hv_TEXT_unit_ui_group_t2.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_mob_blackt3,暴民（精銳）,True,Mob (Elite),MappedByPattern,,暴民（精銳）,,暴民（精銳）,,,暴民（精銳）,,,hv_TEXT_unit_ui_group_t3.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_polearm_cavalry_blackt1,持戟騎兵（義勇）,True,Ji Cavalry (Militia),MappedByPattern,,持戟騎兵（義勇）,,持戟騎兵（義勇）,,,持戟騎兵（民兵）,,,hv_TEXT_unit_ui_group_t1.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_polearm_cavalry_blackt2,持戟騎兵（部曲）,True,Ji Cavalry (Buqu),MappedByPattern,,持戟騎兵（部曲）,,持戟騎兵（部曲）,,,持戟騎兵（正卒）,,,hv_TEXT_unit_ui_group_t2.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_polearm_cavalry_blackt3,持戟騎兵（精銳）,True,Ji Cavalry (Elite),MappedByPattern,,持戟騎兵（精銳）,,持戟騎兵（精銳）,,,持戟騎兵（精銳）,,,hv_TEXT_unit_ui_group_t3.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_polearm_cavalry_firewoodt1,持戟騎兵（義勇）,True,Ji Cavalry (Militia),MappedByPattern,,持戟騎兵（義勇）,,持戟騎兵（義勇）,,,持戟騎兵（民兵）,,,hv_TEXT_unit_ui_group_t1.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_polearm_cavalry_firewoodt2,持戟騎兵（部曲）,True,Ji Cavalry (Buqu),MappedByPattern,,持戟騎兵（部曲）,,持戟騎兵（部曲）,,,持戟騎兵（正卒）,,,hv_TEXT_unit_ui_group_t2.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_polearm_cavalry_firewoodt3,持戟騎兵（精銳）,True,Ji Cavalry (Elite),MappedByPattern,,持戟騎兵（精銳）,,持戟騎兵（精銳）,,,持戟騎兵（精銳）,,,hv_TEXT_unit_ui_group_t3.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_polearm_cavalry_metaleartht1,持戟騎兵（義勇）,True,Ji Cavalry (Militia),MappedByPattern,,持戟騎兵（義勇）,,持戟騎兵（義勇）,,,持戟騎兵（民兵）,,,hv_TEXT_unit_ui_group_t1.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_polearm_cavalry_metaleartht2,持戟騎兵（部曲）,True,Ji Cavalry (Buqu),MappedByPattern,,持戟騎兵（部曲）,,持戟騎兵（部曲）,,,持戟騎兵（正卒）,,,hv_TEXT_unit_ui_group_t2.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_polearm_cavalry_metaleartht3,持戟騎兵（精銳）,True,Ji Cavalry (Elite),MappedByPattern,,持戟騎兵（精銳）,,持戟騎兵（精銳）,,,持戟騎兵（精銳）,,,hv_TEXT_unit_ui_group_t3.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_polearm_cavalry_woodwatert1,持戟騎兵（義勇）,True,Ji Cavalry (Militia),MappedByPattern,,持戟騎兵（義勇）,,持戟騎兵（義勇）,,,持戟騎兵（民兵）,,,hv_TEXT_unit_ui_group_t1.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_polearm_cavalry_woodwatert2,持戟騎兵（部曲）,True,Ji Cavalry (Buqu),MappedByPattern,,持戟騎兵（部曲）,,持戟騎兵（部曲）,,,持戟騎兵（正卒）,,,hv_TEXT_unit_ui_group_t2.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_polearm_cavalry_woodwatert3,持戟騎兵（精銳）,True,Ji Cavalry (Elite),MappedByPattern,,持戟騎兵（精銳）,,持戟騎兵（精銳）,,,持戟騎兵（精銳）,,,hv_TEXT_unit_ui_group_t3.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_polearm_infantry_blackt1,持戟步兵（義勇）,True,Ji Infantry (Militia),MappedByPattern,,持戟步兵（義勇）,,持戟步兵（義勇）,,,持戟步兵（民兵）,,,hv_TEXT_unit_ui_group_t1.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_polearm_infantry_blackt2,持戟步兵（部曲）,True,Ji Infantry (Buqu),MappedByPattern,,持戟步兵（部曲）,,持戟步兵（部曲）,,,持戟步兵（正卒）,,,hv_TEXT_unit_ui_group_t2.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_polearm_infantry_blackt3,持戟步兵（精銳）,True,Ji Infantry (Elite),MappedByPattern,,持戟步兵（精銳）,,持戟步兵（精銳）,,,持戟步兵（精銳）,,,hv_TEXT_unit_ui_group_t3.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_polearm_infantry_firewoodt1,持戟步兵（義勇）,True,Ji Infantry (Militia),MappedByPattern,,持戟步兵（義勇）,,持戟步兵（義勇）,,,持戟步兵（民兵）,,,hv_TEXT_unit_ui_group_t1.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_polearm_infantry_firewoodt2,持戟步兵（部曲）,True,Ji Infantry (Buqu),MappedByPattern,,持戟步兵（部曲）,,持戟步兵（部曲）,,,持戟步兵（正卒）,,,hv_TEXT_unit_ui_group_t2.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_polearm_infantry_firewoodt3,持戟步兵（精銳）,True,Ji Infantry (Elite),MappedByPattern,,持戟步兵（精銳）,,持戟步兵（精銳）,,,持戟步兵（精銳）,,,hv_TEXT_unit_ui_group_t3.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_polearm_infantry_metaleartht1,持戟步兵（義勇）,True,Ji Infantry (Militia),MappedByPattern,,持戟步兵（義勇）,,持戟步兵（義勇）,,,持戟步兵（民兵）,,,hv_TEXT_unit_ui_group_t1.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_polearm_infantry_metaleartht2,持戟步兵（部曲）,True,Ji Infantry (Buqu),MappedByPattern,,持戟步兵（部曲）,,持戟步兵（部曲）,,,持戟步兵（正卒）,,,hv_TEXT_unit_ui_group_t2.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_polearm_infantry_metaleartht3,持戟步兵（精銳）,True,Ji Infantry (Elite),MappedByPattern,,持戟步兵（精銳）,,持戟步兵（精銳）,,,持戟步兵（精銳）,,,hv_TEXT_unit_ui_group_t3.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_polearm_infantry_woodeartht1,持戟步兵（義勇）,False,Ji Infantry (Militia),MappedByPattern,,持戟步兵（義勇）,,持戟步兵（義勇）,,,持戟步兵（民兵）,,,hv_TEXT_unit_ui_group_t1.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_polearm_infantry_woodeartht2,持戟步兵（部曲）,False,Ji Infantry (Buqu),MappedByPattern,,持戟步兵（部曲）,,持戟步兵（部曲）,,,持戟步兵（正卒）,,,hv_TEXT_unit_ui_group_t2.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_polearm_infantry_woodeartht3,持戟步兵（精銳）,False,Ji Infantry (Elite),MappedByPattern,,持戟步兵（精銳）,,持戟步兵（精銳）,,,持戟步兵（精銳）,,,hv_TEXT_unit_ui_group_t3.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_polearm_infantry_woodwatert1,持戟步兵（義勇）,True,Ji Infantry (Militia),MappedByPattern,,持戟步兵（義勇）,,持戟步兵（義勇）,,,持戟步兵（民兵）,,,hv_TEXT_unit_ui_group_t1.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_polearm_infantry_woodwatert2,持戟步兵（部曲）,True,Ji Infantry (Buqu),MappedByPattern,,持戟步兵（部曲）,,持戟步兵（部曲）,,,持戟步兵（正卒）,,,hv_TEXT_unit_ui_group_t2.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_polearm_infantry_woodwatert3,持戟步兵（精銳）,True,Ji Infantry (Elite),MappedByPattern,,持戟步兵（精銳）,,持戟步兵（精銳）,,,持戟步兵（精銳）,,,hv_TEXT_unit_ui_group_t3.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_polearm_infantry_woodwatert3ytr,持戟步兵（精銳）,False,Ji Infantry (Elite),MappedByPattern,,持戟步兵（精銳）,,持戟步兵（精銳）,,,持戟步兵（精銳）,,,hv_TEXT_unit_ui_group_ytr.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_ranged_cavalry_blackt1,持弓騎兵（義勇）,True,Bow Cavalry (Militia),MappedByPattern,,持弓騎兵（義勇）,,持弓騎兵（義勇）,,,持弓騎兵（民兵）,,,hv_TEXT_unit_ui_group_t1.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_ranged_cavalry_blackt2,持弓騎兵（部曲）,True,Bow Cavalry (Buqu),MappedByPattern,,持弓騎兵（部曲）,,持弓騎兵（部曲）,,,持弓騎兵（正卒）,,,hv_TEXT_unit_ui_group_t2.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_ranged_cavalry_blackt3,持弓騎兵（精銳）,True,Bow Cavalry (Elite),MappedByPattern,,持弓騎兵（精銳）,,持弓騎兵（精銳）,,,持弓騎兵（精銳）,,,hv_TEXT_unit_ui_group_t3.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_ranged_cavalry_firewatert1,持弓騎兵（義勇）,True,Bow Cavalry (Militia),MappedByPattern,,持弓騎兵（義勇）,,持弓騎兵（義勇）,,,持弓騎兵（民兵）,,,hv_TEXT_unit_ui_group_t1.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_ranged_cavalry_firewatert2,持弓騎兵（部曲）,True,Bow Cavalry (Buqu),MappedByPattern,,持弓騎兵（部曲）,,持弓騎兵（部曲）,,,持弓騎兵（正卒）,,,hv_TEXT_unit_ui_group_t2.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_ranged_cavalry_firewatert3,持弓騎兵（精銳）,True,Bow Cavalry (Elite),MappedByPattern,,持弓騎兵（精銳）,,持弓騎兵（精銳）,,,持弓騎兵（精銳）,,,hv_TEXT_unit_ui_group_t3.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_ranged_cavalry_firewoodt1,持弓騎兵（義勇）,True,Bow Cavalry (Militia),MappedByPattern,,持弓騎兵（義勇）,,持弓騎兵（義勇）,,,持弓騎兵（民兵）,,,hv_TEXT_unit_ui_group_t1.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_ranged_cavalry_firewoodt2,持弓騎兵（部曲）,True,Bow Cavalry (Buqu),MappedByPattern,,持弓騎兵（部曲）,,持弓騎兵（部曲）,,,持弓騎兵（正卒）,,,hv_TEXT_unit_ui_group_t2.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_ranged_cavalry_firewoodt3,持弓騎兵（精銳）,True,Bow Cavalry (Elite),MappedByPattern,,持弓騎兵（精銳）,,持弓騎兵（精銳）,,,持弓騎兵（精銳）,,,hv_TEXT_unit_ui_group_t3.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_ranged_cavalry_metaleartht1,持弓騎兵（義勇）,True,Bow Cavalry (Militia),MappedByPattern,,持弓騎兵（義勇）,,持弓騎兵（義勇）,,,持弓騎兵（民兵）,,,hv_TEXT_unit_ui_group_t1.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_ranged_cavalry_metaleartht2,持弓騎兵（部曲）,True,Bow Cavalry (Buqu),MappedByPattern,,持弓騎兵（部曲）,,持弓騎兵（部曲）,,,持弓騎兵（正卒）,,,hv_TEXT_unit_ui_group_t2.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_ranged_cavalry_metaleartht3,持弓騎兵（精銳）,True,Bow Cavalry (Elite),MappedByPattern,,持弓騎兵（精銳）,,持弓騎兵（精銳）,,,持弓騎兵（精銳）,,,hv_TEXT_unit_ui_group_t3.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_ranged_cavalry_metalwatert1,持弓騎兵（義勇）,True,Bow Cavalry (Militia),MappedByPattern,,持弓騎兵（義勇）,,持弓騎兵（義勇）,,,持弓騎兵（民兵）,,,hv_TEXT_unit_ui_group_t1.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_ranged_cavalry_metalwatert2,持弓騎兵（部曲）,True,Bow Cavalry (Buqu),MappedByPattern,,持弓騎兵（部曲）,,持弓騎兵（部曲）,,,持弓騎兵（正卒）,,,hv_TEXT_unit_ui_group_t2.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_ranged_cavalry_metalwatert3,持弓騎兵（精銳）,True,Bow Cavalry (Elite),MappedByPattern,,持弓騎兵（精銳）,,持弓騎兵（精銳）,,,持弓騎兵（精銳）,,,hv_TEXT_unit_ui_group_t3.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_ranged_cavalry_woodwatert1,持弓騎兵（義勇）,True,Bow Cavalry (Militia),MappedByPattern,,持弓騎兵（義勇）,,持弓騎兵（義勇）,,,持弓騎兵（民兵）,,,hv_TEXT_unit_ui_group_t1.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_ranged_cavalry_woodwatert2,持弓騎兵（部曲）,True,Bow Cavalry (Buqu),MappedByPattern,,持弓騎兵（部曲）,,持弓騎兵（部曲）,,,持弓騎兵（正卒）,,,hv_TEXT_unit_ui_group_t2.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_ranged_cavalry_woodwatert2ytr,持弓騎兵（部曲）,False,Bow Cavalry (Buqu),MappedByPattern,,持弓騎兵（部曲）,,持弓騎兵（部曲）,,,持弓騎兵（部曲）,,,hv_TEXT_unit_ui_group_ytr.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_ranged_cavalry_woodwatert3,持弓騎兵（精銳）,True,Bow Cavalry (Elite),MappedByPattern,,持弓騎兵（精銳）,,持弓騎兵（精銳）,,,持弓騎兵（精銳）,,,hv_TEXT_unit_ui_group_t3.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_ranged_infantry_blackt1,持弓步兵（義勇）,True,Bow Infantry (Militia),MappedByPattern,,持弓步兵（義勇）,,持弓步兵（義勇）,,,持弓步兵（民兵）,,,hv_TEXT_unit_ui_group_t1.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_ranged_infantry_blackt2,持弓步兵（部曲）,True,Bow Infantry (Buqu),MappedByPattern,,持弓步兵（部曲）,,持弓步兵（部曲）,,,持弓步兵（正卒）,,,hv_TEXT_unit_ui_group_t2.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_ranged_infantry_blackt3,持弓步兵（精銳）,True,Bow Infantry (Elite),MappedByPattern,,持弓步兵（精銳）,,持弓步兵（精銳）,,,持弓步兵（精銳）,,,hv_TEXT_unit_ui_group_t3.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_ranged_infantry_firewoodt1,持弓步兵（義勇）,True,Bow Infantry (Militia),MappedByPattern,,持弓步兵（義勇）,,持弓步兵（義勇）,,,持弓步兵（民兵）,,,hv_TEXT_unit_ui_group_t1.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_ranged_infantry_firewoodt2,持弓步兵（部曲）,True,Bow Infantry (Buqu),MappedByPattern,,持弓步兵（部曲）,,持弓步兵（部曲）,,,持弓步兵（正卒）,,,hv_TEXT_unit_ui_group_t2.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_ranged_infantry_firewoodt3,持弓步兵（精銳）,True,Bow Infantry (Elite),MappedByPattern,,持弓步兵（精銳）,,持弓步兵（精銳）,,,持弓步兵（精銳）,,,hv_TEXT_unit_ui_group_t3.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_ranged_infantry_firewoodt3ytr,持弓步兵（精銳）,False,Bow Infantry (Elite),MappedByPattern,,持弓步兵（精銳）,,持弓步兵（精銳）,,,持弓步兵（精銳）,,,hv_TEXT_unit_ui_group_ytr.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_ranged_infantry_metaleartht1,持弓步兵（義勇）,True,Bow Infantry (Militia),MappedByPattern,,持弓步兵（義勇）,,持弓步兵（義勇）,,,持弓步兵（民兵）,,,hv_TEXT_unit_ui_group_t1.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_ranged_infantry_metaleartht2,持弓步兵（部曲）,True,Bow Infantry (Buqu),MappedByPattern,,持弓步兵（部曲）,,持弓步兵（部曲）,,,持弓步兵（正卒）,,,hv_TEXT_unit_ui_group_t2.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_ranged_infantry_metaleartht3,持弓步兵（精銳）,True,Bow Infantry (Elite),MappedByPattern,,持弓步兵（精銳）,,持弓步兵（精銳）,,,持弓步兵（精銳）,,,hv_TEXT_unit_ui_group_t3.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_ranged_infantry_metaleartht3ytr,持弓步兵（精銳）,False,Bow Infantry (Elite),MappedByPattern,,持弓步兵（精銳）,,持弓步兵（精銳）,,,持弓步兵（精銳）,,,hv_TEXT_unit_ui_group_ytr.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_ranged_infantry_metalwatert1,持弓步兵（義勇）,True,Bow Infantry (Militia),MappedByPattern,,持弓步兵（義勇）,,持弓步兵（義勇）,,,持弓步兵（民兵）,,,hv_TEXT_unit_ui_group_t1.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_ranged_infantry_metalwatert2,持弓步兵（部曲）,True,Bow Infantry (Buqu),MappedByPattern,,持弓步兵（部曲）,,持弓步兵（部曲）,,,持弓步兵（正卒）,,,hv_TEXT_unit_ui_group_t2.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_ranged_infantry_metalwatert3,持弓步兵（精銳）,True,Bow Infantry (Elite),MappedByPattern,,持弓步兵（精銳）,,持弓步兵（精銳）,,,持弓步兵（精銳）,,,hv_TEXT_unit_ui_group_t3.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_ranged_infantry_woodwatert1,持弓步兵（義勇）,True,Bow Infantry (Militia),MappedByPattern,,持弓步兵（義勇）,,持弓步兵（義勇）,,,持弓步兵（民兵）,,,hv_TEXT_unit_ui_group_t1.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_ranged_infantry_woodwatert2,持弓步兵（部曲）,True,Bow Infantry (Buqu),MappedByPattern,,持弓步兵（部曲）,,持弓步兵（部曲）,,,持弓步兵（正卒）,,,hv_TEXT_unit_ui_group_t2.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_ranged_infantry_woodwatert3,持弓步兵（精銳）,True,Bow Infantry (Elite),MappedByPattern,,持弓步兵（精銳）,,持弓步兵（精銳）,,,持弓步兵（精銳）,,,hv_TEXT_unit_ui_group_t3.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_slingers_blackt1,投石兵（義勇）,True,Slingers (Militia),MappedByPattern,,投石兵（義勇）,,投石兵（義勇）,,,投石兵（民兵）,,,hv_TEXT_unit_ui_group_t1.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_slingers_blackt2,投石兵（部曲）,True,Slingers (Buqu),MappedByPattern,,投石兵（部曲）,,投石兵（部曲）,,,投石兵（正卒）,,,hv_TEXT_unit_ui_group_t2.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_slingers_blackt3,投石兵（精銳）,True,Slingers (Elite),MappedByPattern,,投石兵（精銳）,,投石兵（精銳）,,,投石兵（精銳）,,,hv_TEXT_unit_ui_group_t3.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_spear_cavalry_blackt1,持槍騎兵（義勇）,True,Spear Cavalry (Militia),MappedByPattern,,持槍騎兵（義勇）,,持槍騎兵（義勇）,,,持矛騎兵（民兵）,,,hv_TEXT_unit_ui_group_t1.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_spear_cavalry_blackt2,持槍騎兵（部曲）,True,Spear Cavalry (Buqu),MappedByPattern,,持槍騎兵（部曲）,,持槍騎兵（部曲）,,,持矛騎兵（正卒）,,,hv_TEXT_unit_ui_group_t2.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_spear_cavalry_blackt3,持槍騎兵（精銳）,True,Spear Cavalry (Elite),MappedByPattern,,持槍騎兵（精銳）,,持槍騎兵（精銳）,,,持矛騎兵（精銳）,,,hv_TEXT_unit_ui_group_t3.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_spear_cavalry_earthfiret1,持槍騎兵（義勇）,False,Spear Cavalry (Militia),MappedByPattern,,持槍騎兵（義勇）,,持槍騎兵（義勇）,,,持矛騎兵（民兵）,,,hv_TEXT_unit_ui_group_t1.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_spear_cavalry_earthfiret2,持槍騎兵（部曲）,False,Spear Cavalry (Buqu),MappedByPattern,,持槍騎兵（部曲）,,持槍騎兵（部曲）,,,持矛騎兵（正卒）,,,hv_TEXT_unit_ui_group_t2.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_spear_cavalry_earthfiret3,持槍騎兵（精銳）,False,Spear Cavalry (Elite),MappedByPattern,,持槍騎兵（精銳）,,持槍騎兵（精銳）,,,持矛騎兵（精銳）,,,hv_TEXT_unit_ui_group_t3.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_spear_cavalry_firewoodt1,持槍騎兵（義勇）,True,Spear Cavalry (Militia),MappedByPattern,,持槍騎兵（義勇）,,持槍騎兵（義勇）,,,持矛騎兵（民兵）,,,hv_TEXT_unit_ui_group_t1.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_spear_cavalry_firewoodt2,持槍騎兵（部曲）,True,Spear Cavalry (Buqu),MappedByPattern,,持槍騎兵（部曲）,,持槍騎兵（部曲）,,,持矛騎兵（正卒）,,,hv_TEXT_unit_ui_group_t2.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_spear_cavalry_firewoodt3,持槍騎兵（精銳）,True,Spear Cavalry (Elite),MappedByPattern,,持槍騎兵（精銳）,,持槍騎兵（精銳）,,,持矛騎兵（精銳）,,,hv_TEXT_unit_ui_group_t3.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_spear_cavalry_firewoodt3ytr,持槍騎兵（精銳）,False,Spear Cavalry (Elite),MappedByPattern,,持槍騎兵（精銳）,,持槍騎兵（精銳）,,,持矛騎兵（精銳）,,,hv_TEXT_unit_ui_group_ytr.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_spear_cavalry_metaleartht1,持槍騎兵（義勇）,True,Spear Cavalry (Militia),MappedByPattern,,持槍騎兵（義勇）,,持槍騎兵（義勇）,,,持矛騎兵（民兵）,,,hv_TEXT_unit_ui_group_t1.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_spear_cavalry_metaleartht2,持槍騎兵（部曲）,True,Spear Cavalry (Buqu),MappedByPattern,,持槍騎兵（部曲）,,持槍騎兵（部曲）,,,持矛騎兵（正卒）,,,hv_TEXT_unit_ui_group_t2.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_spear_cavalry_metaleartht3,持槍騎兵（精銳）,True,Spear Cavalry (Elite),MappedByPattern,,持槍騎兵（精銳）,,持槍騎兵（精銳）,,,持矛騎兵（精銳）,,,hv_TEXT_unit_ui_group_t3.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_spear_cavalry_woodwatert1,持槍騎兵（義勇）,True,Spear Cavalry (Militia),MappedByPattern,,持槍騎兵（義勇）,,持槍騎兵（義勇）,,,持矛騎兵（民兵）,,,hv_TEXT_unit_ui_group_t1.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_spear_cavalry_woodwatert2,持槍騎兵（部曲）,True,Spear Cavalry (Buqu),MappedByPattern,,持槍騎兵（部曲）,,持槍騎兵（部曲）,,,持矛騎兵（正卒）,,,hv_TEXT_unit_ui_group_t2.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_spear_cavalry_woodwatert3,持槍騎兵（精銳）,True,Spear Cavalry (Elite),MappedByPattern,,持槍騎兵（精銳）,,持槍騎兵（精銳）,,,持矛騎兵（精銳）,,,hv_TEXT_unit_ui_group_t3.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_spear_cavalry_woodwatert3ytr,持槍騎兵（精銳）,False,Spear Cavalry (Elite),MappedByPattern,,持槍騎兵（精銳）,,持槍騎兵（精銳）,,,持矛騎兵（精銳）,,,hv_TEXT_unit_ui_group_ytr.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_spear_cavalry_woodwatert4ytr,持槍騎兵（精銳）,False,Spear Cavalry (Elite),MappedByPattern,,持槍騎兵（精銳）,,持槍騎兵（禁衛）,,,持矛騎兵（禁軍）,,,hv_TEXT_unit_ui_group_ytr.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_spear_infantry_blackt1,持槍步兵（義勇）,True,Spear Infantry (Militia),MappedByPattern,,持槍步兵（義勇）,,持槍步兵（義勇）,,,持矛步兵（民兵）,,,hv_TEXT_unit_ui_group_t1.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_spear_infantry_blackt2,持槍步兵（部曲）,True,Spear Infantry (Buqu),MappedByPattern,,持槍步兵（部曲）,,持槍步兵（部曲）,,,持矛步兵（正卒）,,,hv_TEXT_unit_ui_group_t2.loc.tsv
ui_unit_groupings_onscreen_hv_unit_ui_grouping_spear_infantry_blackt3,持槍步兵（精銳）,True,Spear Infantry (Elite),MappedByPattern,,持槍步兵（精銳）,,持槍步兵（精銳）,,,持矛步兵（精銳）,,,hv_TEXT_unit_ui_group_t3.loc.tsv
