Key,English,MappedZhcn,SourceZhcn,VanillaZhcn,IascusZhcn,ProcrastinatorZhcn,DiffZhcn,DiffZhtw,MappedZhtw,SourceZhtw,VanillaZhtw,IascusZhtw,ProcrastinatorZhtw
unit_abilities_tooltip_text_hv_ability_dead_or_alive,Desperation soon leads to violence.,万般无奈之下，唯有殊死一搏。,MappedByPattern,,绝望很快的导致乱暴。,生死存亡，转瞬即逝。,True,True,萬般無奈之下，唯有殊死一搏。,MappedByPattern,,絕望很快的導致亂暴。,生死存亡，轉瞬即逝。
unit_abilities_tooltip_text_hv_ability_defense_mastery_melee,Bring the fight to them and they will hold their ground.,一旦交锋，他们能坚守阵地。,MappedByText,,当面临战斗时，他们将越战越勇。,在有援兵可倚之时，本方将士必当更加胸有成竹。,True,True,一旦交鋒，他們能堅守陣地。,MappedByText,,當面臨戰鬥時，他們將越戰越勇。,在有援兵可倚之時，本方將士必當更加胸有成竹。
unit_abilities_tooltip_text_hv_ability_defense_mastery_ranged,Bring the fight to them and they will hold their ground.,一旦交锋，他们能坚守阵地。,MappedByText,,被动增益,在有援兵可倚之时，本方将士必当更加胸有成竹。,True,True,一旦交鋒，他們能堅守陣地。,MappedByText,,被動增強效果,在有援兵可倚之時，本方將士必當更加胸有成竹。
unit_abilities_tooltip_text_hv_ability_desperate_cry,"It is not always the command that motivates, but the way it is given.",驱人者非令，道也,Vanilla,驱人者非令，道也,驱人者非令，道也,驱人者非令，道也。,True,True,能激勵人的不見得是命令的內容，也可能是發號施令的方法。,Vanilla,能激勵人的不見得是命令的內容，也可能是發號施令的方法。,能激勵人的不見得是命令的內容，也可能是發號施令的方法。,驅人者非令，道也。
unit_abilities_tooltip_text_hv_ability_desperate_resistance,I have no choice but to pretend that I am a warrior who knows no fear.,我别无选择，只能假装自己是一个无畏战士,MappedByText,,我别无选择，只能假装自己是一个无畏战士,争强好胜，不择手段。,True,True,我别无选择，只能假装自己是一個無畏战士,MappedByText,,我别无选择，只能假装自己是一個無畏战士,爭強好勝，不擇手段。
unit_abilities_tooltip_text_hv_ability_desperate_savior,The flame of hope shines bright in the darkest hour.,希望之火在最黯时刻光芒闪耀。,MappedByText,,希望之火在最黯时刻光芒闪耀。,一颗好胜之心可使人愈战愈勇。,True,True,希望之火在最黯時刻光芒閃耀。,MappedByText,,希望之火在最黯時刻光芒閃耀。,一顆好勝之心可使人愈戰愈勇。
unit_abilities_tooltip_text_hv_ability_eight_talent_defence,They excel as warriors having trained in martial disciplines.,他们是受过武术训练的优秀战士。,MappedByText,,他们是受过武术训练的优秀战士。,武术训练能使本就优秀的战士更加善战。,True,True,他們是受過武術訓練的優秀戰士。,MappedByText,,他們是受過武術訓練的優秀戰士。,武術訓練能使本就優秀的戰士更加善戰。
unit_abilities_tooltip_text_hv_ability_energy_of_blackmountain,The Black Mountain bandits make their move.,黑山匪徒开始出动。,MappedByText,,黑山匪徒开始出动。,鳌掷鲸吞，拔地参天。,True,True,黑山匪徒開始出動。,MappedByText,,黑山匪徒開始出動。,鰲擲鯨吞，拔地參天。
unit_abilities_tooltip_text_hv_ability_fearless_charge,"Ride, ride to ruin and the world's ending!",冲啊！冲啊！为了捍卫天下！勇往直前！,MappedByText,,冲啊！冲啊！为了捍卫天下！勇往直前！,为了捍卫天下！勇往直前！,True,True,冲啊！ 冲啊！ 为了捍卫天下！勇往直前！,MappedByText,,冲啊！ 冲啊！ 为了捍卫天下！勇往直前！,爲了捍衛天下！勇往直前！
unit_abilities_tooltip_text_hv_ability_ferocity,Anger pushes their limits.,愤怒把他们逼至极限。,MappedByText,,愤怒把他们逼至极限。,誓死坚守，鞠躬尽瘁。,True,True,憤怒把他們逼至極限。,MappedByText,,憤怒把他們逼至極限。,誓死堅守，鞠躬盡瘁。
unit_abilities_tooltip_text_hv_ability_fire_control,Organised volleys prove more effective.,依序射击更为有效。,MappedByPattern,,依序射击更为有效。,静下心来瞄准方能百发百中。,True,True,依序射擊更為有效。,MappedByPattern,,依序射擊更為有效。,靜下心來瞄準方能百發百中。
unit_abilities_tooltip_text_hv_ability_flame_breathing,Set your heart ablaze!,将你的心点燃！,MappedByText,,将你的心点燃！,一颗炽热的心可以点燃哪怕是仅剩的一丝希望！,True,True,將你的心點燃！,MappedByText,,將你的心點燃！,一顆熾熱的心可以點燃哪怕是僅剩的一絲希望！
unit_abilities_tooltip_text_hv_ability_fleet_footed,This hero believes you can only kill that which you can catch.,此人行动迅如狡兔，万军擒拿亦若无物。,MappedByPattern,,此人相信，要将敌人除之而后快，就必须先追得上敌人。,此人相信，要将敌人除之而后快，就必须先追得上敌人。,True,False,此人相信，要將敵人除之而後快，就必須先追得上敵人。,MappedByPattern,,此人相信，要將敵人除之而後快，就必須先追得上敵人。,此人相信，要將敵人除之而後快，就必須先追得上敵人。
unit_abilities_tooltip_text_hv_ability_flower_of_battlefield,It's not a good place for a beautiful woman to stay.,此处不宜美人久留。,MappedByPattern,,此处不宜美人久留。,看似柳弱花娇，实有巾帼须眉之气。,True,True,此處不宜美人久留。,MappedByPattern,,此處不宜美人久留。,看似柳弱花嬌，實有巾幗鬚眉之氣。
unit_abilities_tooltip_text_hv_ability_foresight,"This man can see all that was, and all that will be.",此人鬼才满腹经纶，足以推古衍今。,MappedByPattern,,此人能明鉴古今，洞察未来。,此人能明鉴古今，洞察未来。,True,False,此人能明鑑古今，洞察未來。,MappedByPattern,,此人能明鑑古今，洞察未來。,此人能明鑑古今，洞察未來。
unit_abilities_tooltip_text_hv_ability_forest_strider,A forest friendly man.,此人与林为友。,MappedByPattern,,此人与林为友。,都说即鹿无虞，而此人却与林为友。,True,True,此人與林爲友。,MappedByPattern,,此人與林爲友。,都說即鹿無虞，而此人卻與林爲友。
unit_abilities_tooltip_text_hv_ability_guardian,"In the midst of a bloodbath, it's nice to know that someone has your back.",在腥风血雨中你仍有所依靠。,MappedByText,,在腥风血雨中你仍有所依靠。,击鼓鸣金，为将军扬威！,True,True,在腥風血雨中你仍有所依靠。,MappedByText,,在腥風血雨中你仍有所依靠。,擊鼓鳴金，爲將軍揚威！
unit_abilities_tooltip_text_hv_ability_importunity,"In the face of adversity, those left standing will close ranks and bolster their resolve.",面对逆境，所剩兵士只能集结起来坚定决心。,MappedByText,,面对逆境，所剩兵士只能集结起来坚定决心。,面对逆境，至死不屈。,True,True,面對逆境，所剩兵士只能集結起來坚定决心。,MappedByText,,面對逆境，所剩兵士只能集結起來坚定决心。,面對逆境，至死不屈。
unit_abilities_tooltip_text_hv_ability_judgement,A warrior will only fight at their best when they are sure-footed.,根基固则力稳,Vanilla,根基固则力稳,根基固则力稳,根基固则力稳。,True,True,對自己有信心，戰士才能完全發揮實力。,Vanilla,對自己有信心，戰士才能完全發揮實力。,對自己有信心，戰士才能完全發揮實力。,根基固則力穩。
unit_abilities_tooltip_text_hv_ability_knowledge_of_the_body,"Sometimes it's not what you hit or how hard, but where.",力不在大，而在于准,Vanilla,力不在大，而在于准,力不在大，而在于准,力不在大，而在于准。,True,True,有時重點不在打中了什麼、打得多用力，而是打在哪裡。,Vanilla,有時重點不在打中了什麼、打得多用力，而是打在哪裡。,有時重點不在打中了什麼、打得多用力，而是打在哪裡。,力不在大，而在於準。
unit_abilities_tooltip_text_hv_ability_knowledge_of_the_mind,If you can conquer the mind of the enemy then half the battle is won.,用兵之道，攻心为上,Vanilla,用兵之道，攻心为上,用兵之道，攻心为上,用兵之道，攻心为上。,True,True,若能征服敵軍的軍心，戰鬥便贏了一半。,Vanilla,若能征服敵軍的軍心，戰鬥便贏了一半。,若能征服敵軍的軍心，戰鬥便贏了一半。,用兵之道，攻心爲上。
unit_abilities_tooltip_text_hv_ability_knowledge_of_the_spirit,"True strength lies not in the mind or body, but within the spirit.",不在身心，而在其神,Vanilla,不在身心，而在其神,不在身心，而在其神,不在身心，而在其神。,True,True,真正的力量不在身體也不在心思，而是在靈魂中。,Vanilla,真正的力量不在身體也不在心思，而是在靈魂中。,真正的力量不在身體也不在心思，而是在靈魂中。,不在身心，而在其神。
unit_abilities_tooltip_text_hv_ability_lucky_shot,Fortune is with them.,正是鸿运当头之时。,MappedByText,,正是鸿运当头之时。,力大如牛，锐不可当。,True,True,正是鴻運當頭之時。,MappedByText,,正是鴻運當頭之時。,力大如牛，銳不可當。
unit_abilities_tooltip_text_hv_ability_mark_target,Choose the targets to focus fire.,选定目标集中射击。,MappedByPattern,,选定目标集中射击。,目标只有一个。,True,True,選定目標集中射擊。,MappedByPattern,,選定目標集中射擊。,目標只有一個。
unit_abilities_tooltip_text_hv_ability_moment_of_courage,Courage and energy are rising.,勇气与精力皆以重振。,MappedByText,,勇气与精力皆以重振。,能临危不惧，则一时之勇足矣。,True,True,勇氣與精力皆以重振。,MappedByText,,勇氣與精力皆以重振。,能臨危不懼，則一時之勇足矣。
unit_abilities_tooltip_text_hv_ability_mortal_strike,Delivers a very powerful blow.,可发出非常有力的一击。,MappedByPattern,,可发出非常有力的一击。,浴血奋战，雷霆万钧。,True,True,可發出非常有力的一擊。,MappedByPattern,,可發出非常有力的一擊。,浴血奮戰，雷霆萬鈞。
unit_abilities_tooltip_text_hv_ability_one_with_heaven,Look up and you will see the sky; look inward and you will see heaven.,上观则为天，深察则为妙,Vanilla,上观则为天，深察则为妙,上观则为天，深察则为妙,上观则为天，深察则为妙。,True,True,往頭上看，看到的是天空，往心裡看，看到的便是黃天。,Vanilla,往頭上看，看到的是天空，往心裡看，看到的便是黃天。,往頭上看，看到的是天空，往心裡看，看到的便是黃天。,上觀則爲天，深察則爲妙。
unit_abilities_tooltip_text_hv_ability_one_with_the_land,Generations working the land will breed a kinship with it.,劳于地者必亲之,Vanilla,劳于地者必亲之,劳于地者必亲之,劳于地者必亲之。,True,True,世世代代在土地上生息能使人培養出與土地的密切情誼。,Vanilla,世世代代在土地上生息能使人培養出與土地的密切情誼。,世世代代在土地上生息能使人培養出與土地的密切情誼。,勞於地者必親之。
unit_abilities_tooltip_text_hv_ability_one_with_the_people,Knowledge that your comrades will never abandon you brings tremendous comfort.,兄弟不弃，可谓安心,Vanilla,兄弟不弃，可谓安心,兄弟不弃，可谓安心,兄弟不弃，可谓安心。,True,True,知道同胞絕不會捨自己而去，能讓人大感安心。,Vanilla,知道同胞絕不會捨自己而去，能讓人大感安心。,知道同胞絕不會捨自己而去，能讓人大感安心。,兄弟不棄，可謂安心。
unit_abilities_tooltip_text_hv_ability_order_of_tyrant,Pride and confidence go hand in hand.,傲慢即信心所在。,MappedByPattern,,傲慢即信心所在。,犁庭扫穴，无坚不摧。,True,True,傲慢即信心所在。,MappedByPattern,,傲慢即信心所在。,犁庭掃穴，無堅不摧。
unit_abilities_tooltip_text_hv_ability_preach,These words will fortify the spirit.,斯言聚神,Vanilla,斯言聚神,斯言聚神,斯言聚神。,True,True,這樣的話語能強化心靈。,Vanilla,這樣的話語能強化心靈。,這樣的話語能強化心靈。,斯言聚神。
unit_abilities_tooltip_text_hv_ability_protection_of_blackmountain,The Black Mountain bandits make their stand.,黑山匪徒摆开阵势。,MappedByText,,黑山匪徒摆开阵势。,黑山匪徒若是吉人则自有天相。,True,True,黑山匪徒擺開陣勢。,MappedByText,,黑山匪徒擺開陣勢。,黑山匪徒若是吉人則自有天相。
unit_abilities_tooltip_text_hv_ability_rage_of_hooves,Take out their archers. I'll meet you in the middle.,解决掉他们的弓手，我们到中间会合。,MappedByText,,解决掉他们的弓手，我们到中间会合。,快马加鞭，蜂合豕突。,True,True,解決掉他們的弓手，我們到中間會合。,MappedByText,,解決掉他們的弓手，我們到中間會合。,快馬加鞭，蜂合豕突。
unit_abilities_tooltip_text_hv_ability_restore,A moment's respite from battlefield to heal our troops.,从战场上喘息片刻，为我军疗伤。,MappedByPattern,,从战场上喘息片刻，为我军疗伤。,冬去春来，生机勃发。,True,True,從戰場上喘息片刻，為我軍療傷。,MappedByPattern,,從戰場上喘息片刻，為我軍療傷。,冬去春來，生機勃發。
unit_abilities_tooltip_text_hv_ability_retreat_cover,Covers ally troops to retreat safely.,掩护友军安全撤离。,MappedByText,,掩护友军安全撤离。,万箭齐发，掩护友军。,True,True,掩護友軍安全撤離。,MappedByText,,掩護友軍安全撤離。,萬箭齊發，掩護友軍。
unit_abilities_tooltip_text_hv_ability_royal_blood,"Fearing retribution, enemies hesitate to fire upon a scion of the Han.",敌人并不敢伤害汉室宗亲。,MappedByPattern,,如果以弓箭射伤此人，弓箭手将遭受全中国的谴责。,龙袍加身，气吞山河。,True,True,敵人並不敢傷害漢室宗親。,MappedByPattern,,如果以弓箭射傷此人，弓箭手將受到天下的責難。,龍袍加身，氣吞山河。
unit_abilities_tooltip_text_hv_ability_second_chance,Not all of us get a second chance.,不是所有人都有机会重来。,MappedByText,,不是所有人都有机会重来。,余烬复燃，背水一战。,True,True,不是所有人都有機會重來。,MappedByText,,不是所有人都有機會重來。,餘燼復燃，背水一戰。
unit_abilities_tooltip_text_hv_ability_strength_of_blackmountain,The Black Mountain bandits make their advance.,黑山匪徒开始进军。,MappedByText,,黑山匪徒开始进军。,黑山匪徒进军时排山倒海，地动山摇。,True,True,黑山匪徒開始進軍。,MappedByText,,黑山匪徒開始進軍。,黑山匪徒進軍時排山倒海，地動山搖。
unit_abilities_tooltip_text_hv_ability_strength_of_the_land,"The land is not just the earth, but the forests and mountains, and all the hidden, ancient places.",千林万山皆地也，上古遗宫莫不如是,Vanilla,千林万山皆地也，上古遗宫莫不如是,千林万山皆地也，上古遗宫莫不如是,千林万山皆地也，上古遗宫莫不如是。,True,True,大地並非只有土，還有上面的森林與山脈，以及各種神秘的古老地點。,Vanilla,大地並非只有土，還有上面的森林與山脈，以及各種神秘的古老地點。,大地並非只有土，還有上面的森林與山脈，以及各種神秘的古老地點。,千林萬山皆地也，上古遺宮莫不如是。
unit_abilities_tooltip_text_hv_ability_striking_tide,The wave of the blade push the enemy away.,一道道刀浪将敌人推走。,MappedByText,,一道道刀浪将敌人推走。,一道道如浪潮一般的攻击使敌人无法接近。,True,True,一道道刀浪將敵人推走。,MappedByText,,一道道刀浪將敵人推走。,一道道如浪潮一般的攻擊使敵人無法接近。
unit_abilities_tooltip_text_hv_ability_tactical_move,Speed is the essence of war.,兵贵神速。,MappedByText,,兵贵神速。,快步流星，兵贵神速。,True,True,兵貴神速。,MappedByText,,兵貴神速。,快步流星，兵貴神速。
unit_abilities_tooltip_text_hv_ability_tactical_stance_defensive,The unit inspires nearby soldiers to fight more cautiously.,此部队激励附近士卒更谨慎地战斗。,MappedByText,,此单位激励附近士卒更谨慎地战斗。,鸣金收兵，坚守阵地。,True,True,此單位激勵附近士卒更謹慎地戰鬥。,MappedByText,,此單位激勵附近士卒更謹慎地戰鬥。,鳴金收兵，堅守陣地。
unit_abilities_tooltip_text_hv_ability_tactical_stance_offensive,The unit inspires nearby soldiers to fight more aggressively.,此部队激励附近士卒更粗莽地战斗。,MappedByText,,此单位激励附近士卒更粗莽地战斗。 ,吹角连营，大张挞伐。,True,True,此單位激勵附近士卒更粗莽地戰鬥。,MappedByText,,此單位激勵附近士卒更粗莽地戰鬥。,吹角連營，大張撻伐。
unit_abilities_tooltip_text_hv_ability_tiger_skin,Tiger furs provide protection against missile attacks.,虎皮可抵御箭矢攻击。,MappedByText,,虎皮可抵御箭矢攻击。,虎皮厚重，是抵御箭矢的良策。,True,True,虎皮可抵禦箭矢攻擊。,MappedByText,,虎皮可抵禦箭矢攻擊。,虎皮厚重，是抵禦箭矢的良策。
unit_abilities_tooltip_text_hv_ability_wind_of_north,A fierce wind blows.,狂风大作。,MappedByText,,狂风大作。,常年在北风的怒号中作战使这些战士不惧恶战。,True,True,狂風大作。,MappedByText,,狂風大作。,常年在北風的怒號中作戰使這些戰士不懼惡戰。
unit_abilities_tooltip_text_hv_ability_wisdom_of_the_waterfall,It is the bear's teeth that the salmon faces at the end of the falls.,鲑鱼游至瀑底，等待的却是熊的牙齿。,MappedByPattern,,鲑鱼在瀑布尽头时所面对的就是熊的牙齿。,层出高瞻之论，真乃奇才也。,True,True,鮭魚游至瀑底，等待的卻是熊的牙齒。,MappedByPattern,,鮭魚在瀑布盡頭時所面對的就是熊的牙齒。,層出高瞻之論，真乃奇才也。
unit_abilities_tooltip_text_hv_ability_wolf,Carefully approach and go for the throat.,恶狼谨慎出击，直奔咽喉。,MappedByPattern,,谨慎向前，紧咬其咽喉。,恶狼出击，紧咬咽喉。,True,True,惡狼謹慎出擊，直奔咽喉。,MappedByPattern,,謹慎向前，緊咬其咽喉。,惡狼出擊，緊咬咽喉。
unit_abilities_tooltip_text_hv_formation_pike_wall_eight_talents,The unit presents a wall of spear-points to the enemy - a strong formation that allows the unit to advance slowly but safely whilst defending against charges.,部队面向敌军形成一道枪墙。这种强大的阵型可以缓慢向敌军推进，并且有效地抵御冲锋,Vanilla,部队面向敌军形成一道枪墙。这种强大的阵型可以缓慢向敌军推进，并且有效地抵御冲锋,部队面向敌军形成一道枪墙。这种强大的阵型可以缓慢向敌军推进，并且有效地抵御冲锋,部队面向敌军形成一道枪墙。这种强大的阵型可以缓慢向敌军推进，并且有效地抵御冲锋。,True,True,單位將槍頭指向敵人組成一堵牆，這個強固的陣形可讓單位緩慢但安全的推進，同時抵禦衝鋒攻擊。,Vanilla,單位將槍頭指向敵人組成一堵牆，這個強固的陣形可讓單位緩慢但安全的推進，同時抵禦衝鋒攻擊。,單位將槍頭指向敵人組成一堵牆，這個強固的陣形可讓單位緩慢但安全的推進，同時抵禦衝鋒攻擊。,部隊面向敵軍形成一道槍牆。這種強大的陣型可以緩慢向敵軍推進，並且有效地抵禦衝鋒。
unit_abilities_tooltip_text_hv_formation_pike_wall_white_feather,The unit presents a wall of spear-points to the enemy - a strong formation that allows the unit to advance slowly but safely whilst defending against charges.,部队面向敌军形成一道枪墙。这种强大的阵型可以缓慢向敌军推进，并且有效地抵御冲锋,Vanilla,部队面向敌军形成一道枪墙。这种强大的阵型可以缓慢向敌军推进，并且有效地抵御冲锋,部队面向敌军形成一道枪墙。这种强大的阵型可以缓慢向敌军推进，并且有效地抵御冲锋,部队面向敌军形成一道枪墙。这种强大的阵型可以缓慢向敌军推进，并且有效地抵御冲锋。,True,True,單位將槍頭指向敵人組成一堵牆，這個強固的陣形可讓單位緩慢但安全的推進，同時抵禦衝鋒攻擊。,Vanilla,單位將槍頭指向敵人組成一堵牆，這個強固的陣形可讓單位緩慢但安全的推進，同時抵禦衝鋒攻擊。,單位將槍頭指向敵人組成一堵牆，這個強固的陣形可讓單位緩慢但安全的推進，同時抵禦衝鋒攻擊。,部隊面向敵軍形成一道槍牆。這種強大的陣型可以緩慢向敵軍推進，並且有效地抵禦衝鋒。
unit_abilities_tooltip_text_hv_formation_ranged_hollowed_square,"The unit forms into a hollow square, presenting spears and pikes to any attacker - particularly cavalry - on all four sides.",部队结成空心方阵，将长矛伸向四方的任何攻击者，特别是骑兵,Vanilla,部队结成空心方阵，将长矛伸向四方的任何攻击者，特别是骑兵,部队结成空心方阵，将长矛伸向四方的任何攻击者，特别是骑兵,部队结成空心方阵，将长矛伸向四方的任何攻击者，特别是骑兵。,True,True,單位組成中空的方陣，將長矛與長槍指向四面來襲的敵人，特別是來襲的騎兵。,Vanilla,單位組成中空的方陣，將長矛與長槍指向四面來襲的敵人，特別是來襲的騎兵。,單位組成中空的方陣，將長矛與長槍指向四面來襲的敵人，特別是來襲的騎兵。,部隊結成空心方陣，將長矛伸向四方的任何攻擊者，特別是騎兵。
unit_abilities_tooltip_text_hv_formation_shield_wall_danyang,The unit presents a wall of shields to the enemy - an offensive formation best used to push forward under arrow fire. However the formation cannot be maintained in melee combat.,部队面向敌军结成一道盾墙。这种进攻性阵型适合冒着箭雨向前冲锋，但在陷入近战时则无法维持,Vanilla,部队面向敌军结成一道盾墙。这种进攻性阵型适合冒着箭雨向前冲锋，但在陷入近战时则无法维持,部队面向敌军结成一道盾墙。这种进攻性阵型适合冒着箭雨向前冲锋，但在陷入近战时则无法维持,部队面向敌军结成一道盾墙。这种进攻性阵型适合冒着箭雨向前冲锋，但在陷入近战时则难以维持。,True,True,單位面對敵人組成一道盾牆，是面對弓箭攻擊時往前推進的最佳進攻陣形。不過無法在近戰中維持此陣形。,Vanilla,單位面對敵人組成一道盾牆，是面對弓箭攻擊時往前推進的最佳進攻陣形。不過無法在近戰中維持此陣形。,單位面對敵人組成一道盾牆，是面對弓箭攻擊時往前推進的最佳進攻陣形。不過無法在近戰中維持此陣形。,部隊面向敵軍結成一道盾牆。這種進攻性陣型適合冒着箭雨向前衝鋒，但在陷入近戰時則難以維持。
unit_abilities_tooltip_text_hv_formation_shock_loose_cavalry,"The unit spreads apart, making it more difficult for arrows to hit them.",部队排成松散阵型，令敌方箭矢难以射中他们,Vanilla,部队排成松散阵型，令敌方箭矢难以射中他们,部队排成松散阵型，令敌方箭矢难以射中他们,部队排成松散阵型，令敌方箭矢难以射中他们。,True,True,單位呈分散的陣形，使其較不容易被弓箭擊中。,Vanilla,單位呈分散的陣形，使其較不容易被弓箭擊中。,單位呈分散的陣形，使其較不容易被弓箭擊中。,部隊排成鬆散陣型，令敵方箭矢難以射中他們。
unit_abilities_tooltip_text_hv_formation_shock_loose_cavalry_no_requirement,"The unit spreads apart, making it more difficult for arrows to hit them.",部队排成松散阵型，令敌方箭矢难以射中他们,Vanilla,部队排成松散阵型，令敌方箭矢难以射中他们,部队排成松散阵型，令敌方箭矢难以射中他们,部队排成松散阵型，令敌方箭矢难以射中他们。,True,True,單位呈分散的陣形，使其較不容易被弓箭擊中。,Vanilla,單位呈分散的陣形，使其較不容易被弓箭擊中。,單位呈分散的陣形，使其較不容易被弓箭擊中。,部隊排成鬆散陣型，令敵方箭矢難以射中他們。
unit_abilities_tooltip_text_hv_formation_spear_wall_danyang,The unit presents a wall of shields to the enemy - an offensive formation best used to push forward under arrow fire.,部队面向敌军结成一道盾墙。这种进攻性阵型适合冒着箭雨向前冲锋,Vanilla,部队面向敌军结成一道盾墙。这种进攻性阵型适合冒着箭雨向前冲锋,部队面向敌军结成一道盾墙。这种进攻性阵型适合冒着箭雨向前冲锋,部队面向敌军结成一道盾墙。这种进攻性阵型适合冒着箭雨向前冲锋。,True,True,單位面對敵人組成一道盾牆，是面對弓箭攻擊時往前推進的最佳進攻陣形。,Vanilla,單位面對敵人組成一道盾牆，是面對弓箭攻擊時往前推進的最佳進攻陣形。,單位面對敵人組成一道盾牆，是面對弓箭攻擊時往前推進的最佳進攻陣形。,部隊面向敵軍結成一道盾牆。這種進攻性陣型適合冒着箭雨向前衝鋒。
unit_abilities_tooltip_text_hv_historical_ability_earth_02,"With skin of earth, arrows rebound, harmless.",凭地利，如披坚甲，箭若无物。,MappedByPattern,凭地利，如披坚甲，箭若无物,凭地利，如披坚甲，箭若无物,凭地利，如披坚甲，箭若无物,True,True,皮若堅石，箭矢觸及皆反彈無傷。,MappedByPattern,皮若堅石，箭矢觸及皆反彈無傷。,皮若堅石，箭矢觸及皆反彈無傷。,憑地利，如披堅甲，箭若無物
unit_abilities_tooltip_text_hv_historical_ability_earth_03,Soldiers gather under the banner of this hero.,军士聚于此英雄之旗下。,MappedByPattern,,军士聚于此英雄之旗下。,英雄大志者必能凝聚人心。,True,True,军士聚于此英雄之旗下。,MappedByPattern,,军士聚于此英雄之旗下。,英雄大志者必能凝聚人心。
unit_abilities_tooltip_text_hv_historical_ability_fire_01,"A charge, fuelled by stern hearts and sterner blades, will rip enemy lines apart.",坚定之心，锋利宝刃，足以撕破敌阵,Vanilla,坚定之心，锋利宝刃，足以撕破敌阵,坚定之心，锋利宝刃，足以撕破敌阵,坚定之心，锐利宝刃，足矣！,True,True,以堅定的心智和強硬的刀刃發起衝鋒，便能一舉撕裂敵陣。,Vanilla,以堅定的心智和強硬的刀刃發起衝鋒，便能一舉撕裂敵陣。,以堅定的心智和強硬的刀刃發起衝鋒，便能一舉撕裂敵陣。,堅定之心，銳利寶刃，足矣！
unit_abilities_tooltip_text_hv_historical_ability_healer_01,This hero believes you can only kill that which you can catch.,此人行动迅如狡兔，万军擒拿亦若无物。,MappedByPattern,,此人相信，要将敌人除之而后快，就必须先追得上敌人。,此人相信，要将敌人除之而后快，就必须先追得上敌人。,True,False,此人相信，要將敵人除之而後快，就必須先追得上敵人。,MappedByPattern,,此人相信，要將敵人除之而後快，就必須先追得上敵人。,此人相信，要將敵人除之而後快，就必須先追得上敵人。
unit_abilities_tooltip_text_hv_historical_ability_healer_02,"A charge, fuelled by stern hearts and sterner blades, that will rip enemy lines apart.",坚定之心，锋利宝刃，足以撕破敌阵,Vanilla,坚定之心，锋利宝刃，足以撕破敌阵,坚定之心，锋利宝刃，足以撕破敌阵,坚定之心，锐利宝刃，足矣！,True,True,以堅定的心智和強硬的刀刃發起衝鋒，便能一舉撕裂敵陣。,Vanilla,以堅定的心智和強硬的刀刃發起衝鋒，便能一舉撕裂敵陣。,以堅定的心智和強硬的刀刃發起衝鋒，便能一舉撕裂敵陣。,堅定之心，銳利寶刃，足矣！
unit_abilities_tooltip_text_hv_historical_ability_healer_03,Knowledge that your comrades will never abandon you brings tremendous comfort.,兄弟不弃，可谓安心,Vanilla,兄弟不弃，可谓安心,兄弟不弃，可谓安心,兄弟不弃，可谓安心。,True,True,知道同胞絕不會捨自己而去，能讓人大感安心。,Vanilla,知道同胞絕不會捨自己而去，能讓人大感安心。,知道同胞絕不會捨自己而去，能讓人大感安心。,兄弟不棄，可謂安心。
unit_abilities_tooltip_text_hv_historical_ability_metal_02,This hero believes you can only kill that which you can catch.,此人行动迅如狡兔，万军擒拿亦若无物。,MappedByPattern,,此人相信，要将敌人除之而后快，就必须先追得上敌人。,此人相信，要将敌人除之而后快，就必须先追得上敌人。,True,False,此人相信，要將敵人除之而後快，就必須先追得上敵人。,MappedByPattern,,此人相信，要將敵人除之而後快，就必須先追得上敵人。,此人相信，要將敵人除之而後快，就必須先追得上敵人。
unit_abilities_tooltip_text_hv_historical_ability_scholar_01,Look up and you will see the sky; look inward and you will see heaven.,上观则为天，深察则为妙,Vanilla,上观则为天，深察则为妙,上观则为天，深察则为妙,上观则为天，深察则为妙。,True,True,往頭上看，看到的是天空，往心裡看，看到的便是黃天。,Vanilla,往頭上看，看到的是天空，往心裡看，看到的便是黃天。,往頭上看，看到的是天空，往心裡看，看到的便是黃天。,上觀則爲天，深察則爲妙。
unit_abilities_tooltip_text_hv_historical_ability_scholar_02,"With skin of earth, arrows rebound, harmless.",凭地利，如披坚甲，箭若无物。,MappedByPattern,凭地利，如披坚甲，箭若无物,凭地利，如披坚甲，箭若无物,凭地利，如披坚甲，箭若无物,True,True,皮若堅石，箭矢觸及皆反彈無傷。,MappedByPattern,皮若堅石，箭矢觸及皆反彈無傷。,皮若堅石，箭矢觸及皆反彈無傷。,憑地利，如披堅甲，箭若無物
unit_abilities_tooltip_text_hv_historical_ability_veteran_03,Organise your troops into a solid wall to deter horses. It's a simple but effective tactic.,将士兵组成人墙来抵御马匹。此战术简单有效。,MappedByPattern,,将士兵组成人墙来抵御马匹。此战术简单有效。,以其人之道，还治其人之身。,True,True,將士兵組成人墻來抵禦馬匹。此戰術簡單有效。,MappedByPattern,,將士兵組成人墻來抵禦馬匹。此戰術簡單有效。,以其人之道，還治其人之身。
unit_abilities_tooltip_text_hv_historical_ability_water_02,Organised volleys prove more effective.,依序射击更为有效。,MappedByPattern,,依序射击更为有效。,静下心来瞄准方能百发百中。,True,True,依序射擊更為有效。,MappedByPattern,,依序射擊更為有效。,靜下心來瞄準方能百發百中。
