Skill,eng,zh-cn,zh-tw,Key,File
hv_skill_ability_ceasefire_authority,"Liu Zhang calls a ceasefire for all nearby units, delaying the enemy while his allies work on a counter-attack.",刘璋呼吁周遭止息兵戈，以延缓敌军进攻，为友军创造反击良机。,劉璋要求周遭所有單位暫時止兵，以延緩敵軍進攻，盟友則趁機準備反擊。,character_skills_localised_description_hv_skill_ability_ceasefire_authority,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_ceasefire_authority,Ceasefire,息兵,止兵莫動,character_skills_localised_name_hv_skill_ability_ceasefire_authority,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_condemned_howl_resolve,This warrior fights with a fatal rage - an erratic fury!,此勇士临战则狂，攻势狂暴猛烈！,此勇士挾滔天怒火奮戰，攻勢狂暴猛烈！,character_skills_localised_description_hv_skill_ability_condemned_howl_resolve,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_cry_of_the_forest_resolve,"When weakest, Dian Wei unleashes his true power!",势穷力衰，身处绝境，典韦将如恶来再现人间！,典韋在傷得最重時，才會顯露出真正的實力！,character_skills_localised_description_hv_skill_ability_cry_of_the_forest_resolve,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_cry_of_the_forest_resolve,Cry of the Forest,林啸,森林戰嚎,character_skills_localised_name_hv_skill_ability_cry_of_the_forest_resolve,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_devastating_roar_instinct,The roar of fury crushes enemy morale!,以愤怒的怒吼压制敌人士气！,狂怒的吼聲擊潰敵軍士氣！,character_skills_localised_description_hv_skill_ability_devastating_roar_instinct,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_devastating_roar_instinct,Devastating Roar,狂号,毀滅之吼,character_skills_localised_name_hv_skill_ability_devastating_roar_instinct,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_distant_courage_authority,Distant Courage,决胜千里,千里助勢,character_skills_localised_name_hv_skill_ability_distant_courage_authority,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_elemental_vigour_expertise,"The longer this warrior fights, the greater and more inspiring they becomes!",此人会随着战斗时间拉长而越战越勇，激励士气的效果也随之增强！,此人會隨著戰鬥時間拉長而越戰越勇，激勵士氣的效果也隨之增強！,character_skills_localised_description_hv_skill_ability_elemental_vigour_expertise,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_elemental_vigour_expertise,Elemental Vigour,龙胆,五行之力,character_skills_localised_name_hv_skill_ability_elemental_vigour_expertise,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_eviscerate_instinct,"When the victim was aware of what had happened, it must have already been a serious situation.",等到被害者明白过来，就已为时已晚。,等到被害者明白過來，就已爲時已晚。,character_skills_localised_description_hv_skill_ability_eviscerate_instinct,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_exemplar_authority,"A shining, typical, and above all appropriate model of how one should be.",此乃举世无双之楷模！,此人乃是為人表率的耀眼典範，更重要的是其舉止得體。,character_skills_localised_description_hv_skill_ability_exemplar_authority,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_exemplar_authority,Exemplar,楷模,為人典範,character_skills_localised_name_hv_skill_ability_exemplar_authority,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_favourable_skies,Knowing when best to shoot is most effective when you are the one being shot at.,欲中其的，先处其位,瞭解最佳的放箭時機，在輪到自己挨箭時便能收到奇效。,character_skills_localised_description_hv_skill_ability_favourable_skies,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_fire_bomb_authority,Hurl a bundle of explosive fire bombs to knock down the enemy.,扔掷爆裂火油弹来击倒敌人。,扔擲爆裂火油彈來擊倒敵人。,character_skills_localised_description_hv_skill_ability_fire_bomb_authority,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_fire_bomb_authority,Fire Bomb,火焰弹,火油彈,character_skills_localised_name_hv_skill_ability_fire_bomb_authority,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_from_the_ashes_cunning,"Pang Tong sacrifices himself, to aid his fellow brothers.",庞统牺牲己身，协助同袍兄弟。,龐統犧牲己身，協助同袍兄弟。,character_skills_localised_description_hv_skill_ability_from_the_ashes_cunning,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_from_the_ashes_cunning,From the Ashes,涅槃重生,死灰復燃,character_skills_localised_name_hv_skill_ability_from_the_ashes_cunning,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_geographic_mastery_cunning,Geographic Mastery,巧变,地理專才,character_skills_localised_name_hv_skill_ability_geographic_mastery_cunning,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_ghost_of_forest_expertise,This man knows how to frighten enemies in the woods.,神鬼莫测于树林间震摄敌军。,神鬼莫測於樹林間震攝敵軍。,character_skills_localised_description_hv_skill_ability_ghost_of_forest_expertise,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_god_of_war_resolve,"With a single blow, Guan Yu rends his enemy asunder!",关羽刀光过处，敌将人头落地,關羽一擊便能讓敵人手足異處！,character_skills_localised_description_hv_skill_ability_god_of_war_resolve,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_god_of_war_resolve,God of War,武圣,武聖,character_skills_localised_name_hv_skill_ability_god_of_war_resolve,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_hail_of_arrows_expertise,A flurry of shafts slows the enemy advance.,瓢泼箭雨，阻敌挠行,漫天箭雨可拖慢敵人前進的速度。,character_skills_localised_description_hv_skill_ability_hail_of_arrows_expertise,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_hail_of_arrows_expertise,Hail of Arrows,箭雨,箭如雨下,character_skills_localised_name_hv_skill_ability_hail_of_arrows_expertise,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_hamstring_expertise,A carefully-placed strike hobbles the unlucky enemy.,精心出突袭，使敌步蹒跚,精心策劃的襲擊，讓不幸的敵人措手不及。,character_skills_localised_description_hv_skill_ability_hamstring_expertise,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_hamstring_expertise,Hamstring,断筋,削斷腿筋,character_skills_localised_name_hv_skill_ability_hamstring_expertise,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_heart_seeker_instinct,Heart Seeker,觅心,一箭穿心,character_skills_localised_name_hv_skill_ability_heart_seeker_instinct,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_heavenly_grace_authority,"With her graceful beauty, she stuns all around her.",她运用美色，迷得周围所有人动弹不得。,她運用美色，迷得周圍所有人動彈不得。,character_skills_localised_description_hv_skill_ability_heavenly_grace_authority,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_heavenly_grace_authority,Heavenly Grace,天人之姿,天仙氣質,character_skills_localised_name_hv_skill_ability_heavenly_grace_authority,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_heavenly_grace_cunning,"Using her graceful beauty, she stuns all those around her.",她运用美色，迷得周围所有人动弹不得。,她運用美色，迷得周圍所有人動彈不得。,character_skills_localised_description_hv_skill_ability_heavenly_grace_cunning,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_heavenly_presence_authority,Heavenly Presence,威临,天人親臨,character_skills_localised_name_hv_skill_ability_heavenly_presence_authority,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_impenetrable_redoubt_authority,Impenetrable Redoubt,毅重,堅韌堡壘,character_skills_localised_name_hv_skill_ability_impenetrable_redoubt_authority,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_imperious_presence_authority,Cao Cao's ordered mind encourages his forces to more efficient action!,曹操的威势会激励周围所有部队，从而增强其战斗效率,曹操的聰明睿智能使他的部隊行動更有效率！,character_skills_localised_description_hv_skill_ability_imperious_presence_authority,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_imperious_presence_authority,Imperious Presence,跋扈,霸氣逼人,character_skills_localised_name_hv_skill_ability_imperious_presence_authority,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_impetuous_charge_authority,"A reckless charge, inspiring but exhausting!",勇莽冲锋可奋三军，却也颇费精力！,悍然衝鋒，令人激賞，但也消耗氣力！,character_skills_localised_description_hv_skill_ability_impetuous_charge_authority,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_impetuous_charge_authority,Impetuous Charge,横冲,狂暴衝鋒,character_skills_localised_name_hv_skill_ability_impetuous_charge_authority,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_inspection_authority,A close observation of the battlefield can bring remarkable insights.,以非凡的观察力纵观战场。,以非凡的觀察力縱觀戰場。,character_skills_localised_description_hv_skill_ability_inspection_authority,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_inspiring_words_authority,Liu Bei's words drive his men to greatness!,刘备的话语可以促使麾下将士拼死效命,劉備的激昂言辭引領他的部下共創偉業！,character_skills_localised_description_hv_skill_ability_inspiring_words_authority,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_inspiring_words_authority,Inspiring Words,鼓舞,慷慨陳詞,character_skills_localised_name_hv_skill_ability_inspiring_words_authority,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_internal_blaze_instinct,Ma Chao's internal strife manifests in bursts of rage; uncontrollable charges at the enemy!,心火燎原不能自已，马超化怨作勇悍而冲锋！,馬超心中的不滿化作爆發的狂怒，抑制不住地直往敵人轟去！,character_skills_localised_description_hv_skill_ability_internal_blaze_instinct,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_internal_blaze_instinct,Internal Blaze,心火,心中烈火,character_skills_localised_name_hv_skill_ability_internal_blaze_instinct,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_inward_focus_expertise,A focus on form allows one to evade and manoeuvre.,专注于形则可避敌锋芒,專注於身形，便能夠閃躲挪騰。,character_skills_localised_description_hv_skill_ability_inward_focus_expertise,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_inward_focus_expertise,Inward Focus,内凝,專注內在,character_skills_localised_name_hv_skill_ability_inward_focus_expertise,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_judgement,Do not let emotion cloud your acuity.,不可令情绪掩盖你的眼界。,莫讓情緒蒙蔽心靈的敏銳。,character_skills_localised_description_hv_skill_ability_judgement,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_mighty_thrust_instinct,Mighty Thrust,披靡,強勁衝鋒,character_skills_localised_name_hv_skill_ability_mighty_thrust_instinct,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_mock_authority,Mock,雄辩,嘲諷,character_skills_localised_name_hv_skill_ability_mock_authority,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_nature_s_ally_cunning,"The forest provides a path, and surer footing, for the respectful. ",敬爱山林，林即如家，山是前路。,森林為懂得尊重的人提供了通行路徑和更穩固的立足之地。,character_skills_localised_description_hv_skill_ability_nature_s_ally_cunning,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_order_of_tyrant_instinct,Confidence and pride go hand in hand.,傲慢即信心所在。,傲慢即信心所在。,character_skills_localised_description_hv_skill_ability_order_of_tyrant_instinct,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_poisioned_blade_resolve,"The thing to fear is not the bolt itself, but the dark and toxic unguent coated across its ever-increasing tip.",敌非惧锋利，乃是怕毒厉,箭矢本身倒不可怕，令人膽寒的是上頭沾染的黑毒膏。,character_skills_localised_description_hv_skill_ability_poisioned_blade_resolve,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_poisioned_blade_resolve,Poisoned Blade,毒刃,淬毒刀刃,character_skills_localised_name_hv_skill_ability_poisioned_blade_resolve,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_quickfire_expertise,Quickfire,霹雳,連珠砲,character_skills_localised_name_hv_skill_ability_quickfire_expertise,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_rage_of_lu_bu_instinct,"With a mighty sweep, Lü Bu strikes all around him.",画戟猛烈地横扫，打击吕布周围的所有敌人,呂布猛力一擊，徹底掃平周遭一眾敵軍。,character_skills_localised_description_hv_skill_ability_rage_of_lu_bu_instinct,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_rage_of_lu_bu_instinct,Rage of Lü Bu,人中吕布,呂布之怒,character_skills_localised_name_hv_skill_ability_rage_of_lu_bu_instinct,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_rally_the_troops_cunning,Rally the Troops,重振旗鼓,集結兵馬,character_skills_localised_name_hv_skill_ability_rally_the_troops_cunning,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_reckless_strike_instinct,"Should this blow strike true, the battle is done. Should it not, then… it may still also be done.",此乃绝死一击，若中，则战局可定；若不中……亦可定。,如果這一擊命中，戰鬥便會結束。如果沒有命中，那麼…戰鬥仍然可能結束。,character_skills_localised_description_hv_skill_ability_reckless_strike_instinct,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_reckless_strike_instinct,Reckless Strike,孟浪,蠻橫猛擊,character_skills_localised_name_hv_skill_ability_reckless_strike_instinct,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_reign_of_terror_instinct,The tyrant rages; his men hold through fear.,暴君震怒，属下瑟瑟发抖,暴君盛怒，部下皆心懷恐懼。,character_skills_localised_description_hv_skill_ability_reign_of_terror_instinct,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_reign_of_terror_instinct,Reign of Terror,怖惧,恐怖統治,character_skills_localised_name_hv_skill_ability_reign_of_terror_instinct,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_resolve_of_the_righteous_authority,An outnumbered army will fight even harder. Skill trumps numbers.,以寡击众，则士卒必效死：所谓兵不在多，而在其用,以寡擊眾之軍更能背水一戰。實力遠比數量重要。,character_skills_localised_description_hv_skill_ability_resolve_of_the_righteous_authority,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_resolve_of_the_righteous_authority,Resolve of the Righteous,贞义,大義凜然,character_skills_localised_name_hv_skill_ability_resolve_of_the_righteous_authority,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_roar_of_the_beast_instinct,The fury of the victorious warrior is fearful to behold!,"常胜将军雄威盛怒,敌军闻之皆尽胆寒!",常勝戰士的氣焰熾熱得令人不敢直視！,character_skills_localised_description_hv_skill_ability_roar_of_the_beast_instinct,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_roar_of_the_beast_instinct,Roar of the Beast,虎啸,野獸咆哮,character_skills_localised_name_hv_skill_ability_roar_of_the_beast_instinct,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_scattering_blows_instinct,The attacks fall with such consistency that they are as a rain of strikes falling upon the foe.,迅猛而一致的攻击，如狂风暴雨般席卷敌军。,猶如驟雨般的連綿攻勢，一次次地衝擊對手。,character_skills_localised_description_hv_skill_ability_scattering_blows_instinct,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_scattering_blows_instinct,Scattering Blows,诛荡,潰散攻擊,character_skills_localised_name_hv_skill_ability_scattering_blows_instinct,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_show_of_force_authority,Fire explosive bolts to demoralise hostile units.,扔掷爆裂弹来打击敌军士气。,扔擲爆裂彈來打擊敵軍士氣。,character_skills_localised_description_hv_skill_ability_show_of_force_authority,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_show_of_force_authority,Show of Force,耀武,揚威挫銳,character_skills_localised_name_hv_skill_ability_show_of_force_authority,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_sight_of_the_dragon_cunning,The enemy is located; the earth reveals them.,地理山川暴露敌众，敌众掩迹亦可追寻！,敵軍現蹤影，大地顯蹤跡。,character_skills_localised_description_hv_skill_ability_sight_of_the_dragon_cunning,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_sight_of_the_dragon_cunning,Sight of the Dragon,龙睛,龍之慧眼,character_skills_localised_name_hv_skill_ability_sight_of_the_dragon_cunning,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_smouldering_fury_instinct,"The more he is opposed, the stronger Lü Bu becomes!",敌人越多，吕布就会越强大！,呂布遭逢越多阻撓，就越是頑強！,character_skills_localised_description_hv_skill_ability_smouldering_fury_instinct,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_smouldering_fury_instinct,Smouldering Fury,愤懑,怒火中燒,character_skills_localised_name_hv_skill_ability_smouldering_fury_instinct,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_stalwart_defender_expertise,Stalwart Defender,坚防,步步為營,character_skills_localised_name_hv_skill_ability_stalwart_defender_expertise,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_strength_of_the_land,Stength of the Land,地力,大地之力,character_skills_localised_name_hv_skill_ability_strength_of_the_land,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_sundering_strike_instinct,"With a mighty cleave, Zhang Fei rends his foes' defences.",张飞奋力一击，敌军防御土崩瓦解,張飛強力劈擊，撕裂敵人的防線。,character_skills_localised_description_hv_skill_ability_sundering_strike_instinct,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_sundering_strike_instinct,Sundering Strike,裂斩,開山劈石,character_skills_localised_name_hv_skill_ability_sundering_strike_instinct,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_swift_fingers_expertise,"Recalling their training, these generals reload with startling quickness.",三军需依训练妙法，弯弓搭箭迅如脱兔,這些將領回想起自己受過的訓練，以令人刮目相看的飛速裝填矢石。,character_skills_localised_description_hv_skill_ability_swift_fingers_expertise,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_swift_fingers_expertise,Swift Fingers,妙手,十指靈巧,character_skills_localised_name_hv_skill_ability_swift_fingers_expertise,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_swift_steps_cunning,One foot in front of the other in rapid succession – this is the key to swiftness.,以极快的速度迈步，这便是行动迅速的诀窍。,雙腳連續快速交互向前，這就是迅敏的關鍵。,character_skills_localised_description_hv_skill_ability_swift_steps_cunning,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_swift_steps_cunning,Swift Steps,运步如飞,靈動步伐,character_skills_localised_name_hv_skill_ability_swift_steps_cunning,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_tempered_deflection_expertise,"With calm, steely resolve, attacks are better deflected.",铁意石心，抵御万物,如鋼鐵般冷靜堅毅，就更能擋開攻勢。,character_skills_localised_description_hv_skill_ability_tempered_deflection_expertise,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_tempered_deflection_expertise,Tempered Deflection,固守,鍛甲禦矢,character_skills_localised_name_hv_skill_ability_tempered_deflection_expertise,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_the_dragon_s_gaze_instinct,Lü Bu's furious gaze causes all to cower!,吕布的狂怒凝视，足以让所有人都畏缩不前！,呂布怒目一瞪，眾兵卒無不驚懼畏怯！,character_skills_localised_description_hv_skill_ability_the_dragon_s_gaze_instinct,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_the_dragon_s_gaze_instinct,The Dragon's Gaze,龙视,蛟龍怒目,character_skills_localised_name_hv_skill_ability_the_dragon_s_gaze_instinct,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_the_weight_on_the_shoulders_authority,The weight on the shoulders,砥柱,身負重擔,character_skills_localised_name_hv_skill_ability_the_weight_on_the_shoulders_authority,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_turning_the_tide_cunning,Upon nearby enemy unit routing nearby own units recieve a morale buff.,敌众溃散之时，三军振奋，追战愈勇。,周遭敵軍單位潰逃時，賦予周遭我方單位士氣增強效果。,character_skills_localised_description_hv_skill_ability_turning_the_tide_cunning,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_turning_the_tide_cunning,Turning the Tide,力挽狂澜,力挽狂瀾,character_skills_localised_name_hv_skill_ability_turning_the_tide_cunning,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_undying_vow_instinct,"To the very bitter end and beyond, if possible, to the very last breath, they will be constant and unswerving.",此人视死如归，奋战至血尽身死。,直到最後的最後，如果可以的話，甚至直到最後一口氣，此人都會穩守陣地、絕不低頭。,character_skills_localised_description_hv_skill_ability_undying_vow_instinct,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_undying_vow_instinct,Undying Vow,守誓,誓死不屈,character_skills_localised_name_hv_skill_ability_undying_vow_instinct,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_unstoppable_resolve,His relentless attack makes foes cower before him!,他武艺天下绝伦，敌众闻之胆战心惊,他無止息的瘋狂攻勢令敵人心驚膽寒！,character_skills_localised_description_hv_skill_ability_unstoppable_resolve,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_unstoppable_resolve,Unstoppable,横行,無人可擋,character_skills_localised_name_hv_skill_ability_unstoppable_resolve,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_unyielding_earth_authority,Nature itself provides a shield for its warriors.,法自然，如佩坚盾，御阻猛攻。,大地為它的戰士們提供屏障。,character_skills_localised_description_hv_skill_ability_unyielding_earth_authority,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_unyielding_earth_authority,Unyielding Earth,坚土,不屈之土,character_skills_localised_name_hv_skill_ability_unyielding_earth_authority,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_vengeance_resolve,"Xiahou Dun fights best in the thick of it, but may lose his composure.",夏侯惇能借此愈战愈勇，但会因此丧失理智,夏侯惇在情況危急時反而能發揮最強實力，不過他也容易因此失去理智。,character_skills_localised_description_hv_skill_ability_vengeance_resolve,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_vengeance_resolve,Vengeance,睚眦,有仇必報,character_skills_localised_name_hv_skill_ability_vengeance_resolve,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_warning_shot_cunning,The enemy knows the next shot will not miss.,「这下一箭，射的就是汝之心窝！」,敵人深知下一箭必不失準。,character_skills_localised_description_hv_skill_ability_warning_shot_cunning,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_warning_shot_cunning,Warning Shot,射缨,警告射擊,character_skills_localised_name_hv_skill_ability_warning_shot_cunning,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_way_of_the_wind_cunning,Zhuge Liang predicts the wind through study of the world.,卧龙饱谙天文地理，风向去留亦可观之,諸葛亮對自然萬物觀察細微而能預知風向。,character_skills_localised_description_hv_skill_ability_way_of_the_wind_cunning,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_way_of_the_wind_cunning,Way of the Wind,风道,預測風向,character_skills_localised_name_hv_skill_ability_way_of_the_wind_cunning,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_whitewater_cunning,This legendary presence gives enemies pause.,此人谋略通神，足令敌踌躇待毙,此人的傳奇風采使敵人望而卻步。,character_skills_localised_description_hv_skill_ability_whitewater_cunning,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_wildfire_instinct,"Gan Ning moves ever faster, as fire spreads through the forest.",甘宁疾冲之势，如野火飞掠林梢,甘寧有如燎原野火，動作越發迅捷。,character_skills_localised_description_hv_skill_ability_wildfire_instinct,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_wildfire_instinct,Wildfire Raider,猛火袭掠,野火劫匪,character_skills_localised_name_hv_skill_ability_wildfire_instinct,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_wisdom_of_the_river_authority,Knowledge of the enemy weakens their defences.,知敌表里，则彼难守，我易攻,了解敵人，就能減弱他們的防禦。,character_skills_localised_description_hv_skill_ability_wisdom_of_the_river_authority,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_wisdom_of_the_river_authority,Wisdom of the River,水圣,河之智慧,character_skills_localised_name_hv_skill_ability_wisdom_of_the_river_authority,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_skill_ability_xiezhi_roar_resolve,Xiezhi Roar,獬豸之吼,獬豸咆嘯,character_skills_localised_name_hv_skill_ability_xiezhi_roar_resolve,hv_TEXT_skills_skill_skill_name_desc.loc.tsv
hv_ability_bandit_unlock_earth,Bandit: Dead or Alive,匪徒：你死我活,匪徒：你死我活,unit_abilities_onscreen_name_hv_ability_bandit_unlock_earth,hv_TEXT_unit_abilities.loc.tsv
hv_ability_bandit_unlock_earth,Desperation soon leads to violence.,万般无奈之下，唯有殊死一搏。,萬般無奈之下，唯有殊死一搏。,unit_abilities_tooltip_text_hv_ability_bandit_unlock_earth,hv_TEXT_unit_abilities.loc.tsv
hv_ability_bandit_unlock_fire,Bandit: Strike First,匪徒：先发制人,匪徒：先發制人,unit_abilities_onscreen_name_hv_ability_bandit_unlock_fire,hv_TEXT_unit_abilities.loc.tsv
hv_ability_bandit_unlock_fire,"If you hit them first, they may not hit you.",先下手为强。,先下手爲强。,unit_abilities_tooltip_text_hv_ability_bandit_unlock_fire,hv_TEXT_unit_abilities.loc.tsv
hv_ability_bandit_unlock_metal,Bandit: Grievous Bite,匪徒：凶残撕咬,匪徒：重創撕咬,unit_abilities_onscreen_name_hv_ability_bandit_unlock_metal,hv_TEXT_unit_abilities.loc.tsv
hv_ability_bandit_unlock_metal,This is how animals fight.,此乃困兽之斗。,此乃困獸之鬥。,unit_abilities_tooltip_text_hv_ability_bandit_unlock_metal,hv_TEXT_unit_abilities.loc.tsv
hv_ability_bandit_unlock_water,Bandit: Improvisation,匪徒：见机行事,匪徒：見機行事,unit_abilities_onscreen_name_hv_ability_bandit_unlock_water,hv_TEXT_unit_abilities.loc.tsv
hv_ability_bandit_unlock_water,Adaptation is the only way to live.,视情况变化而采因应之道。,視情況變化而採因應之道。,unit_abilities_tooltip_text_hv_ability_bandit_unlock_water,hv_TEXT_unit_abilities.loc.tsv
hv_ability_bandit_unlock_wood,Bandit: Deeply-Rooted,匪徒：根深蒂固,匪徒：根深蒂固,unit_abilities_onscreen_name_hv_ability_bandit_unlock_wood,hv_TEXT_unit_abilities.loc.tsv
hv_ability_bandit_unlock_wood,Tightly woven and does not fall off easily.,紧密结合，不易脱落。,緊密結合，不易脫落。,unit_abilities_tooltip_text_hv_ability_bandit_unlock_wood,hv_TEXT_unit_abilities.loc.tsv
hv_ability_barded_missile_resistance,Barded,重马铠,重馬鎧,unit_abilities_onscreen_name_hv_ability_barded_missile_resistance,hv_TEXT_unit_abilities.loc.tsv
