File,eng,zh-cn,zh-tw
hv_TEXT_unit_long_desc.loc.tsv,"In order to live in the shadow of the great wall and the tribes of the steppe, a people must learn to cope with hardship and discipline. Its soldiers must learn doubly so and are the better for it. \\n\\n Every army has their elites: those of the Xiliang army are more so than most. These crossbowmen are anti-cavalry specialists. Even the powerful nomadic cataphracts shun them.",一边是长城的阴影，另一边是草原各部落，西凉民族必须纪律严明，艰苦奋斗。而西凉士兵则必须加倍做到。\\n\\n每一支军队都有自己的精锐，西凉精锐则尤其出色。\\n\\n这些弩手是反骑兵专家。即使是强大的游牧铁骑也会避开他们。,一邊是長城的陰影，另一邊是草原各部落，西涼民族必須紀律嚴明，艱苦奮鬥。而西涼士兵則必須加倍做到。\\n\\n每一支軍隊都有自己的精銳，西涼精銳則尤其出色。\\n\\n這些弩手是反騎兵專家。即使是强大的遊牧鐵騎也會避開他們。
hv_TEXT_unit_long_desc.loc.tsv,"In order to live in the shadow of the great wall and the tribes of the steppe, a people must learn to cope with hardship and discipline. Its soldiers must learn doubly so and are the better for it. \\n\\n Every army has their elites: those of the Xiliang army are more so than most. These spearmen, clad in iron armor and wielding great shields, will hold the frontline of any army and drive the enemy back. ",一边是长城的阴影，另一边是草原各部落，西凉民族必须纪律严明，艰苦奋斗。而西凉士兵则必须加倍做到。\\n\\n每一支军队都有自己的精锐，西凉精锐则尤其出色。\\n\\n这些矛兵身穿铁甲，手持巨盾，将守住任何军队的前线并击退敌兵。,一邊是長城的陰影，另一邊是草原各部落，西涼民族必須紀律嚴明，艱苦奮鬥。而西涼士兵則必須加倍做到。\\n\\n每一支軍隊都有自己的精銳，西涼精銳則尤其出色。\\n\\n這些矛兵身穿鐵甲，手持巨盾，將守住任何軍隊的前線並擊退敵兵。
hv_TEXT_unit_long_desc.loc.tsv,"In order to live in the shadow of the great wall and the tribes of the steppe, a people must learn to cope with hardship and discipline. Its soldiers must learn doubly so and are the better for it. \\n\\n Every army has their elites: those of the Xiliang army are more so than most. These warriors, clad in heavy armor and riding equally armoured steeds, are the best the Xiliang have to offer. Though slow in maneuvers, almost none can oppose them as they charge into enemy ranks, trampling and goring their enemies on their spears.",一边是长城的阴影，另一边是草原各部落，西凉民族必须纪律严明，艰苦奋斗。而西凉士兵则必须加倍做到。\\n\\n每一支军队都有自己的精锐，西凉精锐则尤其出色。\\n\\n这些士兵身着重甲，战马同样披着马甲，他们是西凉最强的战士。虽然行动缓慢，但当他们冲进敌人阵型，践踏和刺杀敌人时，几乎没有人能抵抗他们。,一邊是長城的陰影，另一邊是草原各部落，西涼民族必須紀律嚴明，艱苦奮鬥。而西涼士兵則必須加倍做到。\\n\\n每一支軍隊都有自己的精銳，西涼精銳則尤其出色。\\n\\n這些士兵身著重甲，戰馬同樣披著馬甲，他們是西涼最强的戰士。雖然行動緩慢，但當他們沖進敵人陣型，踐踏和刺殺敵人時，幾乎沒有人能抵抗他們。
hv_TEXT_unit_long_desc.loc.tsv,"In order to live in the shadow of the great wall and the tribes of the steppe, a people must learn to cope with hardship and discipline. Its soldiers must learn doubly so and are the better for it. \\n\\n The courageous and experienced Xiliang army is the envy of most warlords and the pride of its leaders. After having thrown a spare hand-ji, these men will charge the enemy line, swinging their dagger-axes in one hand while the other holds a shield to parry retaliatory blows.",一边是长城的阴影，另一边是草原各部落，西凉民族必须纪律严明，艰苦奋斗。而西凉士兵则必须加倍做到。\\n\\n勇敢而老练的西凉军是大多数军阀羡慕的对象，也是西凉军将领的骄傲。\\n\\n这些士兵会先投掷一只备用的手戟，然后冲向敌人的防线，一只手挥舞着他们的匕首斧，另一只手拿着盾牌来招架敌人的回击。,一邊是長城的陰影，另一邊是草原各部落，西涼民族必須紀律嚴明，艱苦奮鬥。而西涼士兵則必須加倍做到。\\n\\n勇敢而老練的西涼軍是大多數軍閥羡慕的對象，也是西涼軍將領的驕傲。\\n\\n這些士兵會先投擲一隻備用的手戟，然後沖向敵人的防線，一隻手揮舞著他們的匕首斧，另一隻手拿著盾牌來招架敵人的回擊。
hv_TEXT_unit_long_desc.loc.tsv,"In order to live in the shadow of the great wall and the tribes of the steppe, a people must learn to cope with hardship and discipline. Its soldiers must learn doubly so and are the better for it. \\n\\n The courageous and experienced Xiliang army is the envy of most warlords and the pride of its leaders. Skilled horsemen such as these will ride the enemy down in a devastating charge and retreat before the enemy can launch a counterattack, or pepper them with arrows.",一边是长城的阴影，另一边是草原各部落，西凉民族必须纪律严明，艰苦奋斗。而西凉士兵则必须加倍做到。\\n\\n勇敢而老练的西凉军是大多数军阀羡慕的对象，也是西凉军将领的骄傲。\\n\\n像这样的老练骑兵会以毁灭性的冲锋打散敌人，而在敌人发动反击或放箭射他们之前他们已经撤走。,一邊是長城的陰影，另一邊是草原各部落，西涼民族必須紀律嚴明，艱苦奮鬥。而西涼士兵則必須加倍做到。\\n\\n勇敢而老練的西涼軍是大多數軍閥羡慕的對象，也是西涼軍將領的驕傲。\\n\\n像這樣的老練騎兵會以毀滅性的衝鋒打散敵人，而在敵人發動反擊或放箭射他們之前他們已經撤走。
hv_TEXT_unit_long_desc.loc.tsv,"In order to live in the shadow of the great wall and the tribes of the steppe, a people must learn to cope with hardship and discipline. Its soldiers must learn doubly so and are the better for it. \\n\\n The courageous and experienced Xiliang army is the envy of most warlords and the pride of its leaders. \\n\\n Armed with crossbows, these soldiers rain down a hail of armour-piercing missiles on their foes. A wise general will support them with spearmen, as they are a prime target for enemy horsemen.",一边是长城的阴影，另一边是草原各部落，西凉民族必须纪律严明，艰苦奋斗。而西凉士兵则必须加倍做到。\\n\\n勇敢而老练的西凉军是大多数军阀羡慕的对象，也是西凉军将领的骄傲。\\n\\n这些士兵手持弓弩，向敌人发射大量穿甲箭矢。聪明的将军会用矛兵支持他们，因为他们是敌人骑兵的主要目标。,一邊是長城的陰影，另一邊是草原各部落，西涼民族必須紀律嚴明，艱苦奮鬥。而西涼士兵則必須加倍做到。\\n\\n勇敢而老練的西涼軍是大多數軍閥羡慕的對象，也是西涼軍將領的驕傲。\\n\\n這些士兵手持弓弩，向敵人發射大量穿甲箭矢。聰明的將軍會用矛兵支援他們，因為他們是敵人騎兵的主要目標。
hv_TEXT_unit_long_desc.loc.tsv,"In order to live in the shadow of the great wall and the tribes of the steppe, a people must learn to cope with hardship and discipline. Its soldiers must learn doubly so and are the better for it. \\n\\n The courageous and experienced Xiliang army is the envy of most warlords and the pride of its leaders. \\n\\n Imitating the tactics of the tribes they often face, these horse archers are proficient hit-and-run combatants. They will strike where the enemies are weakest, while remaining out of reach of all weapons, save arrows or crossbow bolts.",一边是长城的阴影，另一边是草原各部落，西凉民族必须纪律严明，艰苦奋斗。而西凉士兵则必须加倍做到。\\n\\n勇敢而老练的西凉军是大多数军阀羡慕的对象，也是西凉军将领的骄傲。\\n\\n这些马弓手会模仿他们经常面对的草原部落的战术，可以熟练地边射边跑。他们将攻击敌人最薄弱的地方，同时会保持距离，没有弓弩便无法伤害他们。,一邊是長城的陰影，另一邊是草原各部落，西涼民族必須紀律嚴明，艱苦奮鬥。而西涼士兵則必須加倍做到。\\n\\n勇敢而老練的西涼軍是大多數軍閥羡慕的對象，也是西涼軍將領的驕傲。\\n\\n這些馬弓手會模仿他們經常面對的草原部落的戰術，可以熟練地邊射邊跑。他們將攻擊敵人最薄弱的地方，同時會保持距離，沒有弓弩便無法傷害他們。
hv_TEXT_unit_long_desc.loc.tsv,"In order to live in the shadow of the great wall and the tribes of the steppe, a people must learn to cope with hardship and discipline. Its soldiers must learn doubly so and are the better for it. \\n\\n The courageous and experienced Xiliang army is the envy of most warlords and the pride of its leaders. \\n\\n Swift horsemen, they can easily catch any enemy left out in the open, while their swords and shields will allow them to stay in melee for a while before having to retreat.",一边是长城的阴影，另一边是草原各部落，西凉民族必须纪律严明，艰苦奋斗。而西凉士兵则必须加倍做到。\\n\\n勇敢而老练的西凉军是大多数军阀羡慕的对象，也是西凉军将领的骄傲。\\n\\n作为敏捷的骑兵，他们可以很容易地抓住任何走散的敌人。他们的剑和盾牌将允许他们进行短暂的近战，但之后就需要撤退。,一邊是長城的陰影，另一邊是草原各部落，西涼民族必須紀律嚴明，艱苦奮鬥。而西涼士兵則必須加倍做到。\\n\\n勇敢而老練的西涼軍是大多數軍閥羡慕的對象，也是西涼軍將領的驕傲。\\n\\n作爲敏捷的騎兵，他們可以很容易地抓住任何走散的敵人。他們的劍和盾牌將允許他們進行短暫的近戰，但之後就需要撤退。
hv_TEXT_unit_long_desc.loc.tsv,"In order to live in the shadow of the great wall and the tribes of the steppe, a people must learn to cope with hardship and discipline. Its soldiers must learn doubly so and are the better for it. \\n\\n The courageous and experienced Xiliang army is the envy of most warlords and the pride of its leaders. \\n\\n These soldiers, armed with the long Ji, will brace and hold against cavalry charges, letting the horse impale itself on their blades. Wearing iron armour, they will wade into the melee confidently and take on all comers.",一边是长城的阴影，另一边是草原各部落，西凉民族必须纪律严明，艰苦奋斗。而西凉士兵则必须加倍做到。\\n\\n勇敢而老练的西凉军是大多数军阀羡慕的对象，也是西凉军将领的骄傲。\\n\\n这些士兵，装备了长戟，将在骑兵冲锋时严阵以待，让马自己冲到他们的刀刃上。他们身穿铁甲，可以自如地加入混战，迎击所有来犯。,一邊是長城的陰影，另一邊是草原各部落，西涼民族必須紀律嚴明，艱苦奮鬥。而西涼士兵則必須加倍做到。\\n\\n勇敢而老練的西涼軍是大多數軍閥羡慕的對象，也是西涼軍將領的驕傲。\\n\\n這些士兵，裝備了長戟，將在騎兵衝鋒時嚴陣以待，讓馬自己衝到他們的刀刃上。他們身穿鐵甲，可以自如地加入混戰，迎擊所有來犯。
hv_TEXT_unit_long_desc.loc.tsv,"In order to live in the shadow of the great wall and the tribes of the steppe, a people must learn to cope with hardship and discipline. Its soldiers must learn doubly so and are the better for it. \\n\\n The courageous and experienced Xiliang army is the envy of most warlords and the pride of its leaders. \\n\\n These spearmen protect the flanks by pre-empting charges and bracing their qiang spears at an angle, so only the most foolish or brave cavalry dare charge them. This makes them a target for missile attacks, so they are outfitted in leather armour and carry large shields to protect themselves from the expected rain of arrows.",一边是长城的阴影，另一边是草原各部落，西凉民族必须纪律严明，艰苦奋斗。而西凉士兵则必须加倍做到。\\n\\n勇敢而老练的西凉军是大多数军阀羡慕的对象，也是西凉军将领的骄傲。\\n\\n这些矛兵通过先发制人的冲锋来保护侧翼，并以一定角度支起他们的羌族长矛，只有最愚蠢或最勇敢的骑兵才敢向其冲锋。但这使他们成为远程攻击的目标，因此他们装备了皮甲，并携带大型盾牌，以保护自己免受箭雨伤害。,一邊是長城的陰影，另一邊是草原各部落，西涼民族必須紀律嚴明，艱苦奮鬥。而西涼士兵則必須加倍做到。\\n\\n勇敢而老練的西涼軍是大多數軍閥羡慕的對象，也是西涼軍將領的驕傲。\\n\\n這些矛兵通過先發制人的衝鋒來保護側翼，並以一定角度支起他們的羌族長矛，只有最愚蠢或最勇敢的騎兵才敢向其衝鋒。但這使他們成為遠程攻擊的目標，因此他們裝備了皮甲，並攜帶大型盾牌，以保護自己免受箭雨傷害。
hv_TEXT_unit_long_desc.loc.tsv,"Mighty, gnarled monoliths, the imposing peaks of China's south stand like sentinels against the unrelenting waters beyond. Amongst these hills and peaks, the Yue tribes eke out their continued existence; brought low from the once-proud past, they stand now against the threat of Han invasion from the north. Although they wield sword and shield, they are nothing like the professional warriors coming to face them. \\n\\n Yet, united behind one who purports to fight for their ideals, the Yue are able to summon themselves into something resembling their own strength – their legacy demands it!",江南一带危峰兀立，怪石嶙峋。它们就如同铁卫一般静静镇守着奔流不息的江水。越人便藏身于这山岭之中，顽强地生活下来。尽管他们光辉的历史已经归于沉寂，但此刻他们再次挺身而出，顽强抵抗北方汉人的侵略。尽管他们持有剑盾，但还远不是精兵的敌手。\\n\\n 他们如今团结在一位愿意为他们而战的人麾下，决定复兴古老的传统，让世人见识他们的力量！,高聳險奇的群山立於中原南方，與波濤洶湧的海洋相抗衡。在崇山峻嶺之間，越人仍世世代代勉力維生。他們曾有著輝煌的過往，如今則得力抗北方漢人入侵。儘管他們持有劍盾，但還遠不是精兵的敵手。\\n\\n然而在一名立志守護他們理念的奇人率領之下，越民團結一心，喚起自身的古老力量，為傳承而戰！
hv_TEXT_unit_long_desc.loc.tsv,"Move swift as the Wind and closely-formed as the Wood. Attack like the Fire and be still as the Mountain. \\n\\n These elite soldiers hail from Danyang province and are rapidly gaining renown with commanders in the crumbling Han empire. Armed with a glaive and heavy armor, they have gathered a reputation assaulting enemy strongpoints succesfully and routing their defenders. \\n\\n Already, enemies have learned to fear their expertise, as well as the gunpowder bombs they carry with them. When the Blue Turbans have been spotted on the field, the foe knows their days are numbered.",,
hv_TEXT_unit_long_desc.loc.tsv,"Recruited by Liu Bei during his time as ""General of the Left"", these soldiers now are loyal to their general and will fight to see his vision fulfilled. The Han shall be restored, and they will unleash a barrage of arrows upon any rebel who would see the Han extinguished. And And if their foes would close the distance, they shall find that they are equally skilled in melee combat, unless they fight cavalry.  ",,
hv_TEXT_unit_long_desc.loc.tsv,"The Ji Guards of the Eight Talents stand as paragons of martial prowess within Liu Bao's domain, wielding the Ji with unmatched skill. Selected for their loyalty and combat mastery, these guards are tasked with the defense of Jing province, utilizing their polearms to form an impregnable line against any who dare challenge their lord's authority. Their training emphasizes not just the art of the Ji but the values of courage and fidelity, making them a formidable force on the battlefield.",,
hv_TEXT_unit_long_desc.loc.tsv,"The Sword Guards of the Eight Talents are the embodiment of elite swordsmanship, sworn to defend Liu Bao and the honor of Jing province. Handpicked for their exceptional skills and unwavering loyalty, these soldiers wield their swords with a precision and grace that belie their lethal efficiency. In the heat of battle, they are unflappable, their blades cutting through enemy ranks with ease, safeguarding their homeland and its ideals with every stroke.",,
hv_TEXT_unit_long_desc.loc.tsv,"The Yellow Turban rebellion and the rapidly collapsing Han dynasty has left many people without homes or livelihoods. The most desperate or least scrupulous of these turn to banditry. These men flock to the bandit of the king of Black Mountain, hoping to remake their fortunes through plunder and bloody battle. Despite their hopes, their poor equipment usually has them end up as fodder, while others reap the rewards for their sacrifices.",黄巾起义和迅速瓦解的汉朝，使许多人失去了家园和生计。这些人中最绝望或最不谨慎的人都变成了强盗。这些人加入黑山王的土匪，希望通过烧杀掠夺来重获财富。尽管他们抱有希望，但他们糟糕的装备通常让他们只能做挡箭牌，而其他人则会因他们的牺牲而收获回报。,黃巾起義和迅速瓦解的漢朝，使許多人失去了家園和生計。這些人中最絕望或最不謹慎的人都變成了強盜。這些人加入黑山王的土匪，希望通過燒殺掠奪來重獲財富。儘管他們抱有希望，但他們糟糕的裝備通常讓他們只能做擋箭牌，而其他人則會因他們的犧牲而收穫回報。
hv_TEXT_unit_long_desc.loc.tsv,"The Yellow Turban rebellion and the rapidly collapsing Han dynasty has left many people without homes or livelihoods. The most desperate or least scrupulous of these turn to banditry. These men flock to the self-proclaimed bandit queen, hoping to remake their fortunes through plunder and bloody battle. Despite their hopes, their poor equipment usually has them end up as fodder, while others reap the rewards for their sacrifices.",黄巾起义和迅速瓦解的汉朝，使许多人失去了家园和生计。这些人中最绝望或最不谨慎的人都变成了强盗。这些人加入盗贼女王麾下，希望通过烧杀掠夺来重获财富。尽管他们抱有希望，但他们糟糕的装备通常让他们只能做挡箭牌，而其他人则会因他们的牺牲而收获回报。,黃巾起義和迅速瓦解的漢朝，使許多人失去了家園和生計。這些人中最絕望或最不謹慎的人都變成了強盜。這些人加入盜賊女王麾下，希望通過燒殺掠奪來重獲財富。儘管他們抱有希望，但他們糟糕的裝備通常讓他們只能做擋箭牌，而其他人則會因他們的犧牲而收穫回報。
hv_TEXT_unit_long_desc.loc.tsv,"The Yuan clan's fame brings many benefits, one of which the number of men willing to lay down their lives in their service. \\n\\n Wielding the noble Jian blade, and protected by stout shields and good armour, these swordsmen will defend their masters with zeal. They form the frontline of the Yuan battleline, chopping and slashing at their foe until either they or themselves are slain.",,
hv_TEXT_unit_long_desc.loc.tsv,"The bandit queen's forces are bolstered by the presence of these so-called ""phantoms"". Hailing from Taishan, these warriors have already gathered an ominous reputation for the poison bombs they carry with them. If the wind is right, these bombs will cause entire regiments to choke without even comitting to battle. They are furthermore armed with a light sword and cloth armor, so they should not be relied on to hold the line in melee.",,
hv_TEXT_unit_long_desc.loc.tsv,"The fame of these horsemen reaches far. To fight the northern tribes, Gongsun Zan has created a skilled cavalry force of his own to match. These warriors follow their leader into battle, against the tribes or any other foe of the Han… \\n\\n Wielding a long spear and shield, these armored warriors charge into battle, skewering the foe with their lances. They only need to be wary of enemy spearmen and sustained archer fire.",这些骑手名声远扬。为了与北方部落作战，公孙瓒打造了一支自己的骑兵部队。这些战士跟随他们的领军作战，对抗部落或其他汉室之敌……\\n\\n这些装甲战士手持长矛和盾牌，冲向战场，用他们的长矛刺穿敌人。他们只需要提防敌人的矛兵和弓弩手。,這些騎手名聲遠揚。為了與北方部落作戰，公孫瓚打造了一支自己的騎兵部隊。這些戰士跟隨他們的領軍作戰，對抗部落或其他漢室之敵……\\n\\n這些裝甲戰士手持長矛和盾牌，沖向戰場，用他們的長矛刺穿敵人。他們只需要提防敵人的矛兵和弓弩手。
hv_TEXT_unit_long_desc.loc.tsv,"The fame of these horsemen reaches far. To fight the northern tribes, Gongsun Zan has created a skilled cavalry force of his own to match. These warriors follow their leader into battle, against the tribes or any other foe of the Han… \\n\\n Wielding sword and shield and clad in heavy armor, they can easily weather a barrage of arrows, before charging into melee and remaining there to hold the line as the rest of the army finishes the enemy.",这些骑手名声远扬。为了与北方部落作战，公孙瓒打造了一支自己的骑兵部队。这些战士跟随他们的领军作战，对抗部落或其他汉室之敌……\\n\\n他们使用剑和盾牌，身穿重甲，能够承受连续的箭雨，然后冲入近战，留在那里守住阵线，等待其他军队消灭敌人。,這些騎手名聲遠揚。為了與北方部落作戰，公孫瓚打造了一支自己的騎兵部隊。這些戰士跟隨他們的領軍作戰，對抗部落或其他漢室之敵……\\n\\n他們使用劍和盾牌，身穿重甲，能夠承受連續的箭雨，然後沖入近戰，留在那裡守住陣綫，等待其他軍隊消滅敵人。
hv_TEXT_unit_long_desc.loc.tsv,"The jian is a straight, double-edged sword known as the 'Gentleman of Weapons', and considered to be one of the four major weapons alongside the gun, dao and qiang. It takes a year of training before one is considered competent enough to use it, and so only the most skilled swordsmen are equipped with it. \\n\\n The role of the Elite Swordsmen is to hold the line against enemy attacks, and their swordsmanship, heavy armour and gourd shields enable them to do this long after others have fallen to exhaustion.",剑是一种直的双刃武器，人称「百兵之君」，与棍、刀、枪合称四大主兵。要成为有足够能力配备剑的人，至少要经过一年的训练，只有最熟练的剑士才能佩剑上阵。\\n\\n精锐剑兵要防御敌人的攻击，他们剑术精湛，披甲持盾，在其他人精疲力竭后仍能坚守阵线。,劍兩側開鋒，刃身筆直，又名「百兵之君」，和棍、刀、槍並列為四大兵器。劍需要一年時間訓練才能在實戰中應用，因此只有武藝最精湛的劍士才會使用。 \\n\\n 精锐剑士的功用是堅守陣線，即便其他人都力竭倒下了，他們仍能憑藉著劍技、皮甲和圓盾繼續奮戰。
hv_TEXT_unit_long_desc.loc.tsv,"The nomads of the steppes have a reputation for fine horsemanship. These particular horse archers have turned to banditry and pillaging to fill their coffers. They will allign themselves to bandit chiefs of note, who can afford their services by giving them a proportional share of the loot. In battle, they harass the enemy from afar, using their horses to quickly wheel about when the counter-attack comes.",,
hv_TEXT_unit_long_desc.loc.tsv,"The typical bandit force consists of lightly armored troops. These men are not a typical bandit force. A string of victories or lucky looting has netted them the excellent armour wielded by the heavy troops of the Han empire. They now form a heavy spear unit, capable of holding their ground against even the dreaded barded horsemen. With these men, any aspiring bandit warlord may find himself a bandit king or queen, one day.",,
hv_TEXT_unit_long_desc.loc.tsv,"Treat your men as you would your own beloved sons. And they will follow you into the deepest valley. \\n\\n Serving the heirs of Sun Tzu, these men would willingly follow them into heirs and certain death. Armed with a light glaive and medium armor, these men can hold their own in a variety of situations, facing down cavalry or infantry with equal skill. Their versatility has caused them to be fondly called “problem solvers” by their commanders and are given great respect, which they repay with loyalty.",,
hv_TEXT_unit_long_desc.loc.tsv,"Whereas some cavalry bring a primal, instantly shattering force to the battlefield, other mounted warriors are suited to the slower burn, embroiling themselves in the melee and staying to continue inflicting casualties. \\n\\n Whilst they get less power on the charge, their destructive capability increases dramatically once they begin hacking away at foes.",有的骑兵擅于冲锋，以蛮横的力量来击垮敌人；有的骑兵则相较之下更擅于慢火细炖，故意让自身卷入近战，以持续对敌人造成杀伤。\\n\\n这些近战骑兵虽然冲击力较差，但与敌人接触进入混战后却能造成相当大的杀伤。,有些騎兵以迅猛破陣之力見長，有些則善於近身纏鬥，持續殺傷敵人。\\n\\n這些掠奪者殺入戰場，儘管衝鋒的威力較一般騎兵略遜一籌，但在接敵後便能大幅發揮摧枯拉朽的能力，將敵兵一一劈裂。
hv_TEXT_unit_long_desc.loc.tsv,"With the many wars that ravage China, militias everywhere have sprung up to defend their home and livelihood from bandits, yellow turbans, and invading warlords. Tempered by hard-won experience, these men have become adepts at war by survival.  Equally skilled in melee as with the bow, they over time bought horses to level the playing field with the more professional troops they often face. Many of these veterans now flock to the banners of the warlords, providing a rapid response force fit for a variety of situations.",,
hv_TEXT_unit_long_desc.loc.tsv,work in process \\n\\n (Please submit your ideas through the trom channel of MTU discord.),未完成\\n\\n（请于MTU的Discord里TROM频道提出建议）,未完成\\n\\n（請於MTU的Discord裏TROM頻道提出建議）
hv_TEXT_unit_text_replacements.loc.tsv,Barn Swallows,燕子兵,燕子兵
hv_TEXT_unit_text_replacements.loc.tsv,Blood Seekers,嗜血兵,嗜血兵
hv_TEXT_unit_text_replacements.loc.tsv,Blue Turbans,蓝巾兵,藍巾兵
hv_TEXT_unit_text_replacements.loc.tsv,Bomb Slingers,爆弹兵,爆彈兵
hv_TEXT_unit_text_replacements.loc.tsv,Buqu of the Left General,左将军部曲,左將軍部曲
hv_TEXT_unit_text_replacements.loc.tsv,Captain,伯长,校尉
hv_TEXT_unit_text_replacements.loc.tsv,Captain of Yuan House,袁氏伯长,袁氏校尉
hv_TEXT_unit_text_replacements.loc.tsv,Children of the forest,森林之子,森林之子
hv_TEXT_unit_text_replacements.loc.tsv,Cunning Monkeys,狡猴兵,狡猴兵
hv_TEXT_unit_text_replacements.loc.tsv,Dragonlings,少龙兵,少龍兵
hv_TEXT_unit_text_replacements.loc.tsv,Drifting Warmongers,漂流战贩,漂流戰販
hv_TEXT_unit_text_replacements.loc.tsv,Fanatics,狂信徒,狂信徒
hv_TEXT_unit_text_replacements.loc.tsv,Fire Fiends,火煞兵,火煞兵
hv_TEXT_unit_text_replacements.loc.tsv,Goshawk Cavalry,苍鹰突骑,蒼鷹突騎
hv_TEXT_unit_text_replacements.loc.tsv,Handmaid Guards,护卫侍女,護衛侍女
hv_TEXT_unit_text_replacements.loc.tsv,Heroic Outlaws,英勇匪徒,英勇匪徒
hv_TEXT_unit_text_replacements.loc.tsv,Hidden Assaults,隐秘突击兵,隱秘突擊兵
hv_TEXT_unit_text_replacements.loc.tsv,Hidden Snakes,隐蛇兵,隱蛇兵
hv_TEXT_unit_text_replacements.loc.tsv,Hidden Spear Assaults,隐枪突击兵,隱槍突擊兵
hv_TEXT_unit_text_replacements.loc.tsv,Household Ji Guards of Yuan,袁氏家族戟卫,袁氏家族戟衛
hv_TEXT_unit_text_replacements.loc.tsv,Imperial Sword Guards,禁军佩剑守卫,禁軍劍衛
hv_TEXT_unit_text_replacements.loc.tsv,Iron Walls,铁壁兵,鐵壁兵
hv_TEXT_unit_text_replacements.loc.tsv,Ji Guards of the Eight Talents,八才戟卫,八才戟衛
hv_TEXT_unit_text_replacements.loc.tsv,Men of Thunder,雷霆军,雷霆軍
hv_TEXT_unit_text_replacements.loc.tsv,Nomad Gang,游牧马贼,游牧馬賊
hv_TEXT_unit_text_replacements.loc.tsv,Oath Fellows,结义弟兄,結義弟兄
hv_TEXT_unit_text_replacements.loc.tsv,Outlaws of Black Mountain,黑山匪徒,黑山匪徒
hv_TEXT_unit_text_replacements.loc.tsv,Palace Guards,宫廷侍卫,宮廷侍衛
hv_TEXT_unit_text_replacements.loc.tsv,Porcupine Crossbowmen,豪彘弩兵,豪彘弩兵
hv_TEXT_unit_text_replacements.loc.tsv,Ren Xia,任侠,任俠
hv_TEXT_unit_text_replacements.loc.tsv,Scholar Warriors,学霸勇士,學霸勇士
hv_TEXT_unit_text_replacements.loc.tsv,Spice Guard,香料护卫,香料護衛
hv_TEXT_unit_text_replacements.loc.tsv,Taishan Batters,泰山连击兵,泰山連擊兵
hv_TEXT_unit_text_replacements.loc.tsv,Taishan Phantoms,泰山魅影兵,泰山魅影兵
hv_TEXT_unit_text_replacements.loc.tsv,Taishan Poison Wind Archers,泰山毒风弓兵,泰山毒風弓兵
hv_TEXT_unit_text_replacements.loc.tsv,Two Blades,双刃兵,雙刃兵
hv_TEXT_unit_text_replacements.loc.tsv,Virtous Noblemen,名门贤士,名門賢士
hv_TEXT_unit_text_replacements.loc.tsv,Wandering Artisans,游方艺匠,游方藝匠
hv_TEXT_unit_text_replacements.loc.tsv,Warrior Monks,武僧,武僧
hv_TEXT_unit_text_replacements.loc.tsv,White Feathers,白毦兵,白毦兵
hv_TEXT_unit_text_replacements.loc.tsv,Ye Overwatch Vanguards,邺城守望先锋,鄴城守望先鋒
hv_TEXT_unit_text_replacements.loc.tsv,Ye Shock Vanguards,邺城突击先锋,鄴城突擊先鋒
hv_TEXT_unit_text_replacements.loc.tsv,You Shi,游师骑兵,游師騎兵
hv_TEXT_unit_text_replacements.loc.tsv,Zhong Royal Guard Cavalry,仲氏羽林骑,仲氏羽林騎
hv_TEXT_unit_ui_bullet.loc.tsv,Flame Sling,掷火,擲火
hv_TEXT_unit_ui_bullet.loc.tsv,Siege Attacker,攻城,攻城
hv_TEXT_unit_ui_bullet.loc.tsv,"This unit can attack city gates, allowing you to instantly launch a siege battle without having to wait for towers or battering rams to be built.",这支部队可以直接攻击城门，从而允许你无需等待攻城塔或攻城锤的建造，便可对城镇发动攻击。,此單位可以直接攻擊城門，使您無需等待攻城塔或衝車的建造，便可發動攻城戰。
hv_TEXT_unit_ui_bullet.loc.tsv,This unit can provoke enemies.,此部队可对敌人进行挑衅。,此單位可對敵人進行挑釁。
hv_TEXT_unit_ui_bullet.loc.tsv,This unit has a ranged weapon to light a fire from a distance.,该部队拥有远程武器，可以从远处造成火势。,此單位配備遠程兵器，可以從遠處造成火勢。
hv_TEXT_unit_ui_bullet.loc.tsv,This unit's weapon allows it to pierce even the strongest enemy armour.,此部队的武器可以穿透最强的护甲。,此單位的武器可以穿透最强的護甲。
hv_TEXT_unit_ui_group_VM.loc.tsv,"Anti-Cavalry, Average Armour-Piercing Damage",反骑兵，穿甲伤害一般,反騎兵，穿甲傷害一般
hv_TEXT_unit_ui_group_VM.loc.tsv,"Anti-Cavalry, Low Armour-Piercing Damage",反骑兵，穿甲伤害低,反騎兵，穿甲傷害低
hv_TEXT_unit_ui_group_VM.loc.tsv,"Average Hit Rate, Average Armour-Piercing Damage",命中率一般，穿甲伤害一般,命中率一般，穿甲傷害一般
hv_TEXT_unit_ui_group_VM.loc.tsv,"Average Hit Rate, High Armour-Piercing Damage",命中率一般，穿甲伤害高,命中率一般，穿甲傷害高
hv_TEXT_unit_ui_group_VM.loc.tsv,"Lead the Fight, Encourage, Support",身先士卒，鼓舞军心,身先士卒，鼓舞軍心
hv_TEXT_unit_ui_group_VM.loc.tsv,"Long Range, Low Armour-Piercing Damage, Fast Reload",远距，穿甲伤害低，射击速率快,遠距，穿甲傷害低，射擊速率快
hv_TEXT_unit_ui_group_t1.loc.tsv,"Anti-Cavalry, High Armour-Piercing Damage",反骑兵，穿甲伤害高,反騎兵，穿甲傷害高
