Text,Mapped,Count,Override (manual),Override (pattern),C1,Unit type,Unit name,Unit key,Old,File,Duplicated
Unlocks unit: {{tr:hv_tr_water}} units,解鎖單位：{{tr:hv_tr_water}}單位,1,,解鎖單位：{{tr:hv_tr_water}}單位,,,,{{tr:hv_tr_water}},[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_skills_additional.loc,FALSE
Unlocks unit: {{tr:hv_tr_wood}} units,解鎖單位：{{tr:hv_tr_wood}}單位,1,,解鎖單位：{{tr:hv_tr_wood}}單位,,,,{{tr:hv_tr_wood}},[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_skills_additional.loc,FALSE
Unlocks unit: {{tr:hv_unit_bomb_thrower}},解鎖單位：{{tr:hv_unit_bomb_thrower}},2,,解鎖單位：{{tr:hv_unit_bomb_thrower}},,,,{{tr:hv_unit_bomb_thrower}},[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_skills_additional.loc,FALSE
Unlocks unit: {{tr:hv_unit_buqu_archer_cavalry}},解鎖單位：{{tr:hv_unit_buqu_archer_cavalry}},1,,解鎖單位：{{tr:hv_unit_buqu_archer_cavalry}},,,,{{tr:hv_unit_buqu_archer_cavalry}},[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_skills_additional.loc,FALSE
Unlocks unit: {{tr:hv_unit_buqu_of_the_left}},解鎖單位：{{tr:hv_unit_buqu_of_the_left}},1,,解鎖單位：{{tr:hv_unit_buqu_of_the_left}},,,,{{tr:hv_unit_buqu_of_the_left}},[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_skills_additional.loc,FALSE
Unlocks unit: {{tr:hv_unit_dan_yang_archers}},解鎖單位：{{tr:hv_unit_dan_yang_archers}},1,,解鎖單位：{{tr:hv_unit_dan_yang_archers}},,,,{{tr:hv_unit_dan_yang_archers}},[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_effects_ceo.loc,FALSE
Unlocks unit: {{tr:hv_unit_dan_yang_infantry}},解鎖單位：{{tr:hv_unit_dan_yang_infantry}},1,,解鎖單位：{{tr:hv_unit_dan_yang_infantry}},,,,{{tr:hv_unit_dan_yang_infantry}},[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_effects_ceo.loc,FALSE
Unlocks unit: {{tr:hv_unit_dan_yang_spearmen}},解鎖單位：{{tr:hv_unit_dan_yang_spearmen}},1,,解鎖單位：{{tr:hv_unit_dan_yang_spearmen}},,,,{{tr:hv_unit_dan_yang_spearmen}},[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_effects_ceo.loc,FALSE
Unlocks unit: {{tr:hv_unit_enforcer_archer_cavalry}},解鎖單位：{{tr:hv_unit_enforcer_archer_cavalry}},2,,解鎖單位：{{tr:hv_unit_enforcer_archer_cavalry}},,,,{{tr:hv_unit_enforcer_archer_cavalry}},[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_effects_events.loc,FALSE
Unlocks unit: {{tr:hv_unit_fellows_of_the_oath}},解鎖單位：{{tr:hv_unit_fellows_of_the_oath}},1,,解鎖單位：{{tr:hv_unit_fellows_of_the_oath}},,,,{{tr:hv_unit_fellows_of_the_oath}},[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_skills_additional.loc,FALSE
Unlocks unit: {{tr:hv_unit_goshawk_cavalry}},解鎖單位：{{tr:hv_unit_goshawk_cavalry}},1,,解鎖單位：{{tr:hv_unit_goshawk_cavalry}},,,,{{tr:hv_unit_goshawk_cavalry}},[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_skills_additional.loc,FALSE
Unlocks unit: {{tr:hv_unit_handmaid_guard}},解鎖單位：{{tr:hv_unit_handmaid_guard}},1,,解鎖單位：{{tr:hv_unit_handmaid_guard}},,,,{{tr:hv_unit_handmaid_guard}},[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_skills_additional.loc,FALSE
Unlocks unit: {{tr:hv_unit_hidden_2h_spearmen}},解鎖單位：{{tr:hv_unit_hidden_2h_spearmen}},1,,解鎖單位：{{tr:hv_unit_hidden_2h_spearmen}},,,,{{tr:hv_unit_hidden_2h_spearmen}},[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_skills_additional.loc,FALSE
Unlocks unit: {{tr:hv_unit_hidden_assault_infantry}},解鎖單位：{{tr:hv_unit_hidden_assault_infantry}},1,,解鎖單位：{{tr:hv_unit_hidden_assault_infantry}},,,,{{tr:hv_unit_hidden_assault_infantry}},[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_skills_additional.loc,FALSE
Unlocks unit: {{tr:hv_unit_hidden_snakes}},解鎖單位：{{tr:hv_unit_hidden_snakes}},2,,解鎖單位：{{tr:hv_unit_hidden_snakes}},,,,{{tr:hv_unit_hidden_snakes}},[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_effects_events.loc,FALSE
Unlocks unit: {{tr:hv_unit_iron_fists_of_the_bandit_queen}},解鎖單位：{{tr:hv_unit_iron_fists_of_the_bandit_queen}},1,,解鎖單位：{{tr:hv_unit_iron_fists_of_the_bandit_queen}},,,,{{tr:hv_unit_iron_fists_of_the_bandit_queen}},[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_skills_additional.loc,FALSE
Unlocks unit: {{tr:hv_unit_juggernaut}},解鎖單位：{{tr:hv_unit_juggernaut}},1,,解鎖單位：{{tr:hv_unit_juggernaut}},,,,{{tr:hv_unit_juggernaut}},[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_skills_additional.loc,FALSE
Unlocks unit: {{tr:hv_unit_militia_2h_axemen}},解鎖單位：{{tr:hv_unit_militia_2h_axemen}},1,,解鎖單位：{{tr:hv_unit_militia_2h_axemen}},,,,{{tr:hv_unit_militia_2h_axemen}},[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_skills_additional.loc,FALSE
Unlocks unit: {{tr:hv_unit_militia_scout_cavalry}},解鎖單位：{{tr:hv_unit_militia_scout_cavalry}},1,,解鎖單位：{{tr:hv_unit_militia_scout_cavalry}},,,,{{tr:hv_unit_militia_scout_cavalry}},[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_skills_additional.loc,FALSE
Unlocks unit: {{tr:hv_unit_militia_white_tiger_outlaws}},解鎖單位：{{tr:hv_unit_militia_white_tiger_outlaws}},1,,解鎖單位：{{tr:hv_unit_militia_white_tiger_outlaws}},,,,{{tr:hv_unit_militia_white_tiger_outlaws}},[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_skills_additional.loc,FALSE
Unlocks unit: {{tr:hv_unit_rapid_tigers}},解鎖單位：{{tr:hv_unit_rapid_tigers}},2,,解鎖單位：{{tr:hv_unit_rapid_tigers}},,,,{{tr:hv_unit_rapid_tigers}},[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_effects_events.loc,FALSE
"Unlocks unit: {{tr:hv_unit_sogd_warriors}}, {{tr:hv_unit_sogd_barded_cavalry}}","解鎖單位：{{tr:hv_unit_sogd_warriors}}, {{tr:hv_unit_sogd_barded_cavalry}}",1,,"解鎖單位：{{tr:hv_unit_sogd_warriors}}, {{tr:hv_unit_sogd_barded_cavalry}}",,,,"{{tr:hv_unit_sogd_warriors}}, {{tr:hv_unit_sogd_barded_cavalry}}",[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_effects_ceo.loc,FALSE
Unlocks unit: {{tr:hv_unit_swallow_cavalry}},解鎖單位：{{tr:hv_unit_swallow_cavalry}},1,,解鎖單位：{{tr:hv_unit_swallow_cavalry}},,,,{{tr:hv_unit_swallow_cavalry}},[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_skills_additional.loc,FALSE
Unlocks unit: {{tr:hv_unit_white_horse_fellows}},解鎖單位：{{tr:hv_unit_white_horse_fellows}},2,,解鎖單位：{{tr:hv_unit_white_horse_fellows}},,,,{{tr:hv_unit_white_horse_fellows}},[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_effects_ceo.loc,FALSE
Unlocks unit: {{tr:hv_unit_white_tiger_bandits}},解鎖單位：{{tr:hv_unit_white_tiger_bandits}},1,,解鎖單位：{{tr:hv_unit_white_tiger_bandits}},,,,{{tr:hv_unit_white_tiger_bandits}},[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_skills_additional.loc,FALSE
Unlocks unit: {{tr:hv_unit_white_tiger_guardsmen}},解鎖單位：{{tr:hv_unit_white_tiger_guardsmen}},1,,解鎖單位：{{tr:hv_unit_white_tiger_guardsmen}},,,,{{tr:hv_unit_white_tiger_guardsmen}},[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_skills_additional.loc,FALSE
Unlocks unit: {{tr:hv_unit_white_tiger_warriors}},解鎖單位：{{tr:hv_unit_white_tiger_warriors}},1,,解鎖單位：{{tr:hv_unit_white_tiger_warriors}},,,,{{tr:hv_unit_white_tiger_warriors}},[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_skills_additional.loc,FALSE
Unlocks unit: {{tr:hv_unit_xian_chen_ying}},解鎖單位：{{tr:hv_unit_xian_chen_ying}},1,,解鎖單位：{{tr:hv_unit_xian_chen_ying}},,,,{{tr:hv_unit_xian_chen_ying}},[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_skills_additional.loc,FALSE
Unlocks unit: {{tr:hv_unit_xiliang_elite_enforcers}},解鎖單位：{{tr:hv_unit_xiliang_elite_enforcers}},2,,解鎖單位：{{tr:hv_unit_xiliang_elite_enforcers}},,,,{{tr:hv_unit_xiliang_elite_enforcers}},[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_effects_events.loc,FALSE
Unlocks unit: {{tr:hv_unit_yuan_ji_guards}},解鎖單位：{{tr:hv_unit_yuan_ji_guards}},2,,解鎖單位：{{tr:hv_unit_yuan_ji_guards}},,,,{{tr:hv_unit_yuan_ji_guards}},[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_effects_ceo.loc,FALSE
Unlocks unit: {{tr:hv_unit_yuan_sword_infantry}},解鎖單位：{{tr:hv_unit_yuan_sword_infantry}},2,,解鎖單位：{{tr:hv_unit_yuan_sword_infantry}},,,,{{tr:hv_unit_yuan_sword_infantry}},[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_effects_ceo.loc,FALSE
Unlocks Virtue Royal Guard units,,1,,,,,,,解鎖龍禁衛部隊,hv_TEXT_events_rules.loc,FALSE
Unlocks Xiliang Army units [[col:scope_description]](own retinue)[[/col]],解鎖西涼軍單位 [[col:scope_description]]（本部曲）[[/col]],1,,解鎖西涼軍單位 [[col:scope_description]]（本部曲）[[/col]],西涼軍,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_effects_ceo.loc,FALSE
Unstable Han dynasty,漢室式微,1,漢室式微,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_effect_faction.loc,FALSE
Unstoppable,,1,,,,,,,無人可擋,hv_TEXT_skills_skill_skill_name_desc.loc,FALSE
Unyielding Earth,,1,,,,,,,不屈之土,hv_TEXT_skills_skill_skill_name_desc.loc,FALSE
Upon nearby enemy unit routing nearby own units recieve a morale buff.,,1,,,,,,,周遭敵軍單位潰逃時，賦予周遭我方單位士氣增強效果。,hv_TEXT_skills_skill_skill_name_desc.loc,FALSE
Using Furious Beast,使用怒獸,13,使用怒獸,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_ui_group_t1.loc,FALSE
"Using her graceful beauty, she stuns all those around her.",她運用美色，迷得周圍所有人動彈不得。,1,她運用美色，迷得周圍所有人動彈不得。,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_skills_skill_skill_name_desc.loc,FALSE
"Using Various Weapons, Multi-Role",使用多種武器，多重角色,40,使用多種武器，多重角色,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_ui_group_t1.loc,FALSE
Veil of Darkness,,4,,,,,,,黑暗面紗,hv_TEXT_skills_skill_ability_name_desc.loc,FALSE
Venerable Wu,,1,,,,,,Wu,聖巫軍,hv_TEXT_unit_text_replacements.loc,FALSE
Vengeance,,1,,,,,,,有仇必報,hv_TEXT_skills_skill_skill_name_desc.loc,FALSE
"Very High Hit Rate, Very Low Damage",命中率非常高，傷害非常低,10,命中率非常高，傷害非常低,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_ui_group_t1.loc,FALSE
"Very Long Range, High Armour-Piercing Damage, Very Slow Reload",超遠距，穿甲傷害高，射擊速率非常慢,6,超遠距，穿甲傷害高，射擊速率非常慢,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_ui_group_t1_VM.loc,FALSE
Veteran Militia Cavalry,老練義勇騎兵,1,,老練義勇騎兵,老練義勇,騎兵,騎兵,Cavalry,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_text_replacements.loc,FALSE
Vigilante ,,2,,,,,,,巡守衛隊,hv_TEXT_building.loc,FALSE
Vigilante Barracks,,1,,,,,,,巡守衛隊軍營,hv_TEXT_building.loc,FALSE
Vigilante Posts,,1,,,,,,,巡守衛隊哨站,hv_TEXT_building.loc,FALSE
Vigilantes patrol the region and harass enemy armies.,巡守衛隊在此地域巡邏，騷擾敵軍。,1,巡守衛隊在此地域巡邏，騷擾敵軍。,,,,,,巡守衛隊建築序列描述,hv_TEXT_building.loc,FALSE
Virtous Noblemen,名門賢士,1,名門賢士,,,,,Noblemen,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_text_replacements.loc,FALSE
"Virtue cannot be acquired, only nurtured.",,1,,,,,,,修德非一蹴可幾，須時刻培養。,hv_TEXT_skills_basic.loc,FALSE
Wall of Steel,,7,,,,,,,銅牆鐵壁,hv_TEXT_unit_abilities.loc,FALSE
Wandering Artisans,游方藝匠,1,游方藝匠,,,,,Artisans,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_text_replacements.loc,FALSE
Warehouse,,1,,,,,,,倉庫,hv_TEXT_building.loc,FALSE
Warlord,諸侯,4,諸侯,,,,,,賊首,hv_TEXT_cb_loadout.loc,FALSE
Warning Shot,,2,,,,,,,警告射擊,hv_TEXT_skills_skill_skill_name_desc.loc,FALSE
Warrior Monks,武僧,1,武僧,,,,,Monks,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_text_replacements.loc,FALSE
Warrior Without Equal,無雙猛士,1,無雙猛士,,,,,,武藝無雙,hv_TEXT_cb_loadout.loc,FALSE
Warriors get entangled and fight fiercely.,,0,,,,,,,,,FALSE
Warriors of Danyang,丹陽戰士,1,丹陽戰士,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_events.loc,FALSE
Warriors of Jingchu,荊楚戰士,1,荊楚戰士,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_events.loc,FALSE
Warriors of Xiliang,西涼戰士,1,西涼戰士,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_events.loc,FALSE
Wars are a costly endeavour and one cannot hope to end this chaos without a sizable treasury. Show all under heaven that you possess China's wealth.,興師十萬，日费千金。國用不足則不能平亂。掌控舉國之財，而後昭示天下。,6,興師十萬，日费千金。國用不足則不能平亂。掌控舉國之財，而後昭示天下。,,,,,,,,FALSE
Wars are a costly endevour and one cannot hope to end this chaos without a sizable treasury. Show all under heaven that you possess China's wealth.,,0,,,,,,,,,FALSE
Way of the Wind,,1,,,,,,,預測風向,hv_TEXT_skills_skill_skill_name_desc.loc,FALSE
We are reaping the benefits of military rule.,軍事統治已成效斐然。,1,軍事統治已成效斐然。,,,,,,,hv_TEXT_effects_pooled_resource.loc,FALSE
"We have contacted the Xiongnu and verified that the kidnapped woman is indeed Cai Yan. She has become the concubine of a Xiongnu chieftain. However, the Xiongnu offer to release Cai Yan for a significant sum of gold.",吾人已與匈奴聯係，被綁架的女子確爲已被匈奴王納爲小妾的蔡琰。匈奴提議，可以重金將此女贖回。,1,吾人已與匈奴聯係，被綁架的女子確爲已被匈奴王納爲小妾的蔡琰。匈奴提議，可以重金將此女贖回。,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_events.loc,FALSE
We have gathered warriors from nearby nomadic peoples to form a powerful cavalry unit. These formidable cataphracts will crush your enemies.,我們從附近游牧民族召集戰士，組成了一支强健騎兵。這些令人可畏的鐵甲騎兵將衝垮你的敵人。,1,我們從附近游牧民族召集戰士，組成了一支强健騎兵。這些令人可畏的鐵甲騎兵將衝垮你的敵人。,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_events.loc,FALSE
Wei Yan,,1,,,,,,,魏延,hv_TEXT_cb_loadout.loc,FALSE
Wen Chou,,1,,,,,,,文醜,hv_TEXT_cb_loadout.loc,FALSE
We're barely keeping our cavalry supplied. ,勉强能供應我們的騎兵。,1,勉强能供應我們的騎兵。,,,,,,,hv_TEXT_effects_pooled_resource.loc,FALSE
We've run into problems paying the troops with the new coin. We have no choice but to wait for soldiers to adjust to the new standard.,由於新幣發行，分發軍餉時出現問題。我們別無選擇，只能等到士兵們適應新的標準。,1,由於新幣發行，分發軍餉時出現問題。我們別無選擇，只能等到士兵們適應新的標準。,,,,,,,,FALSE
We've run into problems paying the troops with the new coin. We have no choice but to wait for the soldiers to adjust to the new standard.,,0,,,,,,,,,FALSE
We've run into problems purchasing grain with the new coin. We have no choice but to wait for farmers to adjust to the new standard.,由於新幣發行，買糧時出現問題。我們別無選擇，只能等到農民們適應新的標準。,1,由於新幣發行，買糧時出現問題。我們別無選擇，只能等到農民們適應新的標準。,,,,,,,,FALSE
We've run into problems purchasing grain with the new coin. We have no choice but to wait for the farmers to adjust to the new standard.,,0,,,,,,,,,FALSE
"What kind of men are these, who are not soldiers, yet wear elite armour? Bloody men, who have earned their weaponry through victory and pillaging.",這些人并非軍士，卻穿著精良的鎧甲。他們的裝備來自於血腥的勝利和洗劫。,1,這些人并非軍士，卻穿著精良的鎧甲。他們的裝備來自於血腥的勝利和洗劫。,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_unit_desc.loc,FALSE
"What you do not wish upon yourself, extend not to others.",,1,,,,,,,己所不欲，勿施於人。,hv_TEXT_skills_basic.loc,FALSE
"When arrows fall like hail, their skin will be as stone before the onslaught!",,0,,,,,,,,,FALSE
"When fighting against or duelling other heroes on the battlefield, they will find their skill and prowess much improved.",,1,,,,,,,當在戰場上與英雄對抗或決鬥時，他們會發現自己的技能與戰力得到相當程度的增強。,hv_TEXT_unit_abilities.loc,FALSE
"When the victim was aware of what had happened, it must have already been a serious situation.",等到被害者明白過來，就已爲時已晚。,1,等到被害者明白過來，就已爲時已晚。,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_skills_skill_skill_name_desc.loc,FALSE
"When unequipped, the upkeep cost of the units unlocked by this follower will increase.",未裝備時，該隨從解鎖的單位的維護費用會增加。,1,未裝備時，該隨從解鎖的單位的維護費用會增加。,,,,,,[[b]]陸政[[/b]]\\n晉陽女賊\\n\\n將領類型：{{tr:3k_general_type_water}}\\n\\n[[col:flavour]][[i]]狡黠之徒，矢不虛發，乃魁首之腕。[[/col]][[/i]],hv_TEXT_effects_ceo.loc,FALSE
"When weakest, Dian Wei unleashes his true power!",,1,,,,,,,典韋在傷得最重時，才會顯露出真正的實力！,hv_TEXT_skills_skill_skill_name_desc.loc,FALSE
"Where the militia of the Han are pressed into service out of obligation, the Yellow Turban zealots rise to fight because it is the only way to carve a better future for the people. \\n\\n Their fierce determination makes them more effective than standard militia. They charge into battle, lightly-armoured and equipped with explosive materials, ready to rend asunder any who doubt or question the Way.",,1,,,,,,,漢軍民兵是被迫服役效勞朝廷，黃巾信眾則是為了扶助天下萬民而挺身奮戰。\\n\\n他們堅守職志，比起一般民兵更加善戰。這些信眾執大刀著輕甲趕赴沙場，欲將質疑太平道的敵人全數斬除。,hv_TEXT_unit_desc.loc,FALSE
